interview__key,r_members__id,memeber_isphone
"83-79-00-11",1,"Yes"
"83-79-00-11",2,"Yes"
"83-79-00-11",3,"Yes"
"83-79-00-11",7,"Yes"
"01-37-46-42",1,"Yes"
"01-37-46-42",2,"Yes"
"12-21-05-43",2,"Yes"
"91-17-37-47",1,"Yes"
"91-17-37-47",5,"Yes"
"78-30-57-92",1,"Yes"
"78-30-57-92",2,"Yes"
"46-37-91-60",1,"Yes"
"21-41-06-23",3,"Yes"
"72-86-62-61",1,"Yes"
"72-86-62-61",2,"Yes"
"10-25-72-61",1,"Yes"
"10-25-72-61",2,"Yes"
"09-97-42-13",1,"Yes"
"09-97-42-13",2,"Yes"
"40-84-03-01",1,"Yes"
"40-84-03-01",2,"Yes"
"40-84-03-01",3,"Yes"
"67-68-95-71",1,"Yes"
"67-68-95-71",2,"Yes"
"67-68-95-71",3,"Yes"
"40-87-67-76",1,"Yes"
"40-87-67-76",2,"Yes"
"53-06-55-30",1,"Yes"
"53-06-55-30",2,"Yes"
"27-68-03-52",1,"Yes"
"27-68-03-52",2,"Yes"
"27-68-03-52",3,"Yes"
"31-09-93-80",1,"Yes"
"31-09-93-80",2,"Yes"
"99-42-64-05",1,"Yes"
"99-42-64-05",2,"Yes"
"50-99-25-24",1,"Yes"
"43-58-14-96",1,"Yes"
"43-58-14-96",2,"Yes"
"20-64-96-32",1,"Yes"
"20-64-96-32",2,"Yes"
"05-63-81-75",1,"Yes"
"05-63-81-75",2,"Yes"
"30-58-59-34",1,"Yes"
"30-58-59-34",2,"Yes"
"37-78-49-16",2,"Yes"
"52-38-96-08",1,"Yes"
"52-38-96-08",2,"Yes"
"52-38-96-08",9,"Yes"
"39-49-23-24",1,"Yes"
"39-49-23-24",5,"Yes"
"01-07-36-19",1,"Yes"
"01-07-36-19",2,"Yes"
"18-35-86-78",1,"Yes"
"18-35-86-78",3,"Yes"
"48-62-04-43",1,"Yes"
"48-62-04-43",2,"Yes"
"37-36-66-29",1,"Yes"
"37-36-66-29",2,"Yes"
"23-98-09-79",1,"Yes"
"23-98-09-79",2,"Yes"
"17-40-48-73",1,"Yes"
"17-40-48-73",2,"Yes"
"10-94-03-72",1,"Yes"
"99-02-51-45",1,"Yes"
"80-26-66-95",1,"Yes"
"80-26-66-95",2,"Yes"
"80-26-66-95",4,"Yes"
"83-04-04-09",1,"Yes"
"90-43-64-15",1,"Yes"
"90-43-64-15",2,"Yes"
"07-17-03-20",1,"Yes"
"07-17-03-20",2,"Yes"
"07-17-03-20",3,"Yes"
"83-78-16-55",1,"Yes"
"82-41-37-73",1,"Yes"
"82-41-37-73",2,"Yes"
"57-66-78-32",1,"Yes"
"19-38-64-11",1,"Yes"
"19-38-64-11",2,"Yes"
"09-79-30-27",1,"Yes"
"16-36-46-03",2,"Yes"
"16-36-46-03",7,"Yes"
"29-33-47-98",1,"Yes"
"29-33-47-98",2,"Yes"
"29-33-47-98",3,"Yes"
"71-36-42-24",1,"Yes"
"53-26-25-13",1,"Yes"
"53-26-25-13",2,"Yes"
"73-14-84-43",1,"Yes"
"73-14-84-43",2,"Yes"
"10-79-21-80",1,"Yes"
"10-79-21-80",2,"Yes"
"71-25-75-41",1,"Yes"
"07-05-98-97",2,"Yes"
"10-73-90-09",1,"Yes"
"10-73-90-09",2,"Yes"
"84-88-48-48",1,"Yes"
"54-31-68-36",1,"Yes"
"54-31-68-36",2,"Yes"
"45-71-98-33",1,"Yes"
"45-71-98-33",2,"Yes"
"45-71-98-33",3,"Yes"
"27-11-46-19",1,"Yes"
"27-11-46-19",2,"Yes"
"42-55-71-95",1,"Yes"
"42-55-71-95",2,"Yes"
"53-10-63-62",1,"Yes"
"53-10-63-62",3,"Yes"
"75-46-17-40",1,"Yes"
"75-46-17-40",2,"Yes"
"75-46-17-40",4,"Yes"
"65-21-97-07",1,"Yes"
"71-15-20-71",1,"Yes"
"71-15-20-71",3,"Yes"
"45-78-55-42",1,"Yes"
"45-78-55-42",2,"Yes"
"79-58-56-71",1,"Yes"
"79-58-56-71",2,"Yes"
"79-58-56-71",4,"Yes"
"03-48-58-80",1,"Yes"
"03-48-58-80",2,"Yes"
"27-44-99-33",1,"Yes"
"36-68-49-71",2,"Yes"
"36-68-49-71",3,"Yes"
"36-68-49-71",4,"Yes"
"68-16-01-33",1,"Yes"
"68-16-01-33",3,"Yes"
"68-16-01-33",4,"Yes"
"61-84-87-27",1,"Yes"
"61-84-87-27",2,"Yes"
"61-84-87-27",3,"Yes"
"61-84-87-27",4,"Yes"
"52-39-81-92",1,"Yes"
"52-39-81-92",2,"Yes"
"53-10-37-83",1,"Yes"
"53-10-37-83",2,"Yes"
"20-43-08-03",1,"Yes"
"20-43-08-03",2,"Yes"
"20-43-08-03",3,"Yes"
"20-43-08-03",5,"Yes"
"82-59-96-75",3,"Yes"
"82-59-96-75",4,"Yes"
"00-90-86-19",1,"Yes"
"00-90-86-19",2,"Yes"
"49-39-09-00",1,"Yes"
"49-39-09-00",2,"Yes"
"49-39-09-00",3,"Yes"
"72-52-50-05",1,"Yes"
"72-52-50-05",2,"Yes"
"72-52-50-05",3,"Yes"
"55-72-94-92",1,"Yes"
"55-72-94-92",2,"Yes"
"58-19-75-80",1,"Yes"
"58-19-75-80",2,"Yes"
"29-86-85-66",1,"Yes"
"75-69-40-10",1,"Yes"
"75-69-40-10",2,"Yes"
"75-69-40-10",3,"Yes"
"44-12-79-34",1,"Yes"
"44-12-79-34",2,"Yes"
"44-12-79-34",3,"Yes"
"91-78-46-88",1,"Yes"
"37-25-02-09",2,"Yes"
"37-25-02-09",3,"Yes"
"88-73-32-16",1,"Yes"
"55-56-00-41",1,"Yes"
"55-56-00-41",2,"Yes"
"34-77-61-74",1,"Yes"
"34-77-61-74",2,"Yes"
"33-67-48-86",1,"Yes"
"33-67-48-86",2,"Yes"
"33-67-48-86",3,"Yes"
"33-67-48-86",4,"Yes"
"94-42-36-98",1,"Yes"
"94-42-36-98",2,"Yes"
"76-40-74-03",2,"Yes"
"76-40-74-03",3,"Yes"
"76-40-74-03",4,"Yes"
"06-67-72-60",1,"Yes"
"06-67-72-60",2,"Yes"
"28-69-62-69",1,"Yes"
"28-69-62-69",2,"Yes"
"49-95-19-41",1,"Yes"
"49-95-19-41",2,"Yes"
"75-71-59-88",1,"Yes"
"75-71-59-88",2,"Yes"
"75-71-59-88",3,"Yes"
"49-01-19-20",1,"Yes"
"49-01-19-20",2,"Yes"
"49-01-19-20",3,"Yes"
"06-30-46-81",1,"Yes"
"06-30-46-81",2,"Yes"
"05-55-74-03",1,"Yes"
"05-55-74-03",2,"Yes"
"05-55-74-03",4,"Yes"
"05-55-74-03",8,"Yes"
"05-55-74-03",9,"Yes"
"56-78-80-92",1,"Yes"
"25-17-27-31",1,"Yes"
"81-42-10-54",2,"Yes"
"81-42-10-54",4,"Yes"
"81-46-38-58",1,"Yes"
"08-94-56-34",1,"Yes"
"08-94-56-34",2,"Yes"
"08-94-56-34",4,"Yes"
"24-87-22-92",1,"Yes"
"30-69-73-88",1,"Yes"
"30-69-73-88",2,"Yes"
"72-71-89-86",1,"Yes"
"72-71-89-86",2,"Yes"
"72-71-89-86",3,"Yes"
"11-04-05-87",1,"Yes"
"11-04-05-87",2,"Yes"
"69-48-65-88",1,"Yes"
"69-48-65-88",2,"Yes"
"18-22-43-52",1,"Yes"
"18-22-43-52",6,"Yes"
"06-32-94-30",1,"Yes"
"06-32-94-30",2,"Yes"
"06-32-94-30",3,"Yes"
"06-32-94-30",4,"Yes"
"06-32-94-30",5,"Yes"
"30-41-77-21",1,"Yes"
"30-41-77-21",2,"Yes"
"30-41-77-21",3,"Yes"
"59-58-27-54",1,"Yes"
"59-58-27-54",2,"Yes"
"13-48-51-56",1,"Yes"
"13-03-04-40",1,"Yes"
"13-03-04-40",2,"Yes"
"13-03-04-40",4,"Yes"
"48-62-05-19",1,"Yes"
"76-11-97-07",1,"Yes"
"48-19-22-90",1,"Yes"
"47-32-69-47",1,"Yes"
"47-32-69-47",2,"Yes"
"77-95-12-00",1,"Yes"
"04-93-15-62",1,"Yes"
"04-93-15-62",2,"Yes"
"40-11-92-91",2,"Yes"
"00-61-02-75",1,"Yes"
"00-61-02-75",3,"Yes"
"77-43-51-64",1,"Yes"
"77-43-51-64",3,"Yes"
"77-43-51-64",4,"Yes"
"77-43-51-64",5,"Yes"
"75-26-65-92",1,"Yes"
"75-26-65-92",2,"Yes"
"76-79-59-51",1,"Yes"
"87-16-65-76",1,"Yes"
"87-16-65-76",2,"Yes"
"06-40-10-58",1,"Yes"
"06-40-10-58",2,"Yes"
"06-40-10-58",4,"Yes"
"64-68-41-59",1,"Yes"
"64-68-41-59",2,"Yes"
"15-68-91-94",1,"Yes"
"15-68-91-94",2,"Yes"
"15-68-91-94",3,"Yes"
"26-17-34-04",1,"Yes"
"26-17-34-04",2,"Yes"
"76-41-72-83",1,"Yes"
"76-41-72-83",2,"Yes"
"29-97-06-38",1,"Yes"
"46-55-47-04",1,"Yes"
"46-92-45-03",1,"Yes"
"77-97-94-83",1,"Yes"
"44-20-73-48",1,"Yes"
"74-52-06-68",1,"Yes"
"74-52-06-68",2,"Yes"
"74-52-06-68",3,"Yes"
"74-52-06-68",4,"Yes"
"35-89-93-14",1,"Yes"
"35-89-93-14",2,"Yes"
"39-90-60-06",1,"Yes"
"86-86-47-77",1,"Yes"
"61-98-86-86",1,"Yes"
"61-98-86-86",2,"Yes"
"61-98-86-86",3,"Yes"
"61-98-86-86",4,"Yes"
"61-87-19-25",1,"Yes"
"61-87-19-25",3,"Yes"
"16-64-40-00",1,"Yes"
"16-64-40-00",2,"Yes"
"18-67-33-19",1,"Yes"
"18-67-33-19",2,"Yes"
"14-75-52-28",1,"Yes"
"72-96-11-00",1,"Yes"
"68-35-97-06",1,"Yes"
"00-22-25-11",1,"Yes"
"03-51-85-17",1,"Yes"
"03-51-85-17",2,"Yes"
"26-31-55-52",1,"Yes"
"26-31-55-52",2,"Yes"
"26-31-55-52",3,"Yes"
"82-96-57-24",1,"Yes"
"98-34-87-15",1,"Yes"
"20-44-39-67",1,"Yes"
"20-44-39-67",2,"Yes"
"73-85-71-84",1,"Yes"
"57-10-23-73",1,"Yes"
"57-10-23-73",2,"Yes"
"57-10-23-73",3,"Yes"
"57-10-23-73",4,"Yes"
"27-45-94-38",1,"Yes"
"27-45-94-38",2,"Yes"
"07-14-85-97",1,"Yes"
"07-14-85-97",2,"Yes"
"55-58-44-60",1,"Yes"
"54-97-37-44",1,"Yes"
"25-51-59-02",1,"Yes"
"98-34-54-09",1,"Yes"
"69-46-62-21",1,"Yes"
"69-46-62-21",2,"Yes"
"69-46-62-21",4,"Yes"
"69-46-62-21",7,"Yes"
"37-17-48-58",1,"Yes"
"85-72-34-53",2,"Yes"
"73-56-72-00",1,"Yes"
"73-56-72-00",2,"Yes"
"73-56-72-00",5,"Yes"
"39-00-66-90",1,"Yes"
"39-00-66-90",2,"Yes"
"52-72-83-96",1,"Yes"
"27-89-15-08",1,"Yes"
"27-89-15-08",2,"Yes"
"38-15-27-24",1,"Yes"
"38-15-27-24",2,"Yes"
"32-53-41-40",1,"Yes"
"32-53-41-40",2,"Yes"
"90-85-65-68",1,"Yes"
"90-85-65-68",2,"Yes"
"90-85-65-68",3,"Yes"
"07-04-06-31",1,"Yes"
"00-51-21-96",1,"Yes"
"00-51-21-96",2,"Yes"
"29-09-67-77",1,"Yes"
"18-57-30-30",1,"Yes"
"18-57-30-30",2,"Yes"
"06-67-52-73",1,"Yes"
"63-98-43-96",1,"Yes"
"95-39-48-28",1,"Yes"
"95-39-48-28",2,"Yes"
"09-57-06-65",3,"Yes"
"10-32-71-90",1,"Yes"
"10-32-71-90",2,"Yes"
"91-48-09-94",2,"Yes"
"20-98-55-75",2,"Yes"
"20-98-55-75",3,"Yes"
"20-98-55-75",4,"Yes"
"60-93-12-22",1,"Yes"
"60-93-12-22",2,"Yes"
"08-84-40-54",1,"Yes"
"19-25-10-78",1,"Yes"
"19-25-10-78",2,"Yes"
"71-72-13-14",1,"Yes"
"71-72-13-14",4,"Yes"
"71-72-13-14",5,"Yes"
"03-15-75-14",2,"Yes"
"50-57-49-63",1,"Yes"
"70-71-45-76",2,"Yes"
"60-32-51-97",1,"Yes"
"60-32-51-97",2,"Yes"
"52-97-46-11",1,"Yes"
"57-86-44-24",1,"Yes"
"57-86-44-24",2,"Yes"
"36-53-13-35",1,"Yes"
"36-53-13-35",2,"Yes"
"84-76-53-05",1,"Yes"
"11-80-97-44",1,"Yes"
"11-80-97-44",2,"Yes"
"11-80-97-44",3,"Yes"
"11-80-97-44",4,"Yes"
"76-93-73-76",3,"Yes"
"76-37-92-47",1,"Yes"
"76-37-92-47",2,"Yes"
"70-40-73-54",1,"Yes"
"70-40-73-54",2,"Yes"
"37-29-80-51",1,"Yes"
"50-63-32-01",5,"Yes"
"46-39-02-59",1,"Yes"
"46-39-02-59",2,"Yes"
"62-41-43-18",1,"Yes"
"28-20-80-35",1,"Yes"
"28-20-80-35",2,"Yes"
"56-98-22-95",2,"Yes"
"56-98-22-95",3,"Yes"
"68-55-46-57",1,"Yes"
"68-55-46-57",2,"Yes"
"42-72-39-66",1,"Yes"
"95-71-61-75",1,"Yes"
"95-71-61-75",2,"Yes"
"78-85-83-34",1,"Yes"
"78-85-83-34",2,"Yes"
"88-65-02-29",1,"Yes"
"91-55-85-33",1,"Yes"
"40-53-56-12",1,"Yes"
"27-46-53-11",1,"Yes"
"27-46-53-11",2,"Yes"
"08-92-74-48",1,"Yes"
"08-92-74-48",3,"Yes"
"59-22-70-12",1,"Yes"
"59-22-70-12",2,"Yes"
"02-60-78-89",1,"Yes"
"02-60-78-89",2,"Yes"
"16-17-09-10",1,"Yes"
"16-17-09-10",2,"Yes"
"16-17-09-10",3,"Yes"
"04-43-83-44",1,"Yes"
"04-43-83-44",2,"Yes"
"35-46-63-78",1,"Yes"
"35-46-63-78",2,"Yes"
"78-47-97-25",1,"Yes"
"78-47-97-25",2,"Yes"
"34-87-20-64",2,"Yes"
"86-69-42-68",1,"Yes"
"86-69-42-68",2,"Yes"
"20-42-84-32",1,"Yes"
"20-42-84-32",2,"Yes"
"80-28-03-90",4,"Yes"
"76-65-87-56",1,"Yes"
"76-65-87-56",2,"Yes"
"32-43-86-95",1,"Yes"
"32-43-86-95",2,"Yes"
"88-70-65-41",1,"Yes"
"88-70-65-41",2,"Yes"
"88-70-65-41",3,"Yes"
"88-70-65-41",4,"Yes"
"76-49-57-67",1,"Yes"
"79-79-17-52",1,"Yes"
"79-79-17-52",2,"Yes"
"79-79-17-52",3,"Yes"
"53-44-93-49",1,"Yes"
"65-67-08-82",1,"Yes"
"65-67-08-82",2,"Yes"
"43-85-20-59",1,"Yes"
"43-85-20-59",3,"Yes"
"43-85-20-59",4,"Yes"
"43-85-20-59",5,"Yes"
"31-06-08-24",1,"Yes"
"31-06-08-24",2,"Yes"
"01-43-23-45",1,"Yes"
"01-43-23-45",2,"Yes"
"01-43-23-45",3,"Yes"
"45-46-82-37",2,"Yes"
"45-46-82-37",3,"Yes"
"11-87-22-26",2,"Yes"
"13-55-89-83",1,"Yes"
"34-71-86-92",1,"Yes"
"34-71-86-92",2,"Yes"
"59-34-02-76",1,"Yes"
"78-25-48-01",1,"Yes"
"78-25-48-01",2,"Yes"
"46-93-32-00",1,"Yes"
"46-93-32-00",3,"Yes"
"12-39-85-61",1,"Yes"
"12-39-85-61",2,"Yes"
"28-05-35-45",1,"Yes"
"28-05-35-45",3,"Yes"
"30-60-59-31",1,"Yes"
"30-60-59-31",2,"Yes"
"47-75-15-04",1,"Yes"
"47-75-15-04",2,"Yes"
"35-42-89-22",1,"Yes"
"35-42-89-22",2,"Yes"
"88-29-43-39",1,"Yes"
"59-28-36-67",1,"Yes"
"59-28-36-67",2,"Yes"
"59-28-36-67",6,"Yes"
"59-28-36-67",7,"Yes"
"86-03-36-52",1,"Yes"
"23-49-64-16",1,"Yes"
"23-49-64-16",2,"Yes"
"23-49-64-16",3,"Yes"
"23-49-64-16",4,"Yes"
"08-79-12-23",1,"Yes"
"08-79-12-23",2,"Yes"
"08-79-12-23",3,"Yes"
"26-41-89-58",1,"Yes"
"26-41-89-58",2,"Yes"
"68-77-96-37",1,"Yes"
"68-77-96-37",2,"Yes"
"68-77-96-37",3,"Yes"
"52-83-38-94",1,"Yes"
"52-83-38-94",2,"Yes"
"67-08-14-84",1,"Yes"
"67-08-14-84",3,"Yes"
"43-44-83-36",1,"Yes"
"97-03-37-68",1,"Yes"
"26-04-46-11",1,"Yes"
"26-04-46-11",2,"Yes"
"64-89-33-44",1,"Yes"
"64-89-33-44",2,"Yes"
"09-37-28-22",1,"Yes"
"11-87-63-69",1,"Yes"
"11-87-63-69",2,"Yes"
"11-87-63-69",3,"Yes"
"21-48-73-26",1,"Yes"
"21-48-73-26",2,"Yes"
"21-48-73-26",7,"Yes"
"95-62-47-68",1,"Yes"
"22-57-11-64",1,"Yes"
"16-16-37-56",1,"Yes"
"16-16-37-56",2,"Yes"
"90-41-66-63",3,"Yes"
"90-41-66-63",4,"Yes"
"86-61-37-71",1,"Yes"
"51-98-81-10",1,"Yes"
"51-98-81-10",2,"Yes"
"51-98-81-10",6,"Yes"
"51-98-81-10",7,"Yes"
"86-70-80-56",1,"Yes"
"61-70-60-57",1,"Yes"
"28-51-95-56",1,"Yes"
"28-51-95-56",2,"Yes"
"51-09-05-08",1,"Yes"
"35-94-61-77",2,"Yes"
"36-72-98-05",1,"Yes"
"36-72-98-05",2,"Yes"
"40-64-72-16",1,"Yes"
"40-64-72-16",2,"Yes"
"98-62-02-19",1,"Yes"
"98-62-02-19",2,"Yes"
"23-24-36-18",1,"Yes"
"23-24-36-18",2,"Yes"
"88-50-89-00",1,"Yes"
"88-50-89-00",2,"Yes"
"25-45-17-13",1,"Yes"
"25-45-17-13",2,"Yes"
"83-60-66-04",1,"Yes"
"83-60-66-04",2,"Yes"
"20-14-81-13",1,"Yes"
"20-14-81-13",2,"Yes"
"20-14-81-13",3,"Yes"
"97-46-80-41",1,"Yes"
"97-46-80-41",2,"Yes"
"65-11-27-59",1,"Yes"
"65-11-27-59",2,"Yes"
"88-74-63-20",1,"Yes"
"88-74-63-20",2,"Yes"
"88-74-63-20",3,"Yes"
"88-74-63-20",4,"Yes"
"74-15-98-92",1,"Yes"
"74-15-98-92",2,"Yes"
"53-98-64-81",1,"Yes"
"53-98-64-81",2,"Yes"
"79-94-33-31",1,"Yes"
"44-47-90-17",1,"Yes"
"44-47-90-17",2,"Yes"
"29-83-03-47",1,"Yes"
"50-57-96-51",2,"Yes"
"55-37-25-70",1,"Yes"
"71-34-06-10",1,"Yes"
"71-34-06-10",3,"Yes"
"19-06-46-71",1,"Yes"
"38-40-25-06",3,"Yes"
"01-06-26-91",1,"Yes"
"01-06-26-91",2,"Yes"
"01-06-26-91",3,"Yes"
"58-64-10-38",1,"Yes"
"58-64-10-38",2,"Yes"
"13-95-57-54",1,"Yes"
"47-67-62-28",1,"Yes"
"96-80-22-06",1,"Yes"
"96-80-22-06",2,"Yes"
"11-11-66-21",1,"Yes"
"11-11-66-21",3,"Yes"
"62-90-81-91",2,"Yes"
"62-90-81-91",3,"Yes"
"61-58-38-15",1,"Yes"
"61-58-38-15",2,"Yes"
"60-05-03-82",1,"Yes"
"53-26-53-30",1,"Yes"
"53-26-53-30",2,"Yes"
"52-64-71-85",2,"Yes"
"15-48-45-49",1,"Yes"
"12-80-86-60",1,"Yes"
"12-80-86-60",2,"Yes"
"79-49-70-48",1,"Yes"
"79-49-70-48",2,"Yes"
"79-49-70-48",3,"Yes"
"79-49-70-48",5,"Yes"
"79-49-70-48",6,"Yes"
"17-50-60-85",1,"Yes"
"17-50-60-85",2,"Yes"
"69-60-70-64",1,"Yes"
"69-60-70-64",2,"Yes"
"50-18-09-61",1,"Yes"
"92-88-71-89",1,"Yes"
"92-88-71-89",2,"Yes"
"92-88-71-89",3,"Yes"
"92-88-71-89",7,"Yes"
"92-88-71-89",8,"Yes"
"35-15-30-36",1,"Yes"
"60-45-66-66",1,"Yes"
"60-45-66-66",2,"Yes"
"60-45-66-66",3,"Yes"
"60-45-66-66",4,"Yes"
"60-45-66-66",5,"Yes"
"27-04-54-49",1,"Yes"
"27-04-54-49",2,"Yes"
"27-04-54-49",3,"Yes"
"27-04-54-49",4,"Yes"
"74-33-74-42",1,"Yes"
"74-33-74-42",2,"Yes"
"74-33-74-42",3,"Yes"
"74-33-74-42",4,"Yes"
"74-33-74-42",6,"Yes"
"74-33-74-42",7,"Yes"
"62-89-56-95",1,"Yes"
"22-97-51-26",1,"Yes"
"22-97-51-26",2,"Yes"
"49-65-69-49",1,"Yes"
"49-65-69-49",2,"Yes"
"15-16-01-28",1,"Yes"
"15-16-01-28",2,"Yes"
"08-25-51-14",1,"Yes"
"08-25-51-14",2,"Yes"
"32-65-79-67",1,"Yes"
"32-65-79-67",2,"Yes"
"32-65-79-67",3,"Yes"
"19-38-65-61",1,"Yes"
"19-38-65-61",4,"Yes"
"17-45-14-15",1,"Yes"
"44-89-53-23",1,"Yes"
"18-93-14-98",1,"Yes"
"18-93-14-98",2,"Yes"
"18-93-14-98",3,"Yes"
"55-94-46-33",1,"Yes"
"55-94-46-33",2,"Yes"
"34-96-75-45",1,"Yes"
"34-96-75-45",3,"Yes"
"81-41-37-07",1,"Yes"
"81-41-37-07",3,"Yes"
"81-12-37-94",1,"Yes"
"90-10-67-97",2,"Yes"
"90-10-67-97",3,"Yes"
"42-77-91-16",1,"Yes"
"42-77-91-16",2,"Yes"
"39-99-71-22",1,"Yes"
"39-99-71-22",2,"Yes"
"63-27-82-21",2,"Yes"
"12-57-09-17",1,"Yes"
"12-57-09-17",2,"Yes"
"48-80-14-71",1,"Yes"
"48-80-14-71",2,"Yes"
"20-35-04-67",1,"Yes"
"66-80-39-89",1,"Yes"
"66-80-39-89",2,"Yes"
"66-80-39-89",3,"Yes"
"65-65-92-08",1,"Yes"
"65-65-92-08",2,"Yes"
"65-65-92-08",4,"Yes"
"28-72-09-15",1,"Yes"
"28-72-09-15",2,"Yes"
"28-72-09-15",3,"Yes"
"28-72-09-15",4,"Yes"
"28-72-09-15",5,"Yes"
"28-72-09-15",6,"Yes"
"28-72-09-15",9,"Yes"
"28-72-09-15",13,"Yes"
"28-72-09-15",14,"Yes"
"93-50-38-85",1,"Yes"
"93-50-38-85",2,"Yes"
"93-50-38-85",3,"Yes"
"54-94-37-06",1,"Yes"
"54-94-37-06",2,"Yes"
"18-40-54-13",1,"Yes"
"86-74-30-03",1,"Yes"
"86-74-30-03",2,"Yes"
"42-16-79-97",1,"Yes"
"40-03-97-68",1,"Yes"
"29-78-34-46",1,"Yes"
"80-80-63-46",1,"Yes"
"80-80-63-46",2,"Yes"
"82-00-06-77",1,"Yes"
"39-18-34-69",1,"Yes"
"39-18-34-69",2,"Yes"
"06-74-60-98",1,"Yes"
"06-74-60-98",2,"Yes"
"96-59-50-58",1,"Yes"
"96-59-50-58",2,"Yes"
"96-59-50-58",3,"Yes"
"31-14-26-53",1,"Yes"
"31-14-26-53",2,"Yes"
"96-00-21-83",1,"Yes"
