interview__key,r_members__id,lbr13,Ibr13_1,Ibr13_2,Ibr13_3,Ibr13_4,Ibr13_5,Ibr13_6,Ibr13_8,Ibr13_9,years_exp_crp,Ibr13_10,Ibr13_11,Ibr13_12,Ibr13_13,years_exp_liv,onfarm_main_use__1,onfarm_main_use__2,onfarm_main_use__3,onfarm_main_use__4,onfarm_main_use__5,onfarm_main_use__6,onfarm_main_use__7,onfarm_main_use__96,onfarm_main_use_oth
"62-44-56-00",3,"Yes",5,5,6,6,5,5,6,6,5,5,5,7,3,3,4,1,0,2,3,0,0,0,""
"35-05-05-79",1,"Yes",7,5,6,6,7,5,6,6,6,7,5,6,3,6,0,1,2,3,0,0,0,0,""
"35-05-05-79",2,"Yes",7,5,3,6,7,5,3,3,6,7,5,6,3,3,0,1,2,3,4,0,0,0,""
"00-88-32-67",1,"Yes",0,0,,,4,2,6,7,60,0,0,,,0,2,1,0,0,0,0,0,3,"Agriculture  activities"
"65-77-01-81",1,"Yes",7,0,6,6,7,0,6,8,20,7,5,7,1,20,1,2,3,4,0,0,0,0,""
"65-77-01-81",2,"Yes",7,5,6,6,6,5,6,6,8,0,0,,,0,1,2,3,4,0,0,0,0,""
"68-46-66-56",1,"Yes",6,5,6,6,6,5,6,6,10,7,5,0,,5,1,2,0,0,0,0,0,3,"other home necessities"
"68-46-66-56",2,"Yes",0,0,,,6,4,3,4,5,7,5,7,2,5,2,1,0,0,0,0,0,0,""
"30-46-23-21",1,"Yes",0,0,,,5,4,6,5,25,0,0,,,0,0,1,0,0,0,0,0,0,""
"13-17-41-36",1,"Yes",7,5,6,6,7,5,6,6,28,0,0,,,28,0,0,1,0,0,0,0,0,""
"13-17-41-36",2,"Yes",7,5,6,6,7,5,6,6,30,0,0,,,30,0,0,1,0,0,0,0,0,""
"13-17-41-36",3,"Yes",6,5,6,6,0,0,,,2,0,0,,,0,0,0,0,0,0,0,0,1,"household member never engaged in livestock  activities"
"13-17-41-36",4,"Yes",7,5,6,6,7,5,6,6,5,0,0,,,0,0,1,2,3,0,0,0,0,""
"13-17-41-36",7,"Yes",7,5,6,6,7,5,6,6,2,0,0,,,0,0,0,0,0,0,0,0,1,"no Livestock activities"
"99-55-34-47",1,"Yes",0,0,,,5,5,6,6,21,5,5,7,3,30,0,1,2,0,3,0,0,0,""
"99-55-34-47",2,"Yes",0,0,,,5,5,6,5,26,5,5,6,2,20,0,3,2,0,1,0,0,0,""
"82-90-83-43",1,"Yes",5,5,6,2,5,5,6,2,3,0,0,,,2,2,1,0,0,3,0,0,0,""
"82-90-83-43",2,"Yes",0,0,,,5,5,6,6,5,5,5,6,0,0,0,1,0,0,0,0,0,0,""
"98-51-51-03",1,"Yes",0,0,,,4,0,6,8,40,0,0,,,0,0,1,2,0,0,0,0,0,""
"10-71-84-42",1,"Yes",0,0,,,7,3,6,6,41,3,5,7,1,41,0,1,0,0,0,0,0,0,""
"10-71-84-42",2,"Yes",0,0,,,7,5,6,6,48,7,5,7,1,40,0,1,0,2,0,0,0,0,""
"10-71-84-42",3,"Yes",0,0,,,7,5,6,6,15,0,0,,,0,0,0,1,0,0,0,0,0,""
"10-71-84-42",4,"Yes",0,0,,,7,5,6,3,10,7,5,7,2,3,2,1,0,0,0,0,0,0,""
"49-18-02-61",1,"Yes",0,0,,,6,1,7,5,10,0,0,,,0,0,1,0,2,3,0,0,0,""
"58-97-08-64",1,"Yes",0,0,,,5,5,6,6,20,5,5,7,1,10,0,1,0,2,3,0,0,0,""
"58-97-08-64",2,"Yes",0,0,,,5,5,6,5,25,5,5,7,4,27,0,1,0,0,0,0,0,0,""
"61-93-54-26",1,"Yes",7,5,6,9,7,5,6,9,45,7,1,7,2,45,0,1,0,0,0,0,0,0,""
"61-93-54-26",2,"Yes",7,2,6,10,7,2,6,9,25,7,5,6,9,25,0,1,0,0,0,0,0,0,""
"61-93-54-26",3,"Yes",7,5,7,5,7,5,6,9,7,7,5,7,3,7,0,1,0,0,0,0,0,0,""
"51-95-58-91",1,"Yes",6,3,1,10,6,3,1,10,6,7,5,7,3,6,1,2,0,0,3,0,0,0,""
"51-95-58-91",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"32-49-75-13",1,"Yes",0,0,,,2,0,2,4,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"32-49-75-13",2,"Yes",0,0,,,5,0,4,9,11,7,5,7,2,8,0,1,0,0,0,0,0,0,""
"68-39-51-63",1,"Yes",0,0,,,2,2,7,5,75,0,0,,,38,0,1,0,0,0,0,0,0,""
"46-13-75-58",1,"Yes",7,3,7,10,0,0,,,22,7,5,7,1,20,0,1,2,0,0,0,0,0,""
"46-13-75-58",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"40-78-00-02",1,"Yes",7,5,3,7,7,5,6,7,7,0,0,,,0,0,1,2,3,4,0,0,0,""
"40-78-00-02",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"69-63-50-52",1,"Yes",7,0,6,8,7,0,6,8,20,7,5,7,4,25,0,1,2,0,0,0,0,0,""
"20-96-52-92",1,"Yes",7,2,6,8,7,2,6,8,20,7,5,7,5,20,0,1,2,3,0,0,0,0,""
"37-33-23-29",1,"Yes",0,0,,,7,1,6,10,20,0,0,,,0,0,1,2,0,0,0,0,0,""
"37-33-23-29",2,"Yes",0,0,,,7,1,6,10,15,6,1,7,1,0,0,2,1,0,0,0,0,0,""
"55-09-60-79",1,"Yes",7,0,6,7,7,0,6,7,25,7,5,7,3,25,0,1,2,0,0,0,0,0,""
"13-88-02-80",1,"Yes",0,0,,,7,5,2,2,50,7,5,7,.5,3,0,1,2,3,0,0,0,0,""
"85-93-95-50",1,"Yes",0,0,,,6,4,6,5,3,7,5,7,7,2,0,1,2,3,0,0,0,0,""
"85-93-95-50",2,"Yes",0,0,,,7,5,6,8,25,0,0,,,0,0,1,2,3,0,0,0,0,""
"97-19-27-00",1,"Yes",0,0,,,5,1,6,8,20,5,5,7,1,4,0,1,0,0,0,0,0,0,""
"97-19-27-00",2,"Yes",0,0,,,5,1,6,7,10,5,5,7,1,5,0,1,2,0,0,0,0,0,""
"60-48-30-05",1,"Yes",0,0,,,7,2,7,5,60,0,0,,,0,0,1,0,0,0,0,0,0,""
"80-01-40-08",1,"Yes",0,0,,,7,5,6,6,60,7,5,7,1,50,0,1,0,0,0,0,0,0,""
"29-52-09-79",1,"Yes",0,0,,,5,3,6,3,4,7,5,7,1,4,0,1,0,0,0,0,0,0,""
"29-52-09-79",5,"Yes",0,0,,,4,3,5,4,10,0,0,,,0,2,1,0,0,0,0,0,0,""
"07-76-06-35",1,"Yes",0,0,,,2,3,6,6,33,7,5,7,8,13,0,2,1,3,0,0,0,0,""
"07-76-06-35",2,"Yes",0,0,,,2,5,6,6,28,7,5,7,2,3,0,1,2,0,0,0,0,0,""
"07-76-06-35",3,"Yes",0,0,,,2,3,6,6,9,0,0,,,0,0,1,2,0,0,0,0,0,""
"73-75-27-37",1,"Yes",0,0,,,5,1,6,8,5,0,0,,,0,0,1,0,0,0,0,0,0,""
"73-75-27-37",2,"Yes",0,0,,,2,1,5,4,3,0,0,,,0,0,1,0,0,0,0,0,0,""
"99-26-76-45",1,"Yes",7,5,6,7,7,5,6,7,30,0,0,,,0,0,0,0,0,0,0,0,1,"no livestock"
"91-46-41-86",1,"Yes",7,3,6,5,7,3,6,5,37,0,0,,,0,0,1,2,3,0,0,0,0,""
"91-46-41-86",2,"Yes",7,3,6,5,7,3,6,5,20,7,5,7,2,20,0,1,0,2,0,0,0,0,""
"91-46-41-86",3,"Yes",0,0,,,5,2,6,4,9,0,0,,,0,0,1,0,0,0,0,0,0,""
"91-46-41-86",4,"Yes",0,0,,,7,2,6,3,5,0,0,,,0,0,1,0,0,0,0,0,0,""
"67-86-22-06",1,"Yes",0,0,,,7,5,7,6,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"98-64-51-77",1,"Yes",0,0,,,7,5,6,4,50,0,0,,,0,0,1,0,2,0,0,0,0,""
"83-59-27-80",1,"Yes",0,0,,,7,1,6,6,2,7,5,6,.5,1,0,1,2,3,0,0,0,0,""
"12-54-62-85",1,"Yes",7,3,6,5,7,3,6,5,24,0,0,,,23,0,1,0,0,0,0,0,0,""
"12-54-62-85",2,"Yes",7,3,6,5,7,3,6,5,4,0,0,,,3,0,1,2,0,0,0,0,0,""
"47-32-93-31",1,"Yes",0,0,,,4,1,6,8,39,5,5,7,1,3,0,1,2,0,0,0,0,0,""
"47-32-93-31",2,"Yes",0,0,,,4,1,6,7,5,0,0,,,0,0,1,0,0,0,0,0,0,""
"45-06-90-36",2,"Yes",0,0,,,7,5,3,3,50,7,5,7,.5,50,0,1,0,2,0,0,0,0,""
"24-42-82-26",1,"Yes",7,1,6,4,7,1,6,4,20,3,0,7,4,20,0,1,2,3,0,0,0,0,""
"24-42-82-26",2,"Yes",7,2,6,8,7,2,6,4,20,2,0,7,3,20,0,2,1,0,0,0,0,0,""
"22-27-70-86",1,"Yes",0,0,,,7,5,3,6,20,7,5,1,2,10,4,1,2,3,0,0,0,0,""
"22-27-70-86",2,"Yes",0,0,,,7,5,4,4,6,5,5,7,.5,10,4,1,2,3,5,0,0,0,""
"04-24-78-04",1,"Yes",0,0,,,7,5,6,4,43,7,5,7,.5,43,0,1,0,0,0,0,0,0,""
"83-44-01-42",1,"Yes",0,0,,,5,3,6,6,15,0,0,,,15,4,1,3,2,0,0,0,0,""
"83-44-01-42",2,"Yes",0,0,,,5,3,6,6,10,7,5,7,1,10,0,1,2,3,0,0,0,0,""
"55-32-62-10",1,"Yes",5,2,6,4,5,3,6,4,25,7,5,7,6,7,3,2,1,0,0,0,0,0,""
"55-32-62-10",2,"Yes",0,0,,,5,3,5,6,25,7,5,7,2,10,3,1,2,0,4,0,0,0,""
"55-32-62-10",3,"Yes",5,3,5,6,0,0,,,3,0,0,,,0,1,0,0,0,0,0,0,0,""
"55-32-62-10",6,"No",,,,,,,,,,,,,,,,,,,,,,,""
"16-97-28-87",1,"Yes",0,0,,,6,5,6,4,50,7,5,7,.5,20,0,1,0,2,0,0,0,0,""
"79-79-53-26",1,"Yes",0,0,,,7,5,5,6,24,7,5,7,.5,7,0,4,1,3,2,0,0,0,""
"79-79-53-26",2,"Yes",0,0,,,7,5,5,6,24,7,5,7,.5,24,0,1,2,3,4,0,0,0,""
"86-05-40-89",1,"Yes",0,0,,,7,5,6,8,5,0,0,,,0,0,1,2,3,0,0,0,0,""
"06-02-25-50",1,"Yes",0,0,,,7,5,7,5,40,0,0,,,0,0,1,0,0,0,0,0,0,""
"07-64-12-97",1,"Yes",0,0,,,7,2,6,4,55,7,5,7,1,55,0,1,0,0,0,0,0,0,""
"07-64-12-97",2,"Yes",0,0,,,3,2,6,2,15,0,0,,,0,0,1,0,0,0,0,0,0,""
"67-73-53-75",1,"Yes",0,0,,,7,5,7,12,11,0,0,,,0,0,1,3,2,0,0,0,0,""
"67-73-53-75",2,"Yes",0,0,,,7,5,6,8,11,0,0,,,0,0,1,2,3,0,0,0,0,""
"96-07-74-28",1,"Yes",0,0,,,5,2,6,6,8,0,0,,,0,2,1,3,4,0,0,0,0,""
"96-07-74-28",2,"Yes",0,0,,,4,3,7,6,9,0,0,,,0,0,1,0,2,0,0,0,0,""
"13-42-68-56",1,"Yes",7,5,6,10,7,5,6,10,40,0,0,,,0,0,0,0,0,0,0,0,1,"no livestock"
"78-89-03-74",1,"Yes",0,0,,,7,5,6,6,30,7,5,7,.5,15,4,1,3,2,0,0,0,0,""
"78-89-03-74",2,"Yes",0,0,,,7,5,6,6,15,7,5,7,.5,3,0,1,2,3,0,0,0,0,""
"29-15-86-87",1,"Yes",0,0,,,5,1,6,8,22,5,5,7,1,9,0,1,2,0,0,0,0,0,""
"29-15-86-87",2,"Yes",0,0,,,3,0,5,5,19,5,5,7,1,9,0,1,0,2,0,0,0,0,""
"83-15-50-69",1,"Yes",7,5,2,3,7,5,2,3,40,0,0,,,39,0,1,0,0,0,0,0,0,""
"83-15-50-69",2,"Yes",6,5,6,6,6,5,6,6,3,0,0,,,3,0,1,0,0,0,0,0,0,""
"96-73-61-56",1,"Yes",7,5,6,3,7,5,6,3,27,0,0,,,26,0,2,1,0,0,0,0,0,""
"96-73-61-56",2,"Yes",7,5,6,8,7,5,6,8,7,0,0,,,7,0,2,1,0,0,0,0,0,""
"68-46-53-43",1,"Yes",0,0,,,7,2,6,6,10,0,0,,,8,1,2,3,4,0,0,0,0,""
"68-46-53-43",2,"Yes",0,0,,,7,5,6,6,10,0,0,,,8,1,2,0,0,0,0,0,0,""
"65-84-91-55",1,"Yes",0,0,,,7,5,5,5,30,0,0,,,4,0,1,3,2,0,0,0,0,""
"79-25-63-35",1,"Yes",0,0,,,7,5,6,6,30,7,5,7,1,10,0,1,2,0,0,0,0,0,""
"79-25-63-35",2,"Yes",0,0,,,7,5,6,6,20,7,5,7,1,20,0,2,1,0,0,0,0,0,""
"80-29-04-22",1,"Yes",0,0,,,7,5,6,7,50,0,0,,,10,0,1,2,3,0,0,0,0,""
"80-29-04-22",2,"Yes",0,0,,,7,5,6,8,30,0,0,,,5,0,1,2,3,0,0,0,0,""
"28-29-76-59",1,"Yes",0,0,,,5,2,6,6,35,5,5,7,0,8,0,1,2,0,0,0,0,0,""
"28-29-76-59",2,"Yes",0,0,,,5,2,7,6,35,5,5,7,0,8,0,1,0,0,0,0,0,0,""
"26-01-09-21",1,"Yes",0,0,,,5,4,6,6,40,0,0,,,0,0,1,0,0,0,0,0,0,""
"26-01-09-21",2,"Yes",0,0,,,5,4,6,6,4,0,0,,,0,0,1,0,0,0,0,0,0,""
"29-37-06-51",1,"Yes",0,0,,,7,5,7,3,60,7,5,7,1,10,0,1,0,0,0,0,0,0,""
"29-37-06-51",2,"Yes",0,0,,,7,5,7,3,45,7,5,7,1,10,0,1,0,0,0,0,0,0,""
"81-06-47-80",1,"Yes",7,0,6,7,7,0,6,7,30,7,5,7,2,30,0,2,3,1,0,0,0,0,""
"65-79-07-96",1,"Yes",0,0,,,5,2,2,6,30,0,0,,,0,0,1,3,2,0,0,0,0,""
"65-79-07-96",2,"Yes",0,0,,,5,1,6,6,5,0,0,,,0,0,1,2,0,0,0,0,0,""
"10-31-70-66",1,"Yes",0,0,,,0,0,,,0,7,5,7,6,20,1,2,3,4,0,0,0,0,""
"10-31-70-66",2,"Yes",6,2,6,9,6,2,6,9,15,0,0,,,0,1,2,3,4,0,0,0,0,""
"32-61-55-41",1,"Yes",0,0,,,4,3,6,3,30,7,5,7,3,18,0,1,0,0,0,0,0,0,""
"32-61-55-41",2,"Yes",0,0,,,7,4,6,5,40,0,0,,,0,0,1,0,0,0,0,0,0,""
"32-61-55-41",3,"Yes",0,0,,,4,3,6,4,5,0,0,,,0,0,1,0,0,0,0,0,0,""
"33-65-05-28",1,"Yes",0,0,,,5,1,6,7,37,5,5,7,0,10,0,1,2,3,0,0,0,0,""
"33-65-05-28",2,"Yes",0,0,,,5,2,6,7,39,5,5,7,0,10,0,1,2,0,0,0,0,0,""
"37-31-29-27",1,"Yes",0,0,,,5,2,2,6,3,7,5,7,1,2,1,2,3,4,0,0,0,0,""
"37-31-29-27",2,"Yes",0,0,,,7,5,6,8,8,7,5,7,1,8,0,0,0,0,0,0,0,1,"none"
"13-98-20-22",1,"Yes",7,0,6,8,7,0,6,8,15,7,5,7,2,6,2,3,1,0,0,0,0,0,""
"13-98-20-22",2,"Yes",7,0,6,8,7,0,6,8,10,7,5,7,2,6,2,0,1,3,0,0,0,0,""
"04-80-94-39",1,"Yes",7,5,6,5,7,5,6,5,20,7,5,7,5,20,0,0,1,2,0,0,0,0,""
"04-80-94-39",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"28-75-01-80",1,"Yes",0,0,,,7,2,6,8,50,7,5,7,1,30,0,1,2,3,0,0,0,0,""
"28-75-01-80",2,"Yes",0,0,,,7,2,6,5,30,7,5,7,1,30,0,1,2,3,0,0,0,0,""
"30-19-51-31",1,"Yes",0,0,,,4,3,6,7,6,7,5,7,7,3,1,2,0,0,3,0,0,0,""
"30-19-51-31",2,"Yes",0,0,,,6,4,2,6,6,0,0,,,0,3,1,0,0,2,0,0,0,""
"83-66-69-06",1,"Yes",0,0,,,4,1,6,5,15,0,0,,,0,0,1,0,0,0,0,0,0,""
"83-66-69-06",2,"Yes",0,0,,,5,3,6,6,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"26-43-59-91",1,"Yes",0,0,,,7,5,3,4,6,7,5,7,6,6,0,1,2,3,4,0,0,0,""
"26-43-59-91",2,"Yes",0,0,,,7,5,3,3,6,7,5,7,2,4,0,1,2,3,4,0,0,0,""
"97-96-91-38",1,"Yes",0,0,,,5,5,6,6,50,0,0,,,0,0,1,0,2,0,0,0,0,""
"97-96-91-38",2,"Yes",0,0,,,7,5,6,6,40,0,0,,,0,0,1,0,2,0,0,0,0,""
"27-34-90-31",1,"Yes",0,0,,,5,1,6,8,43,5,5,7,2,20,0,1,0,0,0,0,0,0,""
"23-72-17-40",1,"Yes",5,1,6,8,5,1,6,8,40,5,5,7,2,10,0,1,2,3,0,0,0,0,""
"23-72-17-40",2,"Yes",5,1,6,7,5,1,6,7,40,5,5,7,1,10,0,1,0,0,0,0,0,0,""
"23-72-17-40",3,"Yes",5,1,6,8,0,0,,,7,0,0,,,0,1,0,0,0,0,2,0,0,""
"39-58-22-39",1,"Yes",0,0,,,5,1,6,7,28,5,5,7,1,15,0,1,2,0,0,0,0,0,""
"39-58-22-39",2,"Yes",0,0,,,5,1,6,7,25,5,5,7,1,10,0,1,0,0,0,0,0,0,""
"97-79-33-71",1,"Yes",7,5,4,8,7,5,4,4,30,7,5,7,3,12,0,1,2,3,0,0,0,0,""
"69-57-31-01",1,"Yes",0,0,,,5,1,6,8,25,5,5,7,1,3,0,1,0,0,0,0,0,0,""
"69-57-31-01",2,"Yes",0,0,,,5,1,6,7,35,5,5,6,1,3,0,1,0,0,0,0,0,0,""
"60-54-64-58",1,"Yes",0,0,,,7,5,7,7,20,7,5,7,0,20,3,1,0,0,2,0,0,0,""
"60-54-64-58",2,"Yes",0,0,,,7,5,7,6,20,0,0,,,0,0,1,3,0,2,0,0,0,""
"89-99-48-67",1,"Yes",0,0,,,5,5,6,7,50,5,5,7,1,10,0,1,0,0,0,0,0,0,""
"89-99-48-67",2,"Yes",0,0,,,5,5,6,6,20,5,5,7,3,15,0,2,0,0,1,0,0,0,""
"44-61-50-65",1,"Yes",0,0,,,5,5,4,2,50,0,0,,,30,0,1,0,0,2,0,0,0,""
"12-80-78-48",2,"Yes",0,0,,,5,5,6,5,3,0,0,,,3,1,0,0,0,0,0,0,0,""
"28-02-97-48",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"70-19-76-68",1,"Yes",0,0,,,5,2,6,6,30,7,5,7,3,30,0,2,1,3,0,0,0,0,""
"46-78-87-50",1,"Yes",7,2,6,7,7,2,6,7,15,7,5,7,1,15,0,1,2,0,0,0,0,0,""
"46-78-87-50",2,"Yes",7,2,6,7,7,2,6,7,10,7,5,7,2,10,0,1,2,0,0,0,0,0,""
"18-43-40-98",1,"Yes",0,0,,,5,1,6,6,50,0,0,,,0,0,1,0,2,0,0,0,0,""
"50-39-55-52",1,"Yes",5,0,6,5,5,0,6,4,45,7,5,7,.5,3,0,1,0,0,0,0,0,0,""
"82-64-50-66",1,"Yes",7,5,2,1,0,0,,,20,0,0,,,4,0,3,2,0,0,0,0,1,"agri inputs"
"82-64-50-66",2,"Yes",7,5,7,6,0,0,,,24,7,5,7,.08,22,0,3,1,0,0,0,0,2,"agri inputs"
"46-02-32-25",1,"Yes",0,0,,,7,2,7,3,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"51-99-40-78",1,"Yes",0,0,,,5,0,6,6,10,0,0,,,0,0,1,0,0,0,0,0,0,""
"45-83-32-93",1,"Yes",0,0,,,7,0,6,8,25,7,5,7,4,25,0,1,2,0,0,0,0,0,""
"45-83-32-93",2,"Yes",0,0,,,7,0,6,8,20,7,5,7,5,20,0,1,2,0,0,0,0,0,""
"45-83-32-93",4,"Yes",0,0,,,7,0,6,8,3,7,5,6,6,3,0,1,0,0,0,0,0,0,""
"33-22-63-71",1,"Yes",5,1,6,8,5,1,6,8,10,5,5,7,1,6,0,2,0,0,1,0,0,0,""
"33-22-63-71",2,"Yes",5,1,6,1,5,1,6,6,7,5,5,7,1,5,0,1,2,0,0,0,0,0,""
"95-96-92-75",1,"Yes",0,0,,,7,5,5,6,20,3,5,7,1,10,0,1,0,0,0,0,0,2,"buying household stuffs such as cloth"
"95-96-92-75",2,"Yes",0,0,,,7,5,5,6,3,3,5,7,1,3,0,1,0,0,0,0,0,0,""
"19-37-18-76",1,"Yes",0,0,,,3,4,6,4,35,0,0,,,0,0,1,2,3,0,0,0,0,""
"19-37-18-76",2,"Yes",0,0,,,3,4,6,4,22,7,5,7,1,22,0,1,2,3,0,0,0,0,""
"74-28-59-17",1,"Yes",4,0,6,6,6,3,6,6,35,7,5,7,5,35,0,1,2,3,0,0,0,0,""
"74-28-59-17",2,"Yes",6,3,6,6,6,3,6,6,22,0,0,,,15,0,1,2,3,0,0,0,0,""
"48-48-94-57",1,"Yes",0,0,,,5,5,6,4,3,5,5,7,2,20,0,1,0,0,0,0,0,0,""
"48-48-94-57",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"03-43-60-42",1,"Yes",0,0,,,5,1,6,7,24,5,5,5,1,6,0,1,2,0,0,0,0,0,""
"58-75-54-61",1,"Yes",0,0,,,5,1,6,8,8,5,5,7,1,2,0,1,2,0,0,0,0,0,""
"58-75-54-61",2,"Yes",0,0,,,5,1,6,6,40,0,0,,,10,0,1,0,0,0,0,0,0,""
"58-75-54-61",3,"Yes",0,0,,,5,1,6,8,3,5,5,7,1,5,0,1,0,0,0,2,0,0,""
"58-75-54-61",4,"Yes",0,0,,,5,1,6,8,3,5,5,7,1,2,0,1,0,0,0,0,0,0,""
"49-89-37-09",1,"Yes",7,2,6,5,7,2,6,5,50,7,5,7,1,50,0,1,0,0,0,0,0,0,""
"49-89-37-09",2,"Yes",7,2,6,7,7,2,6,7,40,7,5,7,1,40,0,1,0,0,0,0,0,0,""
"76-49-10-53",1,"Yes",1,5,6,10,1,5,6,10,10,0,0,,,0,2,1,3,4,5,0,0,0,""
"76-49-10-53",2,"Yes",7,0,5,8,7,0,5,8,30,0,0,,,0,0,3,1,2,4,0,0,0,""
"76-59-40-83",1,"Yes",0,0,,,5,0,7,5,3,0,0,,,0,0,1,0,0,0,0,0,0,""
"32-82-77-77",1,"Yes",0,0,,,7,5,6,6,2,0,0,,,0,0,1,2,3,0,0,0,0,""
"32-82-77-77",2,"Yes",0,0,,,7,5,6,6,10,0,0,,,0,0,1,3,2,0,0,0,0,""
"83-91-87-26",1,"Yes",6,0,3,3,0,0,,,4,7,5,7,1,15,0,1,2,3,0,0,0,0,""
"51-80-93-49",1,"Yes",0,0,,,5,1,6,5,45,5,5,7,1,5,0,1,2,0,0,0,0,0,""
"29-06-51-62",1,"Yes",0,0,,,6,0,6,6,60,0,0,,,50,0,1,0,2,0,0,0,0,""
"47-99-10-89",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"81-41-75-01",1,"Yes",1,0,3,7,4,1,6,8,40,7,5,7,6,2,0,2,1,0,0,0,0,0,""
"81-41-75-01",2,"Yes",4,0,6,11,5,2,6,10,20,7,3,7,2,2,0,2,1,0,0,0,0,0,""
"81-41-75-01",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"76-68-21-05",1,"Yes",0,0,,,5,2,6,5,37,0,0,,,0,0,1,0,0,0,0,0,0,""
"76-68-21-05",2,"Yes",0,0,,,7,2,6,6,3,0,0,,,0,0,1,0,0,0,0,0,0,""
"76-68-21-05",3,"Yes",0,0,,,7,2,6,4,2,0,0,,,0,0,1,0,0,0,0,0,0,""
"47-73-43-68",1,"Yes",0,0,,,6,5,6,10,47,0,0,,,0,0,1,2,3,0,0,0,0,""
"47-73-43-68",2,"Yes",0,0,,,5,3,6,10,10,7,5,7,1,30,0,1,0,0,0,0,0,0,""
"51-60-71-39",1,"Yes",5,5,6,8,5,5,6,8,34,5,5,6,3,30,1,2,3,0,0,0,0,0,""
"51-60-71-39",2,"Yes",5,5,6,6,5,5,6,6,28,5,5,7,3,20,0,1,2,3,4,0,0,0,""
"51-60-71-39",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"51-60-71-39",4,"No",,,,,,,,,,,,,,,,,,,,,,,""
"51-60-71-39",5,"Yes",5,5,6,6,5,5,6,6,3,5,5,7,4,3,0,1,0,0,0,0,0,2,"Buying my own necessities"
"10-22-07-48",1,"Yes",5,0,6,3,6,1,6,3,38,7,5,0,,1,0,1,2,3,0,0,0,0,""
"10-22-07-48",2,"Yes",5,0,6,5,6,1,6,3,40,0,0,,,0,0,2,1,3,0,0,0,0,""
"10-22-07-48",5,"Yes",0,0,,,0,0,,,0,7,5,7,8,1,0,0,0,0,0,0,0,1,"send to parents"
"36-41-17-07",1,"Yes",7,2,6,6,7,2,6,6,60,7,5,7,1,60,0,1,0,2,0,0,0,0,""
"36-41-17-07",2,"Yes",7,2,6,8,7,2,6,8,5,7,5,2,1,5,0,1,0,0,0,0,0,0,""
"36-41-17-07",3,"Yes",7,3,6,8,7,3,6,8,3,7,5,2,1,3,0,2,0,1,0,0,0,0,""
"52-56-02-56",1,"Yes",0,0,,,7,2,5,3,20,0,0,,,0,0,1,2,3,0,0,0,0,""
"52-56-02-56",2,"Yes",0,0,,,6,2,5,3,23,7,5,7,8,4,0,1,2,0,0,0,0,0,""
"52-56-02-56",3,"Yes",0,0,,,5,1,6,6,4,0,0,,,0,0,1,0,2,0,0,0,0,""
"32-96-32-91",1,"Yes",5,4,6,7,5,4,6,8,10,7,5,7,2,5,4,1,3,2,0,0,0,0,""
"32-96-32-91",2,"Yes",0,0,,,3,4,5,5,4,0,0,,,0,0,1,2,3,0,0,0,0,""
"32-96-32-91",6,"Yes",0,0,,,3,4,6,6,4,0,0,,,0,1,0,0,2,0,0,0,0,""
"54-77-99-69",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"54-77-99-69",4,"No",,,,,,,,,,,,,,,,,,,,,,,""
"10-69-04-21",1,"Yes",6,1,6,11,6,1,6,11,30,0,0,,,0,0,1,2,3,0,0,0,0,""
"10-69-04-21",2,"Yes",6,1,6,11,6,1,6,11,24,0,0,,,0,0,2,1,3,0,0,0,0,""
"25-34-66-08",1,"Yes",0,0,,,5,5,6,3,50,5,5,7,2,40,0,1,0,2,0,0,0,0,""
"25-34-66-08",2,"Yes",0,0,,,5,5,6,5,60,5,5,7,2,45,2,0,0,0,1,0,0,0,""
"29-70-97-81",1,"Yes",0,0,,,6,3,5,6,25,0,0,,,0,0,1,2,0,0,0,0,3,"clothing"
"29-70-97-81",2,"Yes",0,0,,,6,3,6,6,14,0,0,,,0,0,1,2,0,0,0,0,0,""
"16-38-85-69",1,"Yes",6,1,6,8,6,1,6,8,40,7,5,7,1,35,0,1,2,3,0,0,0,0,""
"16-38-85-69",2,"Yes",6,1,6,8,6,1,6,8,35,7,5,7,1,20,0,1,0,0,0,0,0,0,""
"16-38-85-69",3,"Yes",6,3,6,8,0,0,,,5,0,0,,,0,0,1,0,2,0,0,0,0,""
"34-85-34-32",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"87-75-27-62",1,"Yes",7,5,6,6,7,5,6,6,30,7,5,7,2,23,1,2,3,0,0,0,0,0,""
"87-75-27-62",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"03-56-68-20",1,"Yes",0,0,,,5,3,3,9,45,0,0,,,0,0,1,2,3,0,0,0,0,""
