interview__key,r_members__id,lbr3_1,lbr3_1_oth,emp_form,bus_yr,bus_dry,bus_rain,bus_days_wk,bus_hrs,bus_sales,bus_main_use__1,bus_main_use__2,bus_main_use__3,bus_main_use__4,bus_main_use__5,bus_main_use__6,bus_main_use__7,bus_main_use__96,bus_main_use__n888,bus_main_use_others,bus_input,bus_labor,bus_capital,bus_reg,bus_loc,bus_employe,tourism_motivate__1,tourism_motivate__2,tourism_motivate__3,tourism_motivate__4,tourism_motivate__5,tourism_motivate__6,tourism_motivate__7,tourism_motivate__8,tourism_motivate__96,tourism_motivate_oth,years_exp_agri,business_obstacle__1,business_obstacle__2,business_obstacle__3,business_obstacle__4,business_obstacle__5,business_obstacle__6,business_obstacle__7,business_obstacle__8,business_obstacle__9,business_obstacle__10,business_obstacle__11,business_obstacle__96,business_obstacle__n888,business_obstacle__n999,business_obs_oth,business_financing__1,business_financing__2,business_financing__3,business_financing__4,business_financing__5,business_financing__6,business_financing__7,business_financing__8,business_financing__9,business_financing__10,business_financing__11,business_financing__12,business_financing__96,business_financing__n888,business_financing__n999,business_financing_oth,business_finance__1,business_finance__2,business_finance__3,business_finance__4,business_finance__5,business_finance__6,business_finance__7,business_finance__8,business_finance__96,business_finance__n888,business_finance__n999,business_finance_oth,business_legal__1,business_legal__2,business_legal__3,business_legal__4,business_legal__5,business_legal__96,business_legal__n888,business_legal__n999,business_legal_oth,support_local_gov,support_local_kind__1,support_local_kind__2,support_local_kind__3,support_local_kind__4,support_local_kind__5,support_local_kind__6,support_local_kind__7,support_local_kind__8,support_local_kind__96,support_local_kind__n888,support_local_kind__n999,support_local_gov_oth,lbr3_2,lbr3_3,lbr3_4,lbr3_5,lbr3_5_1__1,lbr3_5_1__2,lbr3_5_1__3,lbr3_5_1__4,lbr3_5_1__5,lbr3_5_1__6,lbr3_5_1__7,lbr3_5_1__96,lbr3_5_1__n888,lbr3_5_1__n999,lbr3_5_1_oth,lbr3_6,lbr3_7,lbr3_8,lbr3_9,lbr3_9_1__1,lbr3_9_1__2,lbr3_9_1__3,lbr3_9_1__4,lbr3_9_1__5,lbr3_9_1__6,lbr3_9_1__7,lbr3_9_1__96,lbr3_9_1__n888,lbr3_9_1__n999,lbr3_9_1_oth,lbr3_10,lbr3_11,lbr3_12,lbr3_13,Ibr3_14__1,Ibr3_14__2,Ibr3_14__3,Ibr3_15,Ibr3_16,Ibr3_17,Ibr3_18,Ibr3_19,leave,sick_leave,lbr10,lbr10_1,job_search,job_search_oth,lbr09,emp_years,lbr11
"09-54-26-75",1,"Small-scale farm","","Self-employed/own business",24,3,9,6,11,6000,0,1,2,0,0,0,0,0,0,"",3000,0,0,"No","Village in region",0,"No","No","Yes","No","No","No","No","No","No",,"3","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",3,"Neither"
"51-48-94-50",1,"Transport","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","county government of baringo","Town or city in another district/region","Permanent",20000,3,2,1,4,5,0,0,0,0,0,"",6,7,,,,,,,,,,,,,"",,,,,"No","No","Yes","No","No","No","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",15,"Very satisfied"
"51-48-94-50",2,"Retail trade","","Self-employed/own business",12,3,9,3,8,20000,3,2,1,4,5,6,0,0,0,"",40000,0,0,"No","Town in region",0,"No","No","No","Yes","Yes","No","No","No","No",,"1","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","unhealthy competition from other people running same business",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No",,"Yes","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",1,"Very satisfied"
"97-20-59-08",2,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","TSC","In other rural area within or outside this district","Permanent",40000,0,2,1,0,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",10,"Satisfied"
"82-77-24-98",2,"Health (nurse, doctor etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","marigat hospital","Town or city within this district/region","Permanent",15000,0,3,1,0,2,0,0,0,0,0,"",6,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",20,"Satisfied"
"68-99-96-16",2,"Small-scale farm","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","neighbouring farms","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",200,0,1,0,0,0,0,0,0,0,0,"",9,3,3,6,"No","No","No","No","No","No","No","No","No","No","Daily wage labourer","","From neighbors or friends","","No",1,"dissatisfied"
"68-99-96-16",4,"Large-scale farm","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","neighbouring farms","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",300,0,1,0,0,0,0,0,0,0,0,"",9,3,3,6,"No","No","No","No","No","No","No","No","No","No","Daily wage labourer","","From neighbors or friends","","No",6,"dissatisfied"
"68-99-96-16",6,"Small-scale farm","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","neighbouring farms","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",300,0,1,0,0,0,0,0,0,0,0,"",9,3,4,6,"No","No","No","No","No","No","No","No","No","No","Daily wage labourer","","From neighbors or friends","","No",7,"dissatisfied"
"68-47-81-44",1,"Others, specify","Grocery","Self-employed/own business",2,3,3,7,3,10000,0,2,1,3,0,0,0,0,0,"",4500,0,0,"No","Village in region",0,"Yes","No","No","Yes","No","No","No","No","No",,"10","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Very satisfied"
"08-94-02-07",4,"Retail trade","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","General shop","Town or city in another district/region","Seasonal",,,,,,,,,,,,"",,,"Per month",10000,0,1,0,0,2,0,0,0,0,0,"",3,2,6,10,"No","Yes","No","Yes","No","No","No","No","No","No","No contract (informal)","","From family and relatives","","No",.5,"Satisfied"
"64-78-16-16",2,"Food industry","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Chepukat Nursery school","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",3000,0,1,0,2,0,0,0,0,0,0,"",4,3,5,6,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","Fixed term permanent contract","","From family and relatives","","No",2,"Satisfied"
"09-64-46-58",1,"Transport","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","KVDA-ELDORET","Town or city in another district/region","Permanent",40000,0,1,2,3,4,5,0,0,0,0,"",5,10,,,,,,,,,,,,,"",,,,,"Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Fixed term permanent contract","","Public employment/recruitment agency","","Yes",20,"Very satisfied"
"09-64-46-58",12,"Small-scale farm","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","general shop","Town or city in another district/region","Seasonal",,,,,,,,,,,,"",,,"Per month",6000,0,1,0,0,0,0,0,0,0,0,"",5,2,6,10,"No","No","No","Yes","No","No","No","No","No","No","Daily wage labourer","","From neighbors or friends","","No",.5,"Satisfied"
"59-85-28-37",2,"Small-scale farm","","Self-employed/own business",36,3,8,5,4,4000,0,1,0,0,0,0,0,0,0,"",2000,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"5","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",5,"dissatisfied"
"19-38-28-96",2,"Retail trade","","Self-employed/own business",180,3,9,4,8,30000,0,1,2,3,0,0,0,0,0,"",10000,0,0,"No","Town in region",0,"No","No","No","Yes","No","No","No","No","No",,"15","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",15,"Very satisfied"
"31-55-25-17",2,"Domestic/household helper","","Self-employed/own business",5,3,8,5,5,3000,0,1,0,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"5","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","very low payment",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",5,"dissatisfied"
"13-16-83-24",1,"Small-scale farm","","Self-employed/own business",36,3,9,6,9,8000,0,2,1,0,0,0,0,0,0,"",16000,3000,0,"No","Village in region",1,"No","Yes","No","No","No","No","No","No","No",,"3","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",3,"dissatisfied"
"07-67-77-44",1,"Small-scale farm","","Self-employed/own business",10,3,3,6,6,12000,0,1,2,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"Yes","No","No","Yes","No","No","No","No","No",,"20","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Prolonged Drought",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",25,"Satisfied"
"07-67-77-44",2,"Small-scale farm","","Self-employed/own business",12,3,4,6,7,12000,0,1,2,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"Yes","No","No","No","Yes","No","No","No","No",,"15","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Prolonged Drought",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",15,"Satisfied"
"29-63-05-43",1,"Small-scale farm","","Self-employed/own business",12,3,9,7,8,8000,0,1,0,0,0,0,0,0,0,"",1000,0,0,"No","Village in region",0,"Yes","No","No","No","Yes","No","No","No","No",,"38","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Prolonged Drought",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",38,"Satisfied"
"29-63-05-43",2,"Small-scale farm","","Self-employed/own business",12,3,9,6,6,0,,,,,,,,,,"",0,0,0,"No","Village in region",0,"Yes","No","No","No","Yes","Yes","No","No","No",,"28","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Prolonged Drought",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",25,"Satisfied"
"54-15-04-81",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Teachers service commision","In other rural area within or outside this district","Permanent",30000,0,1,2,3,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",7,"Satisfied"
"54-15-04-81",2,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Teachers Service Commision","In this village","Permanent",30000,0,1,2,3,0,0,4,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",5,"Very satisfied"
"25-20-08-58",1,"Small-scale farm","","Self-employed/own business",12,3,9,6,2,15000,2,1,0,0,0,0,0,0,0,"",20000,0,0,"No","Village in region",0,"No","Yes","No","No","No","No","No","No","No",,"1","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","Yes","Yes","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",1,"Neither"
"26-04-59-05",1,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Rabai primary school","In this village","Permanent",4500,0,1,2,3,0,0,0,0,0,0,"",7,9,,,,,,,,,,,,,"",,,,,"No","No","No","Yes","No","No","No","No","No","Yes","Fixed term permanent contract","","Public employment/recruitment agency","","No",1,"Neither"
"26-04-59-05",2,"Others, specify","Casual Labourer","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","not specific","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",300,0,1,2,3,0,0,0,0,0,0,"",9,3,6,5,"No","No","No","No","No","No","No","Yes","No","No","Daily wage labourer","","From neighbors or friends","","No",8,"dissatisfied"
"65-84-88-76",1,"Others, specify","Chang'aa Brewing","Self-employed/own business",5,2,7,5,4,2000,0,1,0,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","No","No","No","No","No",,"10","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","government crackdown on illicit brews",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes","No",,"Yes","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",10,"Very dissatisfied"
"68-07-50-59",1,"Security services","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Kenya Defence Forces","Town or city in another district/region","Permanent",40000,0,2,1,3,4,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",3,"Satisfied"
"69-15-02-37",1,"Other public sector","Employed By Geothermal Development Company","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","geothermal development company","Town or city within this district/region","Permanent",90000,3,1,2,0,0,0,0,0,0,0,"",5,8,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",6,"Satisfied"
"62-96-19-75",2,"Food industry","","Self-employed/own business",36,3,9,7,4,16000,0,1,2,0,0,0,0,0,0,"",8000,0,0,"No","Village in region",0,"No","No","No","Yes","Yes","No","No","No","No",,"3","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",3,"Very satisfied"
"20-05-42-35",1,"Others, specify","Charcoal Burning","Self-employed/own business",12,3,9,5,10,2000,0,1,2,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","No","No","No","No","No","Yes",,"2","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","it's illegal business is the country",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"dissatisfied"
"33-41-86-29",1,"Others, specify","Charcoal Burning","Self-employed/own business",10,3,9,7,3,5000,0,1,2,3,0,0,0,0,0,"",600,0,0,"No","Village in region",0,"No","No","No","Yes","Yes","Yes","No","No","No",,"10","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","The ban of charcoal burning by the government making marketing a challenge.",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",10,"dissatisfied"
"32-86-73-25",1,"Others, specify","Charcoal Burning","Self-employed/own business",10,3,9,4,5,6000,0,1,2,3,0,0,0,0,0,"",0,0,1500,"No","Village in region",0,"No","No","No","Yes","Yes","Yes","No","No","No",,"10","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Limited sales due to government regulations and ban of charcoal burning,  poor selling price.",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",10,"dissatisfied"
"15-89-37-89",1,"Others, specify","Charcoal Burning","Self-employed/own business",12,2,6,2,4,4000,0,1,2,0,0,0,0,0,0,"",0,0,1000,"No","Village in region",1,"No","No","No","Yes","Yes","No","No","No","No",,"5","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","Yes","Yes","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",5,"Neither"
"61-70-56-76",1,"Education (teacher etc)","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Nginyang Primary school","In this village","Permanent",40000,1,2,0,3,0,0,0,0,0,0,"",5,9,,,,,,,,,,,,,"",,,,,"No","No","No","No","No","Yes","Yes","No","Yes","Yes","Long term permanent contract","","Public employment/recruitment agency","","Yes",24,"Very satisfied"
"02-74-92-32",1,"Others, specify","Petrol Station Attendant","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Centre A nginyang petrol station","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",250,0,1,0,2,0,0,0,0,0,0,"",4,3,7,15,"No",,,"No","No","No","No","No","No","No","Daily wage labourer","","From family and relatives","","No",2,"Satisfied"
"15-82-53-55",2,"Others, specify","Charcoal  Burning","Self-employed/own business",60,3,4,5,6,5000,0,1,3,2,0,0,0,0,0,"",0,1200,0,"No","Village in region",1,"No","No","No","Yes","No","No","No","No","No",,"5","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",5,"dissatisfied"
"46-71-69-87",1,"Others, specify","Charcoal Burning","Self-employed/own business",24,2,4,3,5,6000,0,1,2,0,3,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","Yes","No","No","No","No",,"3","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Neither"
"65-63-71-66",1,"Small-scale farm","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","local farmer","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",300,0,1,2,0,0,0,0,0,0,0,"",4,3,5,6,"No","No","No","Yes","Yes","No","No","Yes","No","No","Daily wage labourer","","Farmer or producer organizations or cooperatives","","No",19,"Neither"
"65-63-71-66",1,"Domestic/household helper","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","local farmer","In this village","Seasonal",,,,,,,,,,,,"",,,"Per month",300,0,1,2,3,4,0,0,0,0,0,"",8,2,5,7,"No","No","No","Yes","Yes","No","No","Yes","No","No","Daily wage labourer","","Farmer or producer organizations or cooperatives","","No",15,"Neither"
"65-63-71-66",2,"Small-scale farm","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","local farmers","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",300,0,1,2,3,0,0,0,0,0,0,"",9,1,4,6,"No","No","No","Yes","Yes","No","No","No","No","No","Daily wage labourer","","Farmer or producer organizations or cooperatives","","No",10,"Satisfied"
"65-63-71-66",3,"Small-scale farm","","Employee",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","local farmer","In this village","Seasonal",,,,,,,,,,,,"",,,"Per day",300,0,1,3,2,0,4,0,0,0,0,"",3,1,7,6,"No","No","No","Yes","Yes","No","No","Yes","No","No","Daily wage labourer","","Farmer or producer organizations or cooperatives","","No",2,"dissatisfied"
"32-74-61-81",1,"Others, specify","Charcoal Burning","Self-employed/own business",10,3,9,3,5,2000,0,1,2,0,0,0,0,0,0,"",0,0,0,"No","Village in region",0,"No","No","No","Yes","No","Yes","No","No","No",,"10","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Low market prices for the charcoal",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",10,"Very dissatisfied"
"99-97-90-90",1,"Others, specify","Charcoal Burning","Self-employed/own business",24,3,9,2,8,10000,0,1,2,0,0,0,0,3,0,"buying agricultural inputs",0,0,2400,"No","Village in region",0,"No","No","No","Yes","Yes","No","No","No","No",,"2","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"Yes","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",2,"Neither"
"99-97-90-90",2,"Food industry","","Self-employed/own business",1,0,1,7,10,2000,2,1,3,0,0,0,0,0,0,"",24000,0,800,"No","Village in region",0,"No","No","Yes","Yes","No","No","No","No","No",,"0","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","Yes","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",.8,"Neither"
"85-50-39-09",2,"Retail trade","","Self-employed/own business",6,3,9,7,10,80000,1,0,2,0,0,0,0,3,0,"purchasing farm inputs",32000,0,0,"No","Village in region",0,"No","Yes","No","Yes","Yes","No","No","No","No",,"6","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","floods",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","Yes","No","No","No","No","No",,"No",,,,,,,,,,,,"","",,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,"",,"","No",6,"Very satisfied"
