interview__key,s9_respondent,food_security__1,food_security__2,food_security__3,food_security__4,food_security__5,food_security__6,food_security__7,food_security__8,food_sufficent,food_sufficent2,food_sufficent3,food_sufficent4__1,food_sufficent4__2,food_sufficent4__3,food_sufficent4__4,food_sufficent4__5,food_sufficent4__6,food_sufficent4__7,food_sufficent4__8,food_sufficent4__9,food_sufficent4__10,food_sufficent4__11,food_sufficent4__12
"05-64-42-77",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"65-63-71-66",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,6,6,2,3,4,5,6,0,0,0,0,0,0,1
"15-51-80-47",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,5,3,1,2,3,0,0,0,0,0,0,0,0,0
"32-74-61-81",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"36-59-31-86",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,1,2,3,4,7,6,8,9,0,0,0,5
"73-83-46-14",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,5,7,3,1,4,5,6,7,0,0,0,0,0,2
"07-04-05-10",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",5,8,4,0,0,1,2,3,4,0,0,0,0,0,0
"99-97-90-90",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,12,11
"53-39-03-44",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"85-50-39-09",2,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,3,3,1,2,0,0,0,0,0,0,0,0,0,3
"46-32-17-36",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,3,9,1,2,3,4,5,6,0,0,0,7,8,9
"85-98-37-69",10,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,1,5,1,2,3,4,5,0,0,0,0,0,0,0
"65-26-91-15",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,3,2,4,5,6,7,8,9,10,11,12
"65-45-62-39",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"47-59-10-25",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,6,6,1,2,3,5,4,6,0,0,0,0,0,0
"03-90-73-99",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"43-25-90-61",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"49-70-00-09",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,9,3,1,2,0,0,0,0,0,0,0,0,0,3
"06-94-49-47",1,"No","No","No","No","No","No","No","No",0,12,1,0,0,0,0,0,0,0,0,0,0,0,1
"19-04-54-37",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,6,5,7,8,9,10,11,12
"59-57-12-16",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"49-28-72-36",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,7,5,1,2,3,0,0,0,0,0,0,0,4,5
"93-14-44-32",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",2,8,2,0,0,0,0,2,1,0,0,0,0,0,0
"51-90-88-91",4,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,3,8,0,0,5,6,7,8,1,2,3,4,0,0
"12-47-74-84",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,2,1,4,3,5,6,7,0,0,8,10,9
"66-45-27-28",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,2,3,4,5,6,0,0,7,8,9,10
"61-66-59-51",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,4,8,6,5,4,3,7,2,8,1,0,0,0,0
"78-64-43-02",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,1,9,1,2,3,4,5,6,0,0,0,7,9,8
"09-79-38-80",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,3,4,5,6,0,0,0,7,0,8
"03-23-67-97",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8,10,2,0,0,0,1,2,0,0,0,0,0,0,0
"84-81-25-13",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,2,3,4,5,6,7,8,9,0,0,0,1
"01-19-86-40",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"69-16-25-63",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"58-95-91-31",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,4,6,1,2,3,0,0,0,0,0,0,4,5,6
"11-58-78-70",4,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,4,6,1,2,3,0,0,0,0,0,0,4,5,6
"41-24-59-26",1,"No","No","No","No","No","Yes","No","No",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"98-97-38-21",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"92-08-97-62",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"59-21-82-77",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,8,4,0,1,2,3,0,0,0,0,0,0,0,4
"80-20-31-51",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,3,4,5,6,0,0,0,0,7,8
"33-11-85-60",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"06-48-61-69",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"12-93-60-92",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"11-11-55-95",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"82-15-11-19",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"95-73-95-89",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"02-47-29-85",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,4,8,1,2,3,4,5,0,0,0,0,6,7,8
"91-34-05-43",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"29-34-28-44",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,11,10,12
"54-07-56-18",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,1,2,3,4,5,6,0,0,0,0,0,0
"02-67-98-73",2,"Yes","Yes","Yes","Yes","Yes","No","Yes","No",2,4,6,1,2,3,0,0,0,0,0,0,4,5,6
"89-44-00-22",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,4,5,9,8,7,0,0,0,6
"25-47-42-18",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"92-95-45-69",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"25-17-75-96",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,8,7,6,5,4,3,2,1,0,0,0,0
"08-10-28-09",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"63-11-66-98",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"90-89-89-25",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,3,0,1,0,2,0,3,0,0,0,0,0,0
"01-16-33-75",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"37-73-98-41",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"48-88-82-47",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,10,9,8,11,12
"44-96-14-86",1,"No","No","No","No","No","No","No","No",6,6,2,1,0,0,0,0,0,0,0,0,0,0,2
"47-83-83-86",2,"Yes","Yes","Yes","No","Yes","Yes","Yes","No",0,7,4,1,2,3,4,0,0,0,0,0,0,0,0
"79-40-96-41",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"60-73-28-03",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,4,0,0,0,5,6,7,8,9
"79-90-62-68",2,"Yes","Yes","Yes","No","Yes","No","Yes","No",0,0,12,1,2,3,4,5,6,7,8,10,9,11,12
"67-12-09-24",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"63-23-35-27",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"04-92-66-81",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,2,3,4,0,0,5,6,7,8,9,10
"93-87-16-02",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,9,5,2,3,4,5,0,0,0,0,0,0,0,1
"65-31-14-31",2,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"19-27-66-46",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,2,10,1,2,3,4,5,0,0,10,9,8,7,6
"08-44-37-94",2,"Yes","Yes","Yes","Yes","No","Yes","Yes","No",0,8,5,1,2,3,5,0,0,0,0,0,0,0,4
"71-04-48-02",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,9,3,1,2,3,0,0,0,0,0,0,0,0,0
"24-04-95-50",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,8,7,9,10,11,12
"27-66-11-12",4,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,4,6,1,0,2,0,0,0,0,0,3,4,5,6
"11-10-12-08",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"10-98-84-98",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"97-63-71-09",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,4,3,9,5,6,8,0,0,0,7
"11-29-74-23",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"59-89-68-30",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,6,3,0,1,2,3,0,0,0,0,0,0,0,0
"22-38-73-99",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"81-45-95-70",17,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,8,1,2,3,0,0,0,0,4,5,6,7,8
"16-03-96-06",6,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,3,7,1,2,3,0,0,0,0,0,4,5,6,7
"81-14-42-85",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,0,2,3,6,9,7,5,10,4,8,0
"22-88-97-60",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"47-75-71-27",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,7,5,1,2,3,0,0,0,0,0,0,4,5,0
"10-39-00-99",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,3,7,1,2,3,0,0,0,0,0,4,5,6,7
"96-06-62-42",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"11-59-44-40",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,7,1,2,3,0,0,0,0,0,7,6,5,4
"27-51-81-61",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,1,2,3,4,5,6,7,8,9,0,0,0
"44-37-52-83",1,"No","No","No","No","No","Yes","Yes","No",0,6,6,1,2,3,6,0,0,0,0,0,0,5,4
"45-92-75-89",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"85-71-09-15",1,"No","No","No","No","No","No","No","No",0,12,1,1,0,0,0,0,0,0,0,0,0,0,0
"64-51-39-39",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,4,0,1,2,3,4,0,0,0,0,0,0,0
"36-28-42-39",2,"Yes","Yes","Yes","No","Yes","No","No","No",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"95-09-61-15",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,2,2,0,0,0,1,0,0,0,0,0,0,0
"86-63-74-80",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,8,3,4,5,9,6,7,0,0,0
"67-27-36-61",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,12,11
"08-84-33-33",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,3,4,5,6,7,8,9,10,0,0,1,2
"07-50-91-84",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"87-71-97-91",2,"No","No","No","No","No","No","No","No",5,7,0,,,,,,,,,,,,
"72-05-40-32",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,8,2,1,2,0,0,0,0,0,0,0,0,0,0
"87-43-28-28",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,1,2,3,4,5,6,7,8,9,0,0,0
"02-59-28-55",9,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,5,3,1,2,0,0,0,0,3,0,0,0,0,0
"41-71-16-88",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"91-57-08-43",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"63-99-85-70",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,4,1,2,3,4,0,0,0,0,0,0,0,0
"65-43-78-90",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,7,1,2,3,4,5,6,7,0,0,0,0,0
"37-38-94-21",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,4,6,1,2,3,0,0,0,0,0,0,4,5,6
"77-42-43-43",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,4,1,3,2,4,0,0,0,0,0,0,0,0
"68-60-50-68",1,"No","No","No","Yes","No","Yes","No","No",0,7,4,1,2,3,0,0,0,0,0,0,0,0,4
"46-89-69-47",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,9,3,0,1,2,0,0,0,0,0,0,0,0,3
"46-72-66-83",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,3,4,5,0,0,0,0,6,7,8
"25-02-52-66",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,7,6,8,9,10,11,12
"55-56-28-22",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,3,5,1,2,3,4,0,0,0,0,0,0,0,5
"99-17-74-11",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,11,10,12
"46-53-61-02",2,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"10-77-75-51",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,2,10,1,2,3,4,5,6,7,8,9,10,0,0
"71-70-88-23",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,1,2,3,4,5,6,0,0,0,0,0,0
"50-33-80-84",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"21-95-76-65",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,1,2,3,4,5,6,0,0,10,8,9,7
"91-60-65-39",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"42-15-16-06",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,2,3,4,5,8,6,7,0,0,10,9,1
"00-11-52-27",6,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"87-56-56-81",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"81-79-89-86",4,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,5,3,4,6,8,7,0,0,0,0
"10-18-23-80",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,2,3,4,5,6,0,0,7,8,9,10
"65-08-75-81",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,11,1,2,3,4,5,6,7,0,11,10,9,8
"71-59-52-11",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"31-09-36-85",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"29-04-00-40",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"72-18-38-35",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,1,2,3,0,0,0,0,0,0,4,5,6
"83-34-07-73",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,7,2,8,9,3,4,5,6,10,11,12
"70-36-24-93",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,3,4,5,6,7,8,9,0,0,0,1,2
"64-46-73-61",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,11,1,2,3,4,5,0,6,7,8,9,10,11
"13-37-47-48",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,7,3,1,2,3,0,0,0,0,0,0,0,0,0
"22-02-49-30",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,3,4,5,6,7,0,0,0,0,8
"97-28-37-38",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"04-02-73-28",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,6,6,1,2,3,4,5,6,0,0,0,0,0,0
"57-09-51-71",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"45-10-68-85",3,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"72-72-49-77",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,4,5,1,2,3,4,0,0,0,0,0,0,0,5
"61-58-42-30",1,"Yes","Yes","Yes","No","Yes","No","Yes","No",3,4,5,1,2,3,0,0,0,0,0,0,0,4,5
"46-76-02-18",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,4,0,0,0,5,6,7,8,9
"32-71-82-87",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"51-19-72-02",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,8,4,1,2,3,4,0,0,0,0,0,0,0,0
"98-92-34-42",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,10,1,2,3,0,4,5,0,6,7,8,9,10
"49-20-15-79",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"19-17-82-94",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,11,1,2,3,4,5,6,7,0,10,9,11,8
"26-53-83-57",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"35-77-55-36",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,2,10,1,2,3,4,5,6,7,8,9,10,0,0
"60-19-93-23",3,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"98-71-23-55",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"88-09-79-89",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,5,4,1,2,0,0,0,0,0,0,0,0,3,4
"17-30-57-13",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,7,6,8,9,11,10,12
"34-24-20-27",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,2,3,4,5,6,7,0,0,8,9,10
"13-99-53-09",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,4,8,5,6,7,8,0,0,0,0,1,2,3,4
"62-74-89-68",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,3,7,1,2,3,0,0,0,0,0,4,5,6,7
"10-78-86-05",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"58-17-83-09",2,"No","No","No","No","Yes","No","No","No",0,9,3,1,2,3,0,0,0,0,0,0,0,0,0
"86-94-71-57",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,5,4,6,7,8,9,10,11,12
"13-61-09-88",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,1,6,2,3,5,4,0,0,0,0,0,0
"33-63-66-86",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,4,0,0,0,5,6,7,8,9
"31-45-42-89",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,4,5,9,0,0,0,8,7,6
"53-01-20-30",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,4,8,1,2,3,4,5,6,0,0,0,0,7,8
"13-52-61-75",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,4,0,4,1,2,3,0,0,0,0,0,0,0
"64-05-06-14",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"78-32-01-29",2,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"33-80-34-20",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"10-62-40-22",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"82-40-44-86",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,5,5,1,2,3,4,0,0,0,0,0,0,0,5
"52-02-93-49",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,12,1,2,3,4,5,6,7,8,9,11,10,12
"94-99-56-40",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,10,7,8,9,10,0,0,1,2,3,4,5,6
"32-71-99-16",1,"No","No","No","No","No","No","No","No",12,12,0,,,,,,,,,,,,
"91-09-88-25",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,7,5,2,1,3,4,5,0,0,0,0,0,0,0
"53-58-51-62",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,9,3,0,3,0,0,0,2,1,0,0,0,0,0
"95-92-63-73",2,"No","No","No","No","No","No","No","No",4,8,0,,,,,,,,,,,,
"06-17-24-58",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,7,1,2,3,4,5,0,0,0,0,0,6,7
"23-78-50-31",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"20-84-25-59",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"97-31-09-83",2,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"56-22-99-66",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,7,8,9,10,11,12,1,2,3,4,5,6
"05-92-75-52",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"56-78-97-61",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,12,6,7,8,9,10,11,12,1,2,3,4,5
"89-05-59-72",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,3,7,1,2,3,0,0,0,0,0,4,5,6,7
"50-93-16-91",2,"Yes","No","Yes","Yes","No","Yes","Yes","No",2,7,5,1,2,4,0,0,5,0,0,0,0,0,3
"89-68-31-84",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,5,5,0,0,0,0,0,0,0,1,2,3,4,5
"37-58-34-11",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"33-93-90-01",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,6,1,2,3,4,0,5,6,0,0,0,0,0
"00-04-89-61",1,"No","No","No","No","No","No","No","No",0,12,0,,,,,,,,,,,,
"98-42-90-09",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,5,4,1,2,3,4,0,0,0,0,0,0,0,0
"81-57-29-94",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,0,0,0,4,5,6,7,8,9
