interview__key,r_invasive_spices__id,pest_severe,pest_rate,most_effective__1,most_effective__2,most_effective__3,most_effective__4,most_effective__5,most_effective__6,most_effective__7,most_effective__8,most_effective__9,most_effective__10,most_effective__11,most_effective__12,most_effective__13,most_effective__14,most_effective__15,most_effective__96,most_effective_oth,why_not_control__1,why_not_control__2,why_not_control__3,why_not_control__4,why_not_control__5,why_not_control__6,why_not_control__7,why_not_control__8,why_not_control__96,why_not_control_oth,who_control,days_control_pest,prp_problem__1,prp_problem__2,prp_problem__3,prp_problem__4,prp_problem__5,prp_problem__6,prp_problem__7,prp_problem__8,prp_problem__9,prp_problem__10,prp_problem__11,prp_problem__12,prp_problem__13,prp_problem__14,prp_problem__96,prp_problem_oth
"92-16-89-27","Fall army worm","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",
"92-16-89-27","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","Yes","No","No","No",,,"No","No",
"01-28-41-84","Fall army worm","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"01-28-41-84","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"23-46-40-42","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"23-46-40-42","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"93-71-36-41","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Others, specify","No","Yes",,"No","No","No","No","No","No","No","No","No",,"No","No",
"07-56-93-09","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"07-56-93-09","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,3,0,0,0,0,0,0,"",,"Every month of the cropping season","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No",
"40-07-12-46","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,2,0,0,0,"",,"Others, specify","No","Yes",,,"No","No","No","No","No","No","No","No","No","No","No",
"40-07-12-46","Others ➡️ Specify","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,0,0,0,0,0,0,2,1,0,"",,"Others, specify","No","No","No","No","No","No","No","No","Yes","No","No","No",,"No","No",
"68-88-48-96","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"68-88-48-96","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No",
"86-70-18-69","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"86-70-18-69","Prosopis","Extremely infestation - overwhelming number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","Yes",,"No","No","No","No",,"No","No","No","No","No","No","No",
"82-09-53-31","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","Yes","No","No","No","No","No",,"No",,"No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"82-09-53-31","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","Yes","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"10-84-11-85","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"93-36-47-93","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"40-02-31-47","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"35-25-14-79","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No",,"No","No","No","No","No","No","No","No","No","No",
"96-32-88-00","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,2,"already practicing",,"Every month of the cropping season",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"30-07-79-13","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"05-61-96-62","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"05-61-96-62","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"37-32-16-74","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
"37-32-16-74","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No",,"No",,"No","No","No","No","Yes","No","No","No","No","No","No",
"06-96-64-70","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"74-21-41-84","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","No",,"No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"74-21-41-84","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,2,0,"",,"1-2 months (beginning and few times in the middle of cropping season)",,,"No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"82-96-41-85","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"82-96-41-85","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"82-96-41-85","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"58-44-33-27","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"88-25-56-87","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"86-98-25-96","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"86-98-25-96","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No",,"Yes","No","No","No","No","No","No",,"No","No","No",,1,0,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"86-98-25-96","Prosopis","Severe infestation - large number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"09-54-26-75","Prosopis","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No",,"No","No","No","No","No",,1,3,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"41-61-78-73","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"90-86-53-30","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)",,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No","No",,1,0,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"90-86-53-30","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","Yes","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No",,1,0,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"16-75-57-30","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)",,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"60-19-22-98","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","Yes","No","No","No",,"No","No","No","No","No",,"No","No","No","No","No",,1,0,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No",
"97-29-58-98","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"Yes",,"No","No","No","No","No","No","No","No","No","No","No","No",
"51-48-94-50","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,2,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No",
"51-48-94-50","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"97-20-59-08","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"97-20-59-08","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"97-20-59-08","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)",,"Yes",,"No","No","No","No","No","No","No","No","No","No","No","No",
"21-43-02-41","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",
"82-77-24-98","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,2,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No",
"82-77-24-98","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No",,"No","No","No",,0,0,0,0,0,0,0,0,1,"already practicing",,"Every month of the cropping season","No","No","No","No","No","No","No","No","Yes","No","No","No",,"No","No",
"82-77-24-98","Prosopis","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season",,"No","Yes","No",,"No","No","No","No","No","No","No","No","No","No",
"68-99-96-16","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"47-95-59-62","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes",,"No","No","No","No","No","No","No",,"No","No","No","No","No",
"47-95-59-62","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No",,"No","No","No","No","No",,"No","No","No","No","No",
"86-57-96-89","Fall army worm","Severe infestation - large number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"68-47-81-44","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,0,0,0,0,0,0,0,0,1,"no reason",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No",,"No","No","No",,"Yes","No","No",
"36-96-75-03","Prosopis","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,"Yes","No","No","No","No","No","No","No","No","No",,"No","No","No",
"08-94-02-07","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"08-94-02-07","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","No","Yes",,"No","No","No","No","No","No","No","No","No",,"No","No",
"37-79-35-25","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,3,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No",,"No","No","No","No","No","No","No","No","No","No",
"71-65-92-38","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No",
"64-78-16-16","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
"64-78-16-16","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No",,"No",,"No","No","No","No","Yes","No","No","No","No","No","No",
"21-44-80-94","Others ➡️ Specify","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"09-64-46-58","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No",
"09-64-46-58","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,"Yes","No","No","No","No","No","No","No","No","No","No",,"No","No",
"59-85-28-37","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"59-86-17-42","Fall army worm","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"59-86-17-42","Others ➡️ Specify",,,,,,,,,,,,,,,,,,,,.a,.a,.a,.a,.a,.a,.a,.a,.a,"",,,,,,,,,,,,,,,,,,
"19-38-28-96","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,0,0,1,"uprooted",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No",,"No","No","No",,"Yes","No","No",
"15-65-55-76","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Every month of the cropping season","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No",
"06-65-59-46","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"31-55-25-17","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"46-83-77-72","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No",
"46-83-77-72","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No",,"No","No","No","No",,"No","No","No","No","No","No",
"13-16-83-24","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No",,"No","No","No","No",,"No","No","No","No","No",
"55-65-07-83","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"55-65-07-83","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No",
"55-65-07-83","Prosopis","Extremely infestation - overwhelming number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","Yes",,"No","No",,"No","No","No","No","No","No","No","No","No","No",
"19-58-06-14","Others ➡️ Specify","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No",,,"No","Yes","No","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"07-67-77-44","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No",
"07-67-77-44","Others ➡️ Specify","Extremely infestation - overwhelming number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,0,1,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No",
"30-73-95-73","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"81-01-27-26","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"29-63-05-43","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No",
