interview__key,r_crop__id,crop_area,cp06,crop_harvest,crop_output,crop_unit,crop_unit_1,crop_sale,crop_saleamt,crop_slunits,crop_slunits_1,crop_price,crop_buyer__1,crop_buyer__2,crop_buyer__3,crop_buyer__4,crop_buyer__5,crop_buyer__6,crop_buyer__96,crop_buyer_oth,crop_buyer_where,crop_homecons,crop_clunits,crop_cunits_1,cp_stor,cpamt,cpunits2,cpunits2_oth,crop_inkind_pay,payment_unit,payment_unit_oth,crop_gifts,gift_unit,gift_unit_oth,crop_oth_uses,crop_ouse_oth,ouses_unit,ouses_unit_oth,crp_irrig,irrig__1,irrig__2,irrig__3,irrig__4,irrig__5,irrig__6,irrig__96,irrig__n888,irrig__n999,irrig_others,irrig_method__1,irrig_method__2,irrig_method__3,irrig_method__4,irrig_method__96,irrig_method__n888,irrig_method__n999,seed,var_trait_1__1,var_trait_1__2,var_trait_1__3,var_trait_1__4,var_trait_1__5,var_trait_1__6,var_trait_1__7,var_trait_1__8,var_trait_1__9,var_trait_1__10,var_trait_1__11,var_trait_1__12,var_trait_1__13,var_trait_1__14,var_trait_1__15,var_trait_1__16,var_trait_1__17,var_trait_1__18,var_trait_1__19,var_trait_1__20,var_trait_1__96,var_trait_1_other,reason_imp_seed__1,reason_imp_seed__2,reason_imp_seed__3,reason_imp_seed__4,reason_imp_seed__5,reason_imp_seed__6,reason_imp_seed__7,reason_imp_seed__96,reason_imp_seed_oth,seed_source_1,seed_source_oth_1,seed_amt_1,seed_amtunits,seed_amtunits_oth,seed_price_1,cp07,cp08,reason_fert__1,reason_fert__2,reason_fert__3,reason_fert__4,reason_fert__5,reason_fert__6,reason_fert__7,reason_fert__96,reason_fert_oth,cp09,cp11
"50-08-29-58","GROUND NUT/PEANUTS","1","Yes","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","6","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No"
"50-08-29-58","MAIZE","2","Yes","Yes",16,"50 kg bag","","No",,,"",,,,,,,,,,,4,"50 kg bag","","Yes","12","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"21-97-24-76","BEANS/COWPEA","0.25","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"21-97-24-76","GROUND NUT/PEANUTS","1","No","Yes",55,"50 kg bag","","Yes",5,"50 kg bag","",200,"Yes","No","No","No","No","No","No",,,2,"50 kg bag","","Yes","48","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No",,"Yes","No",,"No","No"
"21-97-24-76","MAIZE","4","No","Yes",154,"50 kg bag","","No",,,"",,,,,,,,,,,4,"50 kg bag","","Yes","150","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No",,"No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"47-86-23-98","GROUND NUT/PEANUTS","0.5","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","20","Kilograms","","3","Kilograms","",2,"Kilograms","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"47-86-23-98","MAIZE","2","Yes","Yes",8,"50 kg bag","","Yes",1,"50 kg bag","",150,"Yes","No","No","No","No","No","No",,,4,"50 kg bag","","Yes","3","50 kg bag","","1","50 kg bag","",0,,"","I don't know","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","No"
"58-41-17-07","BEANS/COWPEA","2","Yes","Yes",50,"Kilograms","","Yes",10,"Kilograms","",100,"Yes","No","No","No","No","No","No",,,10,"Kilograms","","Yes","30","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","Yes",,,,,,,,,,"No","No"
"58-41-17-07","GROUND NUT/PEANUTS","3","Yes","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,2,"25kg bag","","Yes","1","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","Yes",,,,,,,,,,"No","No"
"58-41-17-07","MAIZE","10","Yes","Yes",2,"Oxcart","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","I don't know",,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","Yes",,,,,,,,,,"No","No"
"27-41-68-88","BEANS/COWPEA","0.25","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No","No",,"No","Yes","No","No",,"No","No"
"27-41-68-88","GROUND NUT/PEANUTS","0.5","Yes","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,5,"50 kg bag","","No",,,"","I don't know",,"",0,,"","I don't know","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","Yes","No","No",,,,"Yes",,,,"No","No","No","No","Yes",,"No","No","No","No",,"No","No"
"27-41-68-88","MAIZE","2.25","Yes","Yes",30,"50 kg bag","","No",,,"",,,,,,,,,,,5,"50 kg bag","","Yes","25","50 kg bag","","1","50 kg bag","",0,,"","I don't know","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","Yes","No",,,"No","No"
"27-41-68-88","CABBAGE","0.25","No","Yes",20,"Numbers","","No",,,"",,,,,,,,,,,17,"Numbers","","No",,,"","2","Numbers","",1,"Numbers","","I don't know","",,"","Yes",0,0,0,1,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","Yes",,,,,,,,,,"No","No"
"27-41-68-88","ONION","0.05","No","Yes",3,"50 kg bag","","Yes",2,"50 kg bag","",180,"Yes","No","No","No","No","No","No",,,1,"25kg bag","","No",,,"","25","25kg bag","",25,"25kg bag","","I don't know","",,"","Yes",0,0,0,1,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","No","Yes","No",,"No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"Yes","No","No","No",,"No","No","Yes","No","No",,"Yes","No"
"27-41-68-88","GREEN VEGETABLE","0.25","No","Yes",28,"Bale / Bundle","","Yes",10,"Bale / Bundle","",2,"Yes","No","No","No","No","No","No",,,10,"Bale / Bundle","","No",,,"","2","Bale / Bundle","",5,"Bale / Bundle","","I don't know","",,"","Yes",0,0,0,1,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No","No","No","No","No",,,"No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","No"
"27-41-68-88","TOMATO","0.05","No","Yes",8,"Other (please specify)","bucket","Yes",6,"Other (please specify)","bucket",150,"Yes","No","No","No","No","No","No",,,2,"Other (please specify)","bucket","No",,,"","I don't know",,"",0,,"","I don't know","",,"","Yes",0,0,0,1,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","No","No",,"No","No","Yes","No","No",,"Yes","No"
"36-57-67-99","GROUND NUT/PEANUTS","0.25","Yes","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"36-57-67-99","MAIZE","3","Yes","Yes",6,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"36-57-67-99","SORGHUM","0.25","Yes","Yes",1,"Gorogoro","","No",,,"",,,,,,,,,,,0,,"","Yes","1","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"14-01-18-55","BEANS/COWPEA","0.25","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"14-01-18-55","GROUND NUT/PEANUTS","0.89","No","No",,,"",,,,"",,,,,,,,,,,,,"","Yes","2","50 kg bag","",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No",,"No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","No","Yes","No","No","No",,"No","No",,"No","No"
"14-01-18-55","MAIZE","2.5","No","No",,,"",,,,"",,,,,,,,,,,,,"","Yes","35","50 kg bag","",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No",,"No","No","No","No","No","No","No","Yes",,"No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"14-01-18-55","SORGHUM","0.25","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"25-45-40-50","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"28-45-95-92","MAIZE","7","No","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","6","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"52-38-49-21","BEANS/COWPEA","2","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","1","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"52-38-49-21","GROUND NUT/PEANUTS","2","Yes","Yes",10,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","10","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"52-38-49-21","MAIZE","2","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","Yes","4","Oxcart","",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,,"No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"59-05-06-39","BEANS/COWPEA","0.75","Yes","Yes",4,"Other (please specify)","4 by 50kgs unshelled beans","No",,,"",,,,,,,,,,,0,,"","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"59-05-06-39","GROUND NUT/PEANUTS","0.5","No","Yes",10,"Other (please specify)","ten by 50kg unshelled groundnuts","No",,,"",,,,,,,,,,,10,"Kilograms","","Yes","9","Other (please specify)","9 by 50kgs unshelled groundnuts","I don't know",,"",-999,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"59-05-06-39","MAIZE","2.75","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","Yes",,,,,,,,"No","No","No","No","No","No","No","No","No","Yes",,"No","No"
"59-05-06-39","GREEN VEGETABLE","0.19","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",0,1,0,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No",,"Yes","No","No","No","No","No","No",,"Yes","No"
"07-23-34-26","BEANS/COWPEA","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"07-23-34-26","GROUND NUT/PEANUTS","1","Yes","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"07-23-34-26","MAIZE","6","Yes","Yes",4,"Oxcart","","No",,,"",,,,,,,,,,,0,,"","Yes","4","Oxcart","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"74-55-33-17","MAIZE","18","Yes","Yes",3500,"Kilograms","","No",,,"",,,,,,,,,,,250,"Kilograms","","Yes","3250","Kilograms","","0",,"",2,"Other (please specify)","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","No"
"74-55-33-17","PUMPKIN","I don't Know","Yes","Yes",10,"Other (please specify)","10 pumpkins","No",,,"",,,,,,,,,,,7,"Other (please specify)","7, pumpkins eaten","Yes","3","Other (please specify)","3 pumpkins only","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,,,,,,,,,,,,,,,,,,,
"74-55-33-17","GREEN VEGETABLE","0.25","No","Yes",4,"Bale / Bundle","","Yes",2000,"Other (please specify)","within that four months period",2,"Yes","No","No","No","No","No","No",,,4,"Other (please specify)","Eat the vegetables for four months, it is difficult to know exactly how much they eat","No",,,"","4","Other (please specify)","gave the neibors in that four months",0,,"0","0","",,"","Yes",1,0,0,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","No","Yes","No","No","No","No","No","No",,"Yes","No"
"74-55-33-17","TOMATO","0.21","No","Yes",2,"Crates","","Yes",10,"Other (please specify)","use a plate, as a measurement tool but for the whole harvest could be two crates",10,"Yes","No","No","No","No","No","No",,,1,"Other (please specify)","they eat it within four months","No",,,"","0",,"",4,"Other (please specify)","","0","",,"","Yes",0,1,0,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","No","Yes","No","No","No","No","No","No",,"No","No"
"74-55-33-17","SORGHUM","0.25","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"63-06-38-69","GROUND NUT/PEANUTS","0.1","Yes","Yes",6,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","175","Kilograms","","0",,"",1,"25kg bag","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","No","No","No","No","No","Yes","No",,,"No","No"
"63-06-38-69","MAIZE","1.5","Yes","Yes",70,"50 kg bag","","Yes",9,"50 kg bag","",160,"Yes","No","No","No","No","No","No",,,24,"50 kg bag","","Yes","30","50 kg bag","","0",,"",7,"50 kg bag","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","Yes","No",,,"No","No"
"05-74-67-92","GROUND NUT/PEANUTS","0.5","Yes","Yes",38,"50 kg bag","","Yes",8,"50 kg bag","",200,"Yes","No","No","No","No","No","No",,,9,"50 kg bag","","Yes","20","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"Yes","Yes",,,,,,,,,,"No","No"
"05-74-67-92","MAIZE","2","Yes","Yes",158,"50 kg bag","","Yes",40,"50 kg bag","",180,"No","No","No","No","No","Yes","No",,,24,"50 kg bag","","Yes","80","50 kg bag","","7","50 kg bag","",7,"50 kg bag","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","Yes",,,,,,,,,,"No","No"
"98-46-70-51","GROUND NUT/PEANUTS","1.25","No","Yes",15,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","13","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","Yes",,"No","No"
"98-46-70-51","MAIZE","3.75","No","Yes",70,"50 kg bag","","No",,,"",,,,,,,,,,,4,"50 kg bag","","Yes","66","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No",,"No","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No",,"No","No","No","No","No","Yes",,"No","No"
"36-97-15-03","BEANS/COWPEA","2.5","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","1","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"36-97-15-03","GROUND NUT/PEANUTS","2.5","Yes","Yes",10,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","8","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"36-97-15-03","MAIZE","2.5","Yes","Yes",24,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","22","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","Yes","No","No",,,,,,,,"No","Yes",,,,,,,,,,"No","No"
"36-97-15-03","OTHER(SPECIFY)","2.5","Yes","Yes",0,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"59-12-76-31","MAIZE","2.75","No","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","4","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No",,"No","No","No","No","No","Yes","No","No","No",,"No","No","No","No","No","No","No","No","No",,,"Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","No"
"07-54-13-18","GROUND NUT/PEANUTS","4","Yes","Yes",6,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","5","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","No","Yes","No","No","No",,"No","No",,"No","No"
"07-54-13-18","MAIZE","4","Yes","Yes",21,"50 kg bag","","No",,,"",,,,,,,,,,,6,"50 kg bag","","Yes","15","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"84-52-73-65","MAIZE","0.7","No","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"85-09-03-91","BEANS/COWPEA","4","No","Yes",1,"25kg bag","","No",,,"",,,,,,,,,,,1,"10kg bag","","Yes","1","10kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"85-09-03-91","GROUND NUT/PEANUTS","4","Yes","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No",,"No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"85-09-03-91","MAIZE","4","Yes","Yes",14,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","No",,,"","0",,"",0,,"","I don't know","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"56-01-39-00","BEANS/COWPEA","1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No","No","No","No","Yes",,"No",,"No","No"
