interview__key,r_members__id,as01,as02,as03,as04,as05,asst01,asst02,asast01,asast02,asp_livestock,asp_livestock_future,asinc01,asp_occup,ed01asp,ed02asp,asp_achieve_confi,life_satisfaction,aspire_cont_farm,non_agri_ventures__1,non_agri_ventures__2,non_agri_ventures__3,non_agri_ventures__4,non_agri_ventures__5,non_agri_ventures__6,non_agri_ventures__7,non_agri_ventures__8,non_agri_ventures__9,non_agri_ventures__10,non_agri_ventures__11,non_agri_ventures__96,non_agri_ventures_oth,agri_crop_aspir,yield_max,yield_min,yield_aspire,yield_aspir_opt__1,yield_aspir_opt__2,yield_aspir_opt__3,yield_aspir_opt__4,yield_aspir_opt__5,yield_aspir_opt__6,yield_aspir_opt__7,yield_aspir_opt__8,yield_aspir_opt__96,yield_aspir_opt_oth,agri_loan_aspire,agri_loan_prps__1,agri_loan_prps__2,agri_loan_prps__3,agri_loan_prps__4,agri_loan_prps__5,agri_loan_prps__6,agri_loan_prps__7,agri_loan_prps__96,agri_loan_prps__n888,agri_loan_aspire_oth,loan_purpose__1,loan_purpose__2,loan_purpose__3,loan_purpose__4,loan_purpose__5,loan_purpose__6,loan_purpose__7,loan_purpose__8,loan_purpose__9,loan_purpose__10,loan_purpose__11,loan_purpose__12,loan_purpose__13,loan_purpose__14,loan_purpose__15,loan_purpose__96,loan_purpose_oth,loan_amt_educ,loan_amt_agri,loan_amt_nonfarm,loan_amt_oth,agri_loan,agri_loan_lndr__1,agri_loan_lndr__2,agri_loan_lndr__3,agri_loan_lndr__4,agri_loan_lndr__5,agri_loan_lndr__96,agri_loan_lndr__n888,agri_loan_lndr__n999,agri_loan_lndr_oth,agri_loan_amt
"07-58-78-17",11,3,6,3,4,4,5,7,5,8,4,7,5000,"Crop farming/cultivation","Grade 4","I dont know","Likely","dissatisfied","Both",0,0,0,0,0,0,0,0,0,0,0,1,"tailoring",1080,8750,3850,7000,0,0,0,3,0,2,1,0,0,"","Yes",2,3,0,1,0,0,0,0,0,"","No","No","No","No","No","No",,"No",,"No","No","Yes","No","No","No","No",,5000,2000,2000,3000,"No",,,,,,,,,,
"50-08-29-58",2,5,5,6,2,2,8,9,4,7,1,3,400,"Crop farming/cultivation","Grade 7","Grade 7","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,60,4,30,1,0,0,0,2,0,0,0,0,"","Yes",0,0,0,2,1,0,0,0,0,"",,"No","No","No","No","No",,"No",,"No","No","Yes","No","No","No","No",,5000,1000,5000,0,"No",,,,,,,,,,
"21-97-24-76",1,3,1,5,1,10,9,10,5,9,1,9,20000,"Crop farming/cultivation","Grade 6","Grade 6","Likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,300,2,500,1,0,0,0,2,0,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No",,"No",,"No","No","Yes","No","No","No","No",,300,60000,150000,0,"No",,,,,,,,,,
"21-97-24-76",2,2,4,6,6,2,8,9,5,9,1,8,1000,"Crop farming/cultivation","Grade 7","Grade 8","Likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,250,3,450,1,0,0,0,2,0,0,0,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No",,"No",,"No","No","No","No","No","No","No",,5000,10000,0,0,"No",,,,,,,,,,
"47-86-23-98",1,1,2,8,0,9,1,4,1,5,0,3,500,"Crop farming/cultivation","Grade 7","Grade 4","Maybe, maybe not","Neither","Continue to farming",,,,,,,,,,,,,"",1080,3000,400,2000,1,0,0,0,0,0,0,0,0,"","No",,,,,,,,,,"","No","No","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No",,0,1500,0,0,"No",,,,,,,,,,
"47-86-23-98",2,1,4,10,2,3,1,2,1,2,1,3,400,"Crop farming/cultivation","Grade 4","Grade 3","Likely","Neither","Continue to farming",,,,,,,,,,,,,"",1080,4000,500,2500,1,0,0,0,0,0,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No",,0,5000,0,0,"No",,,,,,,,,,
"58-41-17-07",1,4,6,5,2,3,4,10,4,10,0,10,500,"Self-employed non-agribusiness (wholesale/retail trade, etc.)","Grade 7","Grade 8","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,1400,700,1400,1,0,0,0,0,3,0,2,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No",,0,5000,0,0,"No",,,,,,,,,,
"58-41-17-07",2,5,5,4,4,2,5,10,2,10,2,10,800,"Self-employed non-agribusiness (wholesale/retail trade, etc.)","I dont know","Grade 6","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,1400,700,1400,1,0,0,0,0,2,0,3,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,0,0,0,1000,"No",,,,,,,,,,
"27-41-68-88",1,1,7,5,4,3,5,8,2,7,1,1,1000,"Livestock keeping/raising","No formal education","No formal education","Very likely","Neither","Other non-agricultural business",1,0,0,1,1,0,0,0,0,0,0,0,"",1080,40,45,50,0,0,0,0,1,2,0,0,0,"","No",,,,,,,,,,"",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,500,6000,400,200,"No",,,,,,,,,,
"27-41-68-88",2,10,1,2,2,5,3,5,0,9,1,9,300,"Construction labour","Grade 7","Grade 7","Likely","Neither","Continue to farming",,,,,,,,,,,,,"",1080,40,40,50,0,0,0,0,1,0,0,0,0,"","No",,,,,,,,,,"",,"Yes","No","No","No","No","No","No",,"No","No","No","No","No","No","No",,0,5000,4000,3000,"No",,,,,,,,,,
"36-57-67-99",1,4,4,4,4,4,5,8,4,8,4,6,5000,"Crop farming/cultivation","Grade 4","Grade 2","Very likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,200,5,150,3,2,0,0,0,0,0,0,1,"Improved seeds","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,20000,50000,15000,20000,"No",,,,,,,,,,
"36-57-67-99",2,0,5,6,5,4,3,6,4,6,3,7,2000,"Agricultural wage labour (hired agricultural labour)","Grade 5","Grade 7","Very likely","Satisfied","Both",0,0,1,0,0,0,0,0,0,0,0,0,"",1080,400,8,200,1,0,2,0,0,0,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",,6000,4000,15000,6000,"No",,,,,,,,,,
"14-01-18-55",2,0,0,2,3,15,7,8,5,5,5,5,5,"Crop farming/cultivation","I dont know","I dont know","Maybe, maybe not","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,40,5,2,0,0,0,0,0,0,0,1,0,"","No",,,,,,,,,,"",,,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,20000,1000,0,0,"No",,,,,,,,,,
"14-01-18-55",6,3,0,5,5,7,1,2,2,5,5,5,5,"Crop farming/cultivation","Grade 4","Grade 7","Maybe, maybe not","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,60,20,200,2,0,0,0,0,0,0,1,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No","No","No",,"No","No",,"No","No","No","No",,0,0,0,0,"No",,,,,,,,,,
"25-45-40-50",1,10,0,0,0,10,2,4,5,6,3,4,200,"Crop farming/cultivation","No formal education","No formal education","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,30,2,10,1,0,0,0,0,0,0,0,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No",,"No",,"No","No","No","No","No","No","No",,1000,1000,0,0,"No",,,,,,,,,,
"25-45-40-50",9,10,0,10,0,0,1,1,2,3,1,3,200,"Crop farming/cultivation","No formal education","No formal education","Maybe, maybe not","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,40,4,15,0,0,1,0,0,0,0,0,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No",,1000,500,0,500,"No",,,,,,,,,,
"28-45-95-92",1,6,8,4,2,0,5,10,6,10,0,8,1500,"Crop farming/cultivation","I dont know","I dont know","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,700,400,900,1,0,0,0,0,0,0,2,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No",,0,0,0,0,"No",,,,,,,,,,
"52-38-49-21",1,7,0,10,0,3,2,4,3,5,1,4,200,"Both crop and livestock/fish farming","Other educational training","Grade 1","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,80,2,70,1,0,0,0,0,0,0,0,0,"","Yes",0,0,0,0,1,0,0,0,0,"",,"No","No","No","No","No",,"No","Yes","No","No",,"No","No","No","No",,2000,4000,0,0,"No",,,,,,,,,,
"52-38-49-21",2,15,3,0,0,2,1,4,3,5,3,6,500,"Both crop and livestock/fish farming","Grade 2","Grade 2","Likely","Neither","Continue to farming",,,,,,,,,,,,,"",1080,42,2,98,0,0,1,0,0,0,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,20000,0,0,0,"No",,,,,,,,,,
"59-05-06-39",1,2,3,5,4,6,5,9,10,4,2,1,5000,"Both crop and livestock/fish farming","I dont know","I dont know","Maybe, maybe not","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,6300,3500,10500,0,0,0,0,0,0,0,0,1,"weeding, cutting,","Yes",0,0,0,1,2,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No",,10000,6000,0,0,"No",,,,,,,,,,
"59-05-06-39",2,3,5,4,4,4,1,2,3,4,5,6,5000,"Both crop and livestock/fish farming","I dont know","I dont know","Likely","dissatisfied","Both",0,0,0,0,0,0,0,0,0,0,0,1,"selling grocery",1080,4900,1050,17500,0,0,0,0,0,0,0,0,1,"adding organic manure","Yes",0,0,2,1,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No",,10000,20000,5000,0,"No",,,,,,,,,,
"07-23-34-26",1,3,6,4,5,2,1,10,1,10,10,10,200,"Self-employed non-agribusiness (wholesale/retail trade, etc.)","No formal education","No formal education","Maybe, maybe not","dissatisfied","Other non-agricultural business",0,1,0,0,0,0,0,0,0,0,0,0,"",1080,1400,700,1400,1,0,0,0,0,3,0,2,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,0,0,1000,0,"No",,,,,,,,,,
"07-23-34-26",2,4,7,4,2,3,1,10,1,10,1,10,500,"Teacher/education","Grade 9","Grade 5","Likely","dissatisfied","Not engaged in farming",,,,,,,,,,,,,"",1080,0,0,0,0,0,0,0,0,2,0,1,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No",,2000,0,0,0,"No",,,,,,,,,,
"74-55-33-17",1,5,8,3,1,3,1,1,1,1,1,1,100000,"Both crop and livestock/fish farming","I dont know","I dont know","Very unlikely","Satisfied","Both",0,0,0,0,0,0,0,0,0,0,0,1,"grocery selling",1080,28000,15750,35000,0,0,0,0,2,0,0,1,0,"","Yes",3,0,0,1,0,0,2,0,0,"","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No",,20000,100000,0,0,"No",,,,,,,,,,
"74-55-33-17",2,3,5,6,2,4,7,3,9,9,8,10,5000,"Both crop and livestock/fish farming","Grade 9","Grade 7","Very unlikely","Satisfied","Both",0,0,0,0,0,0,0,0,0,0,0,1,"selling of fish",1080,35000,17500,28000,0,0,0,0,0,0,0,1,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,50000,0,30000,0,"No",,,,,,,,,,
"63-06-38-69",1,2,4,4,2,8,5,7,3,5,3,6,5000,"Self-employed non-agribusiness (wholesale/retail trade, etc.)","Grade 9","Grade 5","Very likely","Very satisfied","Both",1,1,0,0,0,0,0,0,0,0,0,0,"",1080,80000,10000,150000,1,2,0,0,0,0,0,0,0,"","Yes",1,0,4,3,2,0,5,0,0,"","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No",,10000,5000,10000,0,"No",,,,,,,,,,
"63-06-38-69",2,3,4,4,3,6,10,10,7,9,7,9,4000,"Livestock keeping/raising","Grade 4","No formal education","Very likely","Very satisfied","Both",1,0,0,0,0,0,0,0,0,0,0,0,"",1080,10000,3000,5000,0,0,0,0,0,1,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,5000,5000,2000,0,"No",,,,,,,,,,
"05-74-67-92",1,4,4,4,4,4,5,8,3,5,3,6,1000,"Both crop and livestock/fish farming","Grade 9","Grade 6","Maybe, maybe not","Satisfied","Both",1,1,0,0,0,0,0,0,0,0,0,0,"",1080,50000,30000,20000,1,0,0,0,0,0,0,0,0,"","Yes",2,0,3,1,4,0,0,0,0,"","No","No","No","No","No","No","No","No",,"No","No",,"No","No","Yes","No",,5000,20000,10000,0,"No",,,,,,,,,,
"98-46-70-51",1,3,5,3,5,4,2,3,3,4,2,3,5000,"Both crop and livestock/fish farming","Grade 6","No formal education","Likely","Satisfied","Both",1,1,0,0,0,0,0,0,0,0,0,0,"",1080,7000,2450,10500,3,0,0,2,0,0,1,0,0,"","Yes",2,0,3,1,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No",,,"No","No","No",,50000,100000,10000,5000,"No",,,,,,,,,,
"98-46-70-51",2,2,5,4,5,4,3,4,1,6,4,5,7000,"Crop farming/cultivation","I dont know","I dont know","Very likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,5250,2100,8750,0,0,0,2,0,0,1,3,0,"","Yes",2,1,0,3,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No",,"No","No","No",,"No","No","No",,15000,20000,10000,5000,"No",,,,,,,,,,
"36-97-15-03",1,2,6,5,3,4,3,6,3,7,3,6,2000,"Crop farming/cultivation","Grade 2","Grade 3","Likely","Satisfied","Both",1,0,0,0,0,0,0,0,0,0,0,0,"",1080,170,50,150,1,0,2,0,0,3,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No",,3000,20000,15000,5000,"Yes","No","No","No","Yes","No","No","No","No",,3600
"36-97-15-03",2,4,4,4,4,4,2,6,3,7,3,6,500,"Crop farming/cultivation","I dont know","I dont know","Very likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,100,7,150,1,2,0,0,0,0,0,0,0,"","Yes",0,1,0,2,3,0,0,0,0,"","No","No","No","No","No","No","No","No",,,"No","Yes","No","No","No","No",,0,5000,1000,1000,"No",,,,,,,,,,
"31-20-72-58",1,1,4,2,10,3,7,9,2,3,1,3,1000,"Livestock keeping/raising","I dont know","I dont know","Maybe, maybe not","Satisfied","Not engaged in farming",,,,,,,,,,,,,"",,,,,,,,,,,,,,"",,,,,,,,,,,"",,"No","No",,"No","No","No","No","No","No","No","No","No","Yes","No","No",,0,0,0,500,"No",,,,,,,,,,
"59-12-76-31",1,4,6,1,5,4,7,9,6,8,3,5,3000,"Crop farming/cultivation","I dont know","No formal education","Very likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,2800,1400,3500,0,0,0,0,2,3,1,0,0,"","Yes",1,0,2,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No",,"No","No",,"No","No","No","No",,10000,10000,2000,500,"No",,,,,,,,,,
"59-12-76-31",2,5,6,1,4,4,5,7,3,6,2,5,2500,"Crop farming/cultivation","I dont know","Grade 4","Very likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,4200,1750,8750,0,0,0,2,0,1,3,0,0,"","Yes",2,0,3,1,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No",,"No","No",,"No","No","No","No",,20000,15000,5000,500,"No",,,,,,,,,,
"07-54-13-18",1,2,6,4,6,2,5,7,3,5,4,9,1000,"Crop farming/cultivation","Grade 5","No formal education","Very likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,14000,2100,17500,0,0,0,0,3,0,2,1,0,"","Yes",3,1,0,2,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No",,"No","No","No",,"No","No","No",,30000,40000,10000,5000,"No",,,,,,,,,,
"07-54-13-18",2,4,6,2,6,2,4,5,2,4,4,7,5000,"Crop farming/cultivation","No formal education","Grade 2","Very likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,15750,3150,17500,0,0,0,0,1,3,2,0,0,"","Yes",3,2,0,1,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No",,,"No","No","No",,25000,20000,5000,500,"No",,,,,,,,,,
"84-52-73-65",1,3,6,4,3,4,9,9,9,9,2,4,2000,"Both crop and livestock/fish farming","Grade 9","Grade 9","Maybe, maybe not","Very satisfied","Continue to farming",,,,,,,,,,,,,"",1080,2000,1500,1250,1,2,0,0,0,0,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,500,1500,1000,500,"No",,,,,,,,,,
"84-52-73-65",2,4,4,4,4,4,9,9,1,9,4,9,1000,"Both crop and livestock/fish farming","Grade 5","No formal education","Very likely","Very satisfied","Both",0,1,0,0,0,0,0,0,0,0,0,0,"",1080,1000,500,500,0,0,0,0,0,1,0,0,0,"","Yes",1,0,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No",,"No",,"No","No","Yes","No",,1000,1400,1000,0,"No",,,,,,,,,,
"85-09-03-91",1,3,0,2,5,10,5,5,1,5,2,5,2500,"Crop farming/cultivation","No formal education","No formal education","Maybe, maybe not","dissatisfied","Both",1,0,0,0,0,0,0,0,0,0,0,0,"",1080,90,10,200,1,0,0,0,0,0,0,0,0,"","No",,,,,,,,,,"","No","Yes","No","No","No","No","No","No",,"No","No","No","No","No","No","No",,1000,10000,5000,0,"No",,,,,,,,,,
"85-09-03-91",2,0,0,5,5,10,5,6,5,8,6,5,6,"Crop farming/cultivation","I dont know","I dont know","Likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,50,5,2000,0,0,0,0,0,0,0,1,0,"","No",,,,,,,,,,"","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,300,300,0,0,"No",,,,,,,,,,
"56-01-39-00",1,1,4,7,2,6,7,9,2,5,3,6,1500,"Crop farming/cultivation","Grade 7","Grade 7","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,150,3,30,0,1,0,0,0,0,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,5000,10000,6000,0,"No",,,,,,,,,,
"56-01-39-00",2,2,4,8,2,4,6,9,2,6,2,5,500,"Crop farming/cultivation","Grade 4","Grade 7","Very likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,150,2,45,0,1,0,0,0,2,0,0,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No",,"No","No","No","No",,"No","No","No","No",,4000,6000,5000,0,"No",,,,,,,,,,
"69-33-88-72",1,0,0,10,0,10,2,7,5,6,5,8,8,"Crop farming/cultivation","I dont know","I dont know","Maybe, maybe not","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1060,100,2,15,1,0,0,0,0,0,0,0,0,"","No",,,,,,,,,,"",,,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,6000,5000,0,0,"No",,,,,,,,,,
"69-33-88-72",2,0,0,5,5,10,1,2,8,3,5,5,2500,"Crop farming/cultivation","I dont know","I dont know","Likely","dissatisfied","Both",0,0,1,0,0,0,0,0,0,0,0,0,"",1080,50,5,100,1,0,0,0,0,0,0,0,0,"","No",,,,,,,,,,"","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No",,"No",,6000,5000,0,0,"No",,,,,,,,,,
"26-09-67-07",1,4,5,4,4,3,9,9,3,5,2,7,5000,"Crop farming/cultivation","No formal education","No formal education","Very likely","Very satisfied","Continue to farming",,,,,,,,,,,,,"",1080,7000,2500,1000,0,0,0,2,0,0,0,0,1,"improved seeds","Yes",0,0,2,1,0,0,0,0,0,"","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No",,5000,8000,0,6000,"No",,,,,,,,,,
"26-09-67-07",2,5,7,2,3,3,3,4,1,5,3,3,2500,"Both crop and livestock/fish farming","Grade 7","Grade 3","Maybe, maybe not","Satisfied","Both",0,0,0,0,0,0,0,0,0,0,0,1,"vegetable farming",1080,30,20,5,0,0,0,0,0,0,1,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,2000,5000,2000,0,"No",,,,,,,,,,
"69-39-81-14",1,4,4,4,4,4,3,5,2,3,1,3,2000,"Crop farming/cultivation","Grade 5","Grade 3","Very likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,5250,1400,5950,0,0,0,0,1,2,3,0,0,"","Yes",3,1,0,2,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No",,,"No","No","No",,10000,15000,5000,1000,"No",,,,,,,,,,
"69-39-81-14",7,2,4,5,7,2,8,9,2,3,1,6,2500,"Crop farming/cultivation","Grade 8","No formal education","Very likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,6300,1750,7000,0,0,0,0,1,0,3,2,0,"","Yes",3,1,0,2,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No",,"No","No",,"No","No","No","No",,7000,6000,4000,2000,"No",,,,,,,,,,
"00-76-43-47",1,2,6,6,2,4,5,8,1,4,5,9,1000,"Crop farming/cultivation","Grade 4","Grade 1","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,150,2,50,0,1,0,0,0,2,0,0,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No",,"No",,"No","No",,"No","No","No","No",,1000,5000,0,1000,"No",,,,,,,,,,
"00-76-43-47",2,4,8,2,2,4,4,6,1,9,6,9,500,"Crop farming/cultivation","Grade 11","Grade 7","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,120,1,40,0,1,0,0,2,0,0,0,0,"","No",,,,,,,,,,"","Yes","No","No",,"No","No",,"No","No","No","No","No","No","No","No","No",,500,5000,500,1000,"No",,,,,,,,,,
"29-40-24-48",1,7,5,6,1,1,9,10,6,8,2,8,250,"Driver/transport","Grade 5","No formal education","Maybe, maybe not","dissatisfied","Both",1,0,0,0,0,0,0,0,0,0,0,0,"",1080,2,9,10,0,0,0,1,0,0,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,3000,2900,4500,800,"No",,,,,,,,,,
"29-40-24-48",2,0,5,5,5,5,9,10,2,7,2,8,100,"Domestic/household helper","Grade 7","Grade 3","Maybe, maybe not","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,9,3,11,2,0,0,0,0,0,1,0,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No",,"No","No","No","No",,"No","No","No","No",,2500,5000,2000,500,"No",,,,,,,,,,
"79-00-21-46",1,4,5,5,3,3,3,5,4,7,4,8,10000,"Both crop and livestock/fish farming","Grade 12","Grade 11","Very likely","Neither","Both",1,0,0,0,0,0,0,0,0,0,0,0,"",1080,1250,1000,2000,1,0,0,0,0,0,2,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,10000,80000,15000,20000,"No",,,,,,,,,,
"46-34-68-84",1,4,3,3,2,8,4,10,3,10,0,10,1500,"Crop farming/cultivation","No formal education","No formal education","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,1400,350,1200,1,0,0,0,0,2,0,3,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,0,0,0,0,"No",,,,,,,,,,
"45-00-04-40",1,1,5,3,5,6,1,2,1,9,2,9,1000,"Livestock keeping/raising","No formal education","Grade 9","Likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,30000,10000,1000,1,0,0,0,0,0,0,0,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No",,500,0,0,0,"No",,,,,,,,,,
"22-15-19-43",1,0,0,0,0,20,2,5,2,4,1,3,100,"Crop farming/cultivation","No formal education","No formal education","Maybe, maybe not","Satisfied","Other non-agricultural business",0,0,1,0,0,0,0,0,0,0,0,0,"",1080,12,5,7,0,0,0,0,0,0,0,1,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1000,700,1000,1000,"No",,,,,,,,,,
"09-01-21-24",1,3,5,4,1,7,1,10,3,10,0,10,1000,"Crop farming/cultivation","I dont know","I dont know","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,1200,350,1400,1,0,0,0,0,3,0,2,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,0,0,900,0,"No",,,,,,,,,,
"28-05-99-59",1,6,2,5,3,4,2,5,2,4,0,2,4000,"Crop farming/cultivation","Grade 7","Grade 7","Likely","Neither","Continue to farming",,,,,,,,,,,,,"",1080,5000,500,2000,1,0,0,0,0,0,3,2,0,"","No",,,,,,,,,,"","No","No","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No",,0,3000,0,0,"No",,,,,,,,,,
"28-05-99-59",2,6,4,3,2,5,6,8,2,5,0,2,100,"Crop farming/cultivation","Grade 9","Grade 7","Likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,8000,1000,4000,1,0,0,0,0,0,0,2,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No",,0,5000,0,0,"No",,,,,,,,,,
"78-33-63-09",1,0,5,5,5,5,8,9,4,6,4,10,500,"Crop farming/cultivation","No formal education","No formal education","Very likely","Neither","Continue to farming",,,,,,,,,,,,,"",1080,6,4,10,0,0,0,0,0,1,0,0,0,"","No",,,,,,,,,,"","Yes","No","No","No","No","No",,"No",,"No","No",,"No","No","No","No",,500,10000,1000,800,"No",,,,,,,,,,
"78-33-63-09",2,0,8,3,4,5,7,9,2,9,3,9,200,"Crop farming/cultivation","Grade 5","Grade 5","Maybe, maybe not","Neither","Continue to farming",,,,,,,,,,,,,"",1080,4,3,8,0,0,0,0,0,1,0,0,0,"","No",,,,,,,,,,"",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,600,7000,1000,1000,"No",,,,,,,,,,
"21-06-84-39",1,5,3,6,2,4,5,8,2,6,2,5,1000,"Crop farming/cultivation","Grade 7","No formal education","Likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,7,5,15,0,0,0,0,0,0,0,1,0,"","No",,,,,,,,,,"","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No",,20000,7000,5000,1000,"No",,,,,,,,,,
"21-06-84-39",2,3,0,5,6,6,4,6,3,6,3,5,15000,"Crop farming/cultivation","Grade 7","Grade 7","Likely","Satisfied","Continue to farming",,,,,,,,,,,,,"",1080,8,3,20,0,0,0,0,0,0,0,1,0,"","No",,,,,,,,,,"","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,15000,20000,20000,7000,"No",,,,,,,,,,
"96-45-29-81",2,3,5,5,3,4,4,9,3,8,1,5,600,"Crop farming/cultivation","Grade 7","Grade 7","Likely","dissatisfied","Continue to farming",,,,,,,,,,,,,"",1080,150,2,70,1,0,0,0,2,3,0,0,0,"","No",,,,,,,,,,"","Yes",,"No","No","No","No",,"No",,"No","No",,"No","No","No","No",,3000,10000,2000,0,"No",,,,,,,,,,
