interview__key,r_asset_own__id,ha0_1,ha0_2,ha0_3__0,ha0_3__1,ha0_4
"91-57-65-34","Simple Mobile Phone","1",2,"Yes",,"250"
"91-57-65-34","Building","1",2,"Yes",,"9000"
"91-57-65-34","Radio","1",1,"Yes",,"300"
"91-57-65-34","Living room furniture set","1",1,"Yes",,"2500"
"91-57-65-34","Plough","1",1,"Yes",,"900"
"91-57-65-34","Boats","1",2,"Yes",,"250"
"61-08-28-75","Simple Mobile Phone","2",2,"Yes",,"130"
"61-08-28-75","Building","1",1,"Yes",,"8000"
"61-08-28-75","Plough","1",1,"Yes",,"550"
"61-08-28-75","Solar panel","1",0,"Yes",,"150"
"08-98-76-07","Simple Mobile Phone","2",2,"Yes",,"I don't know"
"08-98-76-07","Bicycle","1",1,"Yes",,"I don't know"
"08-98-76-07","Building","2",1,"Yes",,"I don't know"
"08-98-76-07","Radio","2",2,"Yes",,"I don't know"
"08-98-76-07","Living room furniture set","1",1,"Yes",,"I don't know"
"08-98-76-07","Plastic chairs","3",3,"Yes",,"I don't know"
"08-98-76-07","Plough","1",1,"Yes",,"1500"
"08-98-76-07","Solar panel","2",2,"Yes",,"I don't know"
"07-58-78-17","Simple Mobile Phone","5",7,"Yes",,"250"
"07-58-78-17","Building","3",3,"Yes",,"7000"
"07-58-78-17","Radio","1",3,"Yes",,"250"
"07-58-78-17","Living room furniture set","1",1,"Yes",,"8000"
"07-58-78-17","Plough","2",2,"Yes",,"1500"
"07-58-78-17","Boats","1",2,"Yes",,"500"
"50-08-29-58","Simple Mobile Phone","3",3,,,"180"
"50-08-29-58","Building","1",1,"Yes",,"700"
"21-97-24-76","Simple Mobile Phone","3",3,"Yes",,"50"
"21-97-24-76","Building","2",1,"Yes",,"15000"
"21-97-24-76","Plastic chairs","6",6,"Yes",,"150"
"21-97-24-76","Solar panel","2",1,"Yes",,"2000"
"47-86-23-98","Building","1",1,"Yes",,"600"
"58-41-17-07","Simple Mobile Phone","1",1,"Yes",,"250"
"58-41-17-07","Building","1",1,"Yes",,"I don't know"
"27-41-68-88","Simple Mobile Phone","2",2,"Yes",,"I don't know"
"36-57-67-99","Building","1",1,"Yes",,"7000"
"36-57-67-99","Plough","1",1,"Yes",,"2500"
"14-01-18-55","Simple Mobile Phone","3",1,,,"200"
"14-01-18-55","Plastic chairs","5",5,"Yes",,"100"
"14-01-18-55","Plough","1",1,"Yes",,"1000"
"14-01-18-55","Solar panel","1",1,"Yes",,"1000"
"14-01-18-55","Battery bank","1",1,"Yes",,"1000"
"25-45-40-50","Simple Mobile Phone","1",2,"Yes",,"80"
"25-45-40-50","Solar panel","1",2,"Yes",,"500"
"28-45-95-92","Building","0",0,"Yes",,"I don't know"
"52-38-49-21","Simple Mobile Phone","1",1,"Yes",,"200"
"52-38-49-21","Plastic chairs","3",3,"Yes",,"80"
"52-38-49-21","Plough","1",1,"Yes",,"700"
"52-38-49-21","Solar panel","1",1,"Yes",,"600"
"59-05-06-39","Simple Mobile Phone","2",0,"Yes",,"200"
"59-05-06-39","Building","2",3,"Yes",,"3000"
"59-05-06-39","Plough","2",2,"Yes",,"2500"
"59-05-06-39","Solar panel","2",1,"Yes",,"50"
"07-23-34-26","Building","2",2,"Yes",,"I don't know"
"07-23-34-26","Radio","1",1,"Yes",,"120"
"74-55-33-17","Simple Mobile Phone","2",1,"Yes",,"80"
"74-55-33-17","Bicycle","1",1,"Yes",,"I don't know"
"74-55-33-17","Building","3",3,"Yes",,"500"
"74-55-33-17","Radio","1",1,"Yes",,"1000"
"74-55-33-17","Television","1",1,"Yes",,"2000"
"74-55-33-17","Plastic chairs","2",2,"Yes",,"100"
"74-55-33-17","Plough","1",1,"Yes",,"1000"
"74-55-33-17","Solar panel","1",3,"Yes",,"1000"
"63-06-38-69","Simple Mobile Phone","2",1,"Yes",,"200"
"63-06-38-69","Living room furniture set","1",1,,,"180"
"63-06-38-69","Plastic chairs","7",2,,,"65"
"63-06-38-69","Plough","1",1,"Yes",,"1200"
"05-74-67-92","Simple Mobile Phone","1",1,"Yes",,"250"
"05-74-67-92","Plastic chairs","3",6,"Yes",,"I don't know"
"05-74-67-92","Plough","2",1,"Yes",,"1000"
"05-74-67-92","Solar panel","1",1,"Yes",,"150"
"98-46-70-51","Simple Mobile Phone","2",2,"Yes",,"100"
"98-46-70-51","Building","1",1,"Yes",,"1000"
"98-46-70-51","Television","1",1,"Yes",,"2000"
"98-46-70-51","Living room furniture set","1",1,"Yes",,"3000"
"98-46-70-51","Plough","1",1,"Yes",,"1000"
"98-46-70-51","Solar panel","1",1,"Yes",,"500"
"36-97-15-03","Simple Mobile Phone","2",0,"Yes",,"200"
"36-97-15-03","Building","1",1,"Yes",,"5000"
"36-97-15-03","Plastic chairs","6",8,"Yes",,"300"
"36-97-15-03","Plough","1",2,"Yes",,"1400"
"31-20-72-58","Simple Mobile Phone","1",1,"Yes",,"250"
"31-20-72-58","Building","1",1,"Yes",,"1500"
"31-20-72-58","Plastic chairs","3",3,"Yes",,"75"
"59-12-76-31","Simple Mobile Phone","3",4,"Yes",,"200"
"59-12-76-31","Smart Phone","1",2,"Yes",,"2500"
"59-12-76-31","Bicycle","1",1,"Yes",,"500"
"59-12-76-31","Building","1",1,"Yes",,"10000"
"59-12-76-31","Radio","1",1,"Yes",,"1500"
"59-12-76-31","Living room furniture set","1",1,"Yes",,"450"
"59-12-76-31","Plough","1",1,"Yes",,"1000"
"59-12-76-31","Solar panel","1",1,"Yes",,"3000"
"07-54-13-18","Simple Mobile Phone","1",2,,,"200"
"07-54-13-18","Building","1",1,"Yes",,"4500"
"07-54-13-18","Radio","1",1,"Yes",,"300"
"07-54-13-18","Plough","3",3,"Yes",,"2500"
"07-54-13-18","Solar panel","1",1,"Yes",,"1000"
"84-52-73-65","Simple Mobile Phone","1",1,"Yes",,"I don't know"
"84-52-73-65","Plastic chairs","3",3,"Yes",,"I don't know"
"84-52-73-65","Plough","1",1,"Yes",,"I don't know"
"84-52-73-65","Solar panel","1",0,"Yes",,"I don't know"
"85-09-03-91","Simple Mobile Phone","2",2,"Yes",,"200"
"85-09-03-91","Radio","1",1,"Yes",,"I don't know"
"85-09-03-91","Plough","1",1,"Yes",,"I don't know"
"85-09-03-91","Solar panel","1",1,"Yes",,"I don't know"
"56-01-39-00","Building","1",1,"Yes",,"800"
"56-01-39-00","Plough","1",1,"Yes",,"1000"
"56-01-39-00","Boats","1",1,"Yes",,"500"
"69-33-88-72","Plough","1",1,"Yes",,"I don't know"
"26-09-67-07","Simple Mobile Phone","1",2,,,"110"
"26-09-67-07","Radio","1",0,"Yes",,"500"
"26-09-67-07","Television","1",0,"Yes",,"I don't know"
"26-09-67-07","Plastic chairs","5",2,,,"60"
"69-39-81-14","Simple Mobile Phone","1",2,"Yes",,"250"
"69-39-81-14","Building","1",1,"Yes",,"500"
"00-76-43-47","Simple Mobile Phone","1",0,,,"150"
"00-76-43-47","Building","1",1,"Yes",,"450"
"29-40-24-48","Simple Mobile Phone","2",1,"Yes",,"I don't know"
"29-40-24-48","Building","1",1,"Yes",,"I don't know"
"29-40-24-48","Plastic chairs","2",2,"Yes",,"I don't know"
"29-40-24-48","Solar panel","1",1,"Yes",,"I don't know"
"79-00-21-46","Simple Mobile Phone","2",2,"Yes",,"150"
"79-00-21-46","Radio","1",1,"Yes",,"200"
"79-00-21-46","Television","1",1,"Yes",,"450"
"79-00-21-46","Living room furniture set","1",0,"Yes",,"5000"
"79-00-21-46","Solar panel","2",3,"Yes",,"600"
"79-00-21-46","Battery bank","1",1,"Yes",,"300"
"45-00-04-40","Plough","1",1,"Yes",,"I don't know"
"22-15-19-43","Building","1",1,"Yes",,"I don't know"
"09-01-21-24","Building","1",1,"Yes",,"I don't know"
"28-05-99-59","Simple Mobile Phone","1",1,"Yes",,"150"
"28-05-99-59","Building","1",1,"Yes",,"500"
"78-33-63-09","Simple Mobile Phone","2",2,"Yes",,"I don't know"
"78-33-63-09","Building","2",2,"Yes",,"I don't know"
"78-33-63-09","Living room furniture set","1",1,"Yes",,"I don't know"
"78-33-63-09","Plough","1",1,"Yes",,"I don't know"
"21-06-84-39","Simple Mobile Phone","1",1,"Yes",,"150"
"21-06-84-39","Building","1",1,"Yes",,"10000"
"21-06-84-39","Plastic chairs","4",2,"Yes",,"100"
"96-45-29-81","Simple Mobile Phone","1",2,,,"250"
"96-45-29-81","Building","1",1,"Yes",,"300"
"96-45-29-81","Plastic chairs","2",4,"Yes",,"20"
"96-45-29-81","Plough","1",0,"Yes",,"600"
"82-78-33-54","Simple Mobile Phone","1",1,"Yes",,"150"
"82-78-33-54","Building","1",1,"Yes",,"2000"
"82-78-33-54","Plastic chairs","2",4,"Yes",,"50"
"01-53-98-85","Simple Mobile Phone","1",1,"Yes",,"100"
"01-53-98-85","Building","1",1,"Yes",,"I don't know"
"15-34-27-17","Simple Mobile Phone","2",2,"Yes",,"I don't know"
"15-34-27-17","Building","1",1,"Yes",,"I don't know"
"15-34-27-17","Plastic chairs","4",4,"Yes",,"I don't know"
"84-32-88-02","Simple Mobile Phone","1",1,"Yes",,"130"
"84-32-88-02","Building","1",1,"Yes",,"I don't know"
"02-43-89-26","Simple Mobile Phone","2",2,"Yes",,"200"
"02-43-89-26","Plastic chairs","3",3,"Yes",,"75"
"02-43-89-26","Plough","1",1,"Yes",,"700"
"36-62-21-63","Building","1",1,"Yes",,"I don't know"
"98-63-71-97","Simple Mobile Phone","3",3,"Yes",,"150"
"98-63-71-97","Building","2",1,"Yes",,"1000"
"98-63-71-97","Radio","1",1,"Yes",,"1000"
"98-63-71-97","Television","1",1,"Yes",,"1000"
"98-63-71-97","Living room furniture set","1",1,"Yes",,"500"
"98-63-71-97","Plastic chairs","2",2,"Yes",,"70"
"98-63-71-97","Plough","1",1,"Yes",,"70"
"98-63-71-97","Solar panel","1",1,"Yes",,"1000"
"98-63-71-97","Battery bank","1",1,"Yes",,"1000"
"07-88-71-07","Simple Mobile Phone","1",2,"Yes",,"200"
"07-88-71-07","Radio","1",1,"Yes",,"250"
"07-88-71-07","Plastic chairs","1",2,"Yes",,"90"
"07-88-71-07","Plough","1",1,"Yes",,"2000"
"07-88-71-07","Solar panel","1",1,"Yes",,"250"
"18-07-56-01","Building","1",1,"Yes",,"I don't know"
"18-07-56-01","Plough","1",1,"Yes",,"I don't know"
"76-16-53-82","Building","1",1,"Yes",,"500"
"36-91-65-20","Building","1",1,"Yes",,"500"
"36-91-65-20","Plastic chairs","1",1,"Yes",,"50"
"22-29-07-01","Simple Mobile Phone","1",2,"Yes",,"280"
"22-29-07-01","Building","1",1,"Yes",,"20000"
"22-29-07-01","Radio","1",1,"Yes",,"300"
"22-29-07-01","Television","1",1,"Yes",,"600"
"22-29-07-01","Plastic chairs","2",0,"Yes",,"50"
"22-29-07-01","Solar panel","2",1,"Yes",,"800"
"22-29-07-01","Battery bank","1",0,"Yes",,"1000"
"37-39-06-63","Simple Mobile Phone","1",1,"Yes",,"100"
"37-39-06-63","Building","1",1,"Yes",,"I don't know"
"37-39-06-63","Solar panel","1",0,"Yes",,"50"
"17-95-97-27","Simple Mobile Phone","3",3,"Yes",,"150"
"17-95-97-27","Building","1",1,"Yes",,"I don't know"
"17-95-97-27","Living room furniture set","4",4,"Yes",,"I don't know"
"92-61-03-62","Simple Mobile Phone","1",2,"Yes",,"50"
"92-61-03-62","Building","1",1,"Yes",,"I don't know"
"92-61-03-62","Radio","1",1,"Yes",,"400"
"92-61-03-62","Solar panel","1",1,"Yes",,"I don't know"
"02-86-94-14","Simple Mobile Phone","1",2,"Yes",,"I don't know"
"02-86-94-14","Building","1",1,"Yes",,"I don't know"
"02-86-94-14","Boats","1",0,"Yes",,"I don't know"
"26-53-37-24","Simple Mobile Phone","2",1,,,"250"
"26-53-37-24","Smart Phone","2",1,"Yes",,"700"
"26-53-37-24","Bicycle","2",1,"Yes",,"2800"
"26-53-37-24","Building","1",1,"Yes",,"20000"
"26-53-37-24","Radio","1",2,"Yes",,"400"
"26-53-37-24","Television","1",1,"Yes",,"3000"
"26-53-37-24","Plastic chairs","6",4,"Yes",,"100"
"26-53-37-24","Plough","1",1,"Yes",,"1200"
"26-53-37-24","Solar panel","2",1,"Yes",,"2200"
"26-53-37-24","Battery bank","2",1,"Yes",,"800"
"73-57-99-74","Simple Mobile Phone","1",1,,,"150"
"73-57-99-74","Smart Phone","3",2,"Yes",,"2000"
"73-57-99-74","Building","1",1,"Yes",,"5000"
"73-57-99-74","Freezer","1",1,"Yes",,"5000"
"73-57-99-74","Radio","1",1,"Yes",,"1500"
"73-57-99-74","Television","1",1,"Yes",,"1500"
"73-57-99-74","Computer- laptop or desktop","1",1,"Yes",,"7000"
"73-57-99-74","Living room furniture set","1",1,"Yes",,"3500"
"73-57-99-74","Plastic chairs","4",4,"Yes",,"50"
"73-57-99-74","Solar panel","1",1,"Yes",,"1500"
"73-57-99-74","Battery bank","2",3,"Yes",,"9000"
"49-29-23-58","Simple Mobile Phone","1",1,"Yes",,"150"
"49-29-23-58","Building","1",1,"Yes",,"1000"
"49-29-23-58","Plastic chairs","4",3,"Yes",,"60"
"49-29-23-58","Plough","1",1,"Yes",,"500"
"49-29-23-58","Solar panel","1",1,"Yes",,"300"
"71-13-07-75","Smart Phone","2",2,"Yes",,"150"
"71-13-07-75","Building","1",1,"Yes",,"1000"
"71-13-07-75","Television","1",1,"Yes",,"Refused to answer"
"71-13-07-75","Living room furniture set","1",1,"Yes",,"1000"
"71-13-07-75","Plastic chairs","3",3,"Yes",,"80"
"71-13-07-75","Plough","1",1,"Yes",,"1000"
"71-13-07-75","Farm tractor / machinery","1",0,"Yes",,"I don't know"
"71-13-07-75","Solar panel","1",1,"Yes",,"500"
"71-13-07-75","Battery bank","1",1,"Yes",,"500"
"19-53-43-56","Building","1",1,"Yes",,"10000"
"57-61-80-20","Simple Mobile Phone","3",1,"Yes",,"100"
"57-61-80-20","Building","3",2,"Yes",,"2500"
"57-61-80-20","Plastic chairs","2",2,"Yes",,"I don't know"
"66-47-36-80","Simple Mobile Phone","1",2,"Yes",,"50"
"66-47-36-80","Bicycle","1",1,"Yes",,"500"
"66-47-36-80","Building","1",1,"Yes",,"1500"
"66-47-36-80","Living room furniture set","1",1,"Yes",,"50"
"66-47-36-80","Solar panel","1",1,"Yes",,"400"
"55-47-02-66","Simple Mobile Phone","2",2,"Yes",,"I don't know"
"55-47-02-66","Building","1",1,"Yes",,"I don't know"
"55-47-02-66","Plastic chairs","1",0,"Yes",,"I don't know"
"55-47-02-66","Solar panel","1",0,"Yes",,"I don't know"
"69-74-76-81","Simple Mobile Phone","2",3,"Yes",,"I don't know"
"69-74-76-81","Building","1",1,"Yes",,"I don't know"
"69-74-76-81","Radio","1",1,"Yes",,"I don't know"
"25-51-33-57","Simple Mobile Phone","1",1,"Yes",,"200"
"25-51-33-57","Plastic chairs","7",8,"Yes",,"80"
"25-51-33-57","Plough","1",1,"Yes",,"500"
"99-83-71-81","Simple Mobile Phone","1",1,"Yes",,"200"
"99-83-71-81","Building","1",1,"Yes",,"150"
"99-83-71-81","Plough","1",0,"Yes",,"500"
"30-46-44-49","Smart Phone","3",3,"Yes",,"3500"
"30-46-44-49","Motor vehicle","1",1,,,"80000"
"30-46-44-49","Building","1",1,,,"15000"
"30-46-44-49","Freezer","1",1,,,"10000"
"30-46-44-49","Radio","1",1,,,"7000"
"30-46-44-49","Television","1",1,,,"3500"
"30-46-44-49","Computer- laptop or desktop","1",1,,,"4000"
"30-46-44-49","Living room furniture set","1",1,,,"9000"
"30-46-44-49","Wheelbarrow","1",1,,,"550"
"30-46-44-49","Solar panel","4",4,,,"6000"
"30-46-44-49","Battery bank","1",1,,,"100"
"03-30-12-96","Simple Mobile Phone","3",2,"Yes",,"150"
"03-30-12-96","Smart Phone","1",0,,,"700"
"03-30-12-96","Building","3",2,"Yes",,"1000"
"03-30-12-96","Solar panel","2",0,"Yes",,"100"
"35-16-22-13","Simple Mobile Phone","1",1,"Yes",,"100"
"96-28-28-46","Simple Mobile Phone","3",2,"Yes",,"100"
"96-28-28-46","Building","1",1,"Yes",,"I don't know"
"96-28-28-46","Radio","1",1,"Yes",,"150"
"96-28-28-46","Television","1",1,"Yes",,"450"
"96-28-28-46","Plough","1",2,"Yes",,"170"
"96-28-28-46","Solar panel","1",1,"Yes",,"1500"
"10-32-26-69","Simple Mobile Phone","3",5,"Yes",,"250"
"10-32-26-69","Bicycle","1",1,"Yes",,"100"
"10-32-26-69","Building","1",1,"Yes",,"3000"
"10-32-26-69","Radio","1",1,"Yes",,"280"
"10-32-26-69","Television","1",1,"Yes",,"700"
"10-32-26-69","Living room furniture set","1",1,"Yes",,"500"
"10-32-26-69","Plastic chairs","6",6,"Yes",,"80"
"10-32-26-69","Plough","1",1,"Yes",,"300"
"10-32-26-69","Wheelbarrow","1",1,"Yes",,"60"
"10-32-26-69","Boats","1",1,"Yes",,"20"
"10-32-26-69","Solar panel","1",1,"Yes",,"250"
"68-75-69-07","Simple Mobile Phone","1",1,"Yes",,"I don't know"
"68-75-69-07","Bicycle","1",1,"Yes",,"300"
"68-75-69-07","Building","2",2,"Yes",,"I don't know"
"02-58-63-69","Living room furniture set","1",1,"Yes",,"150"
"58-12-98-10","Simple Mobile Phone","2",1,"Yes",,"150"
"58-12-98-10","Plastic chairs","2",2,"Yes",,"30"
"58-12-98-10","Plough","1",1,"Yes",,"500"
"22-68-19-10","Simple Mobile Phone","1",2,"Yes",,"150"
"22-68-19-10","Building","1",1,"Yes",,"I don't know"
"22-68-19-10","Radio","1",1,"Yes",,"200"
"21-29-11-98","Simple Mobile Phone","2",1,,,"I don't know"
"21-29-11-98","Building","1",1,"Yes",,"I don't know"
"21-29-11-98","Plastic chairs","1",4,"Yes",,"I don't know"
"06-11-50-44","Simple Mobile Phone","1",1,"Yes",,"100"
"06-11-50-44","Building","1",1,"Yes",,"I don't know"
"06-11-50-44","Radio","1",1,"Yes",,"300"
"06-11-50-44","Plastic chairs","2",2,"Yes",,"150"
"06-11-50-44","Plough","1",1,"Yes",,"200"
"38-44-09-59","Simple Mobile Phone","1",1,"Yes",,"I don't know"
"81-45-35-86","Plastic chairs","2",0,,,"I don't know"
"83-11-66-41","Simple Mobile Phone","1",1,,,"I don't know"
"83-11-66-41","Building","1",1,"Yes",,"I don't know"
"83-11-66-41","Radio","1",1,"Yes",,"I don't know"
"83-11-66-41","Solar panel","1",0,"Yes",,"I don't know"
"45-34-02-51","Building","1",1,"Yes",,"1000"
"26-37-15-28","Simple Mobile Phone","1",2,,,"200"
"26-37-15-28","Building","2",2,"Yes",,"I don't know"
"26-37-15-28","Radio","1",1,"Yes",,"1000"
"26-37-15-28","Plastic chairs","4",0,,,"190"
"73-50-61-74","Simple Mobile Phone","1",1,,,"120"
"73-50-61-74","Building","1",1,"Yes",,"10000"
"73-50-61-74","Solar panel","1",0,,,"50"
"58-09-34-36","Building","2",2,"Yes",,"500"
"94-78-30-89","Simple Mobile Phone","5",2,,,"200"
"94-78-30-89","Smart Phone","2",1,"Yes",,"1500"
"94-78-30-89","Bicycle","4",2,,,"2000"
"94-78-30-89","Building","1",1,"Yes",,"30000"
"94-78-30-89","Television","1",1,"Yes",,"5000"
"94-78-30-89","Living room furniture set","1",1,"Yes",,"3000"
"94-78-30-89","Plastic chairs","1",4,"Yes",,"150"
"94-78-30-89","Plough","1",1,"Yes",,"2000"
"94-78-30-89","Solar panel","1",1,"Yes",,"800"
"94-78-30-89","Battery bank","1",1,"Yes",,"5000"
"97-62-61-29","Simple Mobile Phone","1",2,"Yes",,"150"
"97-62-61-29","Building","1",1,"Yes",,"250"
"97-62-61-29","Solar panel","1",0,"Yes",,"100"
"16-35-49-05","Simple Mobile Phone","2",0,,,"120"
"16-35-49-05","Building","1",1,"Yes",,"800"
"16-35-49-05","Boats","1",0,"Yes",,"1000"
"16-35-49-05","Solar panel","1",0,"Yes",,"200"
"18-48-69-27","Simple Mobile Phone","1",1,"Yes",,"150"
"18-48-69-27","Building","2",2,"Yes",,"1000"
"18-48-69-27","Plough","1",1,"Yes",,"800"
"18-48-69-27","Solar panel","1",1,"Yes",,"1200"
"30-61-23-28","Simple Mobile Phone","1",3,"Yes",,"150"
"30-61-23-28","Building","1",1,"Yes",,"2000"
"91-09-11-51","Simple Mobile Phone","1",1,"Yes",,"150"
"91-09-11-51","Building","2",2,"Yes",,"500"
"91-09-11-51","Plough","1",1,"Yes",,"I don't know"
"03-15-59-01","Simple Mobile Phone","1",3,"Yes",,"150"
"03-15-59-01","Smart Phone","1",2,,,"1000"
"03-15-59-01","Bicycle","1",1,,,"1500"
"03-15-59-01","Building","1",2,"Yes",,"15000"
"03-15-59-01","Radio","1",1,"Yes",,"1500"
"03-15-59-01","Television","1",2,"Yes",,"2000"
"03-15-59-01","Living room furniture set","1",1,"Yes",,"3000"
"03-15-59-01","Plough","1",1,,,"2500"
"03-15-59-01","Solar panel","1",1,"Yes",,"2000"
"51-88-98-79","Simple Mobile Phone","1",3,"Yes",,"150"
"51-88-98-79","Smart Phone","1",2,,,"1000"
"51-88-98-79","Motor vehicle","1",1,"Yes",,"35000"
"51-88-98-79","Bicycle","1",1,"Yes",,"1000"
"51-88-98-79","Building","2",2,"Yes",,"8000"
"51-88-98-79","Radio","1",1,"Yes",,"2000"
"51-88-98-79","Television","1",2,"Yes",,"2500"
"51-88-98-79","Living room furniture set","1",1,"Yes",,"5000"
"51-88-98-79","Plough","1",1,"Yes",,"1500"
"51-88-98-79","Boats","1",2,"Yes",,"1500"
"51-88-98-79","Solar panel","3",3,"Yes",,"4000"
"38-99-58-33","Simple Mobile Phone","2",2,"Yes",,"150"
"38-99-58-33","Building","1",1,"Yes",,"3500"
"38-99-58-33","Television","1",1,"Yes",,"2500"
"38-99-58-33","Living room furniture set","1",1,"Yes",,"3000"
"38-99-58-33","Plastic chairs","1",6,"Yes",,"25"
"38-99-58-33","Plough","1",2,"Yes",,"1000"
"38-99-58-33","Solar panel","1",1,"Yes",,"700"
"73-78-76-86","Simple Mobile Phone","1",2,"Yes",,"80"
"73-78-76-86","Building","1",1,"Yes",,"10000"
"73-78-76-86","Plastic chairs","3",3,"Yes",,"70"
"73-78-76-86","Plough","1",1,"Yes",,"500"
"73-78-76-86","Solar panel","1",1,"Yes",,"200"
"16-76-51-56","Building","1",1,"Yes",,"500"
"34-75-99-64","Simple Mobile Phone","1",1,"Yes",,"200"
"34-75-99-64","Building","2",2,"Yes",,"1500"
"03-36-35-32","Simple Mobile Phone","1",1,"Yes",,"100"
"03-36-35-32","Building","1",1,"Yes",,"I don't know"
"03-36-35-32","Plastic chairs","1",0,"Yes",,"100"
"03-36-35-32","Solar panel","1",0,"Yes",,"100"
"66-74-25-56","Simple Mobile Phone","2",1,"Yes",,"280"
"66-74-25-56","Bicycle","1",0,"Yes",,"3500"
"66-74-25-56","Building","2",3,"Yes",,"5500"
"66-74-25-56","Plough","1",0,"Yes",,"1800"
"80-48-62-68","Smart Phone","1",2,,,"150"
"80-48-62-68","Bicycle","1",0,"Yes",,"1000"
"80-48-62-68","Building","2",2,"Yes",,"I don't know"
"80-48-62-68","Plough","1",1,"Yes",,"I don't know"
"67-59-61-49","Smart Phone","1",1,"Yes",,"150"
"67-59-61-49","Plastic chairs","3",3,"Yes",,"80"
"23-88-68-38","Simple Mobile Phone","5",3,"Yes",,"150"
"23-88-68-38","Bicycle","2",2,"Yes",,"2000"
"23-88-68-38","Building","2",1,"Yes",,"10000"
"23-88-68-38","Radio","2",2,"Yes",,"1000"
"23-88-68-38","Television","2",2,"Yes",,"2500"
"23-88-68-38","Living room furniture set","1",1,"Yes",,"3000"
"23-88-68-38","Plastic chairs","4",6,"Yes",,"80"
"23-88-68-38","Plough","2",2,"Yes",,"800"
"23-88-68-38","Solar panel","2",2,"Yes",,"2000"
"24-58-49-24","Simple Mobile Phone","1",1,"Yes",,"100"
"24-58-49-24","Building","1",1,"Yes",,"500"
"27-73-91-69","Building","1",1,"Yes",,"I don't know"
"88-41-94-49","Simple Mobile Phone","1",1,"Yes",,"I don't know"
"88-41-94-49","Motor vehicle","1",0,"Yes",,"I don't know"
"88-41-94-49","Building","1",1,"Yes",,"I don't know"
"88-41-94-49","Radio","1",1,"Yes",,"I don't know"
"88-41-94-49","Plastic chairs","5",3,"Yes",,"I don't know"
"83-47-45-70","Building","1",1,"Yes",,"500"
"85-25-38-04","Building","2",1,"Yes",,"I don't know"
"99-72-02-18","Simple Mobile Phone","1",1,"Yes",,"100"
"99-72-02-18","Building","1",0,"Yes",,"6000"
"99-72-02-18","Plastic chairs","1",5,"Yes",,"50"
"76-93-76-77","Building","1",1,"Yes",,"5000"
"25-81-57-24","Simple Mobile Phone","1",0,,,"250"
"25-81-57-24","Smart Phone","3",2,"Yes",,"3000"
"25-81-57-24","Living room furniture set","1",1,"Yes",,"I don't know"
"25-81-57-24","Plastic chairs","2",2,"Yes",,"I don't know"
"25-81-57-24","Solar panel","1",1,"Yes",,"I don't know"
"18-66-56-26","Building","1",1,"Yes",,"I don't know"
"38-35-03-16","Simple Mobile Phone","2",1,"Yes",,"200"
"38-35-03-16","Building","1",1,"Yes",,"I don't know"
"38-35-03-16","Plastic chairs","2",4,"Yes",,"I don't know"
"06-72-27-90","Simple Mobile Phone","2",5,"Yes",,"100"
"06-72-27-90","Building","1",1,"Yes",,"15000"
"06-72-27-90","Radio","1",1,"Yes",,"2000"
"06-72-27-90","Television","1",1,"Yes",,"700"
"06-72-27-90","Living room furniture set","1",1,"Yes",,"1500"
"06-72-27-90","Plough","2",2,"Yes",,"1000"
"06-72-27-90","Wheelbarrow","1",1,"Yes",,"1000"
"06-72-27-90","Solar panel","1",1,"Yes",,"2500"
"06-72-27-90","Battery bank","1",1,"Yes",,"1000"
"10-09-48-91","Building","1",1,"Yes",,"5000"
"89-20-17-64","Simple Mobile Phone","1",3,,,"200"
"89-20-17-64","Bicycle","1",1,"Yes",,"800"
"89-20-17-64","Building","2",2,"Yes",,"10000"
"89-20-17-64","Radio","1",4,"Yes",,"700"
"89-20-17-64","Television","1",2,"Yes",,"500"
"89-20-17-64","Living room furniture set","1",1,"Yes",,"700"
"89-20-17-64","Plough","2",2,"Yes",,"1500"
"89-20-17-64","Wheelbarrow","1",2,"Yes",,"600"
"89-20-17-64","Boats","1",3,"Yes",,"2000"
"89-20-17-64","Solar panel","1",4,"Yes",,"900"
"61-30-29-22","Simple Mobile Phone","1",1,"Yes",,"150"
"61-30-29-22","Bicycle","1",1,"Yes",,"700"
"61-30-29-22","Building","3",1,"Yes",,"20000"
"61-30-29-22","Living room furniture set","1",1,"Yes",,"2500"
"61-30-29-22","Plastic chairs","2",5,"Yes",,"50"
"61-30-29-22","Plough","1",1,"Yes",,"2000"
"61-30-29-22","Solar panel","1",1,"Yes",,"1500"
"32-64-82-60","Simple Mobile Phone","1",0,"Yes",,"150"
"32-64-82-60","Building","2",1,"Yes",,"I don't know"
"05-69-71-03","Simple Mobile Phone","3",5,,,"250"
"05-69-71-03","Bicycle","1",3,,,"700"
"05-69-71-03","Building","1",2,"Yes",,"3000"
"05-69-71-03","Radio","1",2,,,"4000"
"05-69-71-03","Plastic chairs","6",12,"Yes",,"70"
"05-69-71-03","Plough","1",1,"Yes",,"900"
"62-54-48-69","Simple Mobile Phone","1",0,"Yes",,"120"
"62-54-48-69","Building","3",1,"Yes",,"800"
"62-54-48-69","Plastic chairs","2",0,,,"80"
"62-54-48-69","Plough","1",0,,,"1000"
"40-71-41-17","Building","2",2,"Yes",,"I don't know"
"59-04-18-69","Simple Mobile Phone","2",5,,,"120"
"59-04-18-69","Bicycle","1",1,"Yes",,"800"
"59-04-18-69","Building","1",1,"Yes",,"5000"
