interview__key,markt_output_dist,markt_input_dist,markt_buyer,markt_buyer_oth,crop_contract,contract_crop,input_access_subsidy,subsidy_type__1,subsidy_type__2,subsidy_type__3,subsidy_type__4,subsidy_supplier__1,subsidy_supplier__2,subsidy_supplier__3,subsidy_supplier__96,subsidy_supplier__n888,subsidy_supplier__n999,subsidy_supplier_oth
"88-51-36-66",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"88-12-77-50",,,,"",,"",,,,,,,,,,,,
"17-63-55-71",,,,"",,"",,,,,,,,,,,,
"08-89-64-68",,,,"",,"",,,,,,,,,,,,
"40-29-00-57",,,,"",,"",,,,,,,,,,,,
"86-10-11-11",,,,"",,"",,,,,,,,,,,,
"80-48-57-31",,,,"",,"",,,,,,,,,,,,
"03-33-65-79",,,,"",,"",,,,,,,,,,,,
"86-28-43-28",,,,"",,"",,,,,,,,,,,,
"95-58-64-05",,,,"",,"",,,,,,,,,,,,
"51-45-88-78",,,,"",,"",,,,,,,,,,,,
"90-62-42-39",,,,"",,"",,,,,,,,,,,,
"71-64-26-40",,,,"",,"",,,,,,,,,,,,
"81-24-00-67",,,,"",,"",,,,,,,,,,,,
"12-70-32-30",,,,"",,"",,,,,,,,,,,,
"82-97-70-37",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"62-46-14-70",,,,"",,"",,,,,,,,,,,,
"71-10-70-44",,,,"",,"",,,,,,,,,,,,
"72-64-30-28",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"13-26-76-47",,,,"",,"",,,,,,,,,,,,
"49-80-23-99",,,,"",,"",,,,,,,,,,,,
"86-00-13-77",,,,"",,"",,,,,,,,,,,,
"48-57-10-38",,,,"",,"",,,,,,,,,,,,
"69-84-94-36",,,,"",,"",,,,,,,,,,,,
"18-54-82-39",,,,"",,"",,,,,,,,,,,,
"72-38-29-03",,,,"",,"",,,,,,,,,,,,
"20-35-14-07",,,,"",,"",,,,,,,,,,,,
"80-76-98-64",,,,"",,"",,,,,,,,,,,,
"46-71-82-60",,,,"",,"",,,,,,,,,,,,
"24-76-27-27",,,,"",,"",,,,,,,,,,,,
"85-49-52-94",1,2,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"41-14-53-27",,,,"",,"",,,,,,,,,,,,
"19-25-83-42",,,,"",,"",,,,,,,,,,,,
"52-70-09-40",,,,"",,"",,,,,,,,,,,,
"14-14-61-40",,,,"",,"",,,,,,,,,,,,
"79-24-47-25",,,,"",,"",,,,,,,,,,,,
"98-74-77-48",,,,"",,"",,,,,,,,,,,,
"45-71-76-98",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"07-23-89-71",,,,"",,"",,,,,,,,,,,,
"05-94-07-12",,,,"",,"",,,,,,,,,,,,
"58-90-20-54",,,,"",,"",,,,,,,,,,,,
"50-03-32-43",,,,"",,"",,,,,,,,,,,,
"62-49-02-44",,,,"",,"",,,,,,,,,,,,
"75-29-94-40",1,3,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
