interview__key,r_members__id,decision_code,decision_label,decision_maker_1,decision_maker_2,decision_maker_3,decision_maker_4,decision_maker_5,decision_maker_6,decision_maker_7,decision_maker_8,decision_maker_9,decision_maker_10
"31-99-53-07",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"31-99-53-07",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"31-99-53-07",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"31-99-53-07",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"31-99-53-07",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"31-99-53-07",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"31-99-53-07",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"31-99-53-07",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"31-99-53-07",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"31-99-53-07",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"31-99-53-07",1,"weai_21","Use of Land",1,,,,,,,,,
"48-93-31-20",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,,,,,,
"48-93-31-20",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,,,,,,
"48-93-31-20",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,,,,,,
"48-93-31-20",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,,,,,,
"48-93-31-20",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"48-93-31-20",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"48-93-31-20",2,"weai_12","How Much Money to Spend on Food?",2,,,,,,,,,
"48-93-31-20",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"48-93-31-20",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"48-93-31-20",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"48-93-31-20",2,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"48-93-31-20",2,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"48-93-31-20",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"48-93-31-20",2,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"48-93-31-20",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"48-93-31-20",2,"weai_21","Use of Land",1,,,,,,,,,
"87-13-21-98",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"87-13-21-98",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"87-13-21-98",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"87-13-21-98",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"87-13-21-98",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"87-13-21-98",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"87-13-21-98",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"87-13-21-98",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"87-13-21-98",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"87-13-21-98",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"87-13-21-98",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"87-13-21-98",1,"weai_21","Use of Land",1,,,,,,,,,
"55-27-15-85",3,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,,,,,,
"55-27-15-85",3,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",2,3,,,,,,,,
"55-27-15-85",3,"weai_8","The Use of Large Livestock (Cattle, Donkey)",2,3,,,,,,,,
"55-27-15-85",3,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",2,3,,,,,,,,
"55-27-15-85",3,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",2,3,,,,,,,,
"55-27-15-85",3,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",2,3,,,,,,,,
"55-27-15-85",3,"weai_12","How Much Money to Spend on Food?",3,,,,,,,,,
"55-27-15-85",3,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",2,3,,,,,,,,
"55-27-15-85",3,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",3,,,,,,,,,
"55-27-15-85",3,"weai_15","Purchase and Sale of Land and Houses?",2,3,,,,,,,,
"55-27-15-85",3,"weai_16","Expenditure on Children's Education",3,,,,,,,,,
"55-27-15-85",3,"weai_17","How to Allocate Remittances",3,,,,,,,,,
"55-27-15-85",3,"weai_18","Whether to Borrow Money and How Much to Borrow?",3,,,,,,,,,
"55-27-15-85",3,"weai_19","Whether They Attend a Training or Seminar",3,,,,,,,,,
"55-27-15-85",3,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",3,,,,,,,,,
"55-27-15-85",3,"weai_21","Use of Land",2,3,,,,,,,,
"59-41-96-68",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",2,,,,,,,,,
"59-41-96-68",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,3,4,,,,,,
"59-41-96-68",1,"weai_12","How Much Money to Spend on Food?",2,,,,,,,,,
"59-41-96-68",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"59-41-96-68",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,3,4,,,,,,
"59-41-96-68",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,3,4,,,,,,
"59-41-96-68",1,"weai_16","Expenditure on Children's Education",1,2,3,,,,,,,
"59-41-96-68",1,"weai_17","How to Allocate Remittances",1,2,3,4,,,,,,
"59-41-96-68",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,3,4,,,,,,
"59-41-96-68",1,"weai_19","Whether They Attend a Training or Seminar",1,2,3,4,,,,,,
"59-41-96-68",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,3,4,,,,,,
"59-41-96-68",1,"weai_21","Use of Land",1,2,3,4,,,,,,
"22-18-88-41",1,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,2,,,,,,,,
"22-18-88-41",1,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,2,,,,,,,,
"22-18-88-41",1,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,2,,,,,,,,
"22-18-88-41",1,"weai_4","How Much Money to Spend on Farm Inputs?",1,2,,,,,,,,
"22-18-88-41",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,2,,,,,,,,
"22-18-88-41",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"22-18-88-41",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"22-18-88-41",1,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"22-18-88-41",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"22-18-88-41",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"22-18-88-41",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"22-18-88-41",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"22-18-88-41",1,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"22-18-88-41",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"22-18-88-41",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"22-18-88-41",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"22-18-88-41",1,"weai_21","Use of Land",1,2,,,,,,,,
"22-18-88-41",2,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,2,,,,,,,,
"22-18-88-41",2,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,2,,,,,,,,
"22-18-88-41",2,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,2,,,,,,,,
"22-18-88-41",2,"weai_4","How Much Money to Spend on Farm Inputs?",1,2,,,,,,,,
"22-18-88-41",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,2,,,,,,,,
"22-18-88-41",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"22-18-88-41",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"22-18-88-41",2,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"22-18-88-41",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"22-18-88-41",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"22-18-88-41",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"22-18-88-41",2,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"22-18-88-41",2,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"22-18-88-41",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"22-18-88-41",2,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"22-18-88-41",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"22-18-88-41",2,"weai_21","Use of Land",1,2,,,,,,,,
"24-64-78-21",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,,,,,,
"24-64-78-21",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,,,,,,
"24-64-78-21",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,,,,,,
"24-64-78-21",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,,,,,,
"24-64-78-21",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,3,4,,,,,,
"24-64-78-21",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,3,4,,,,,,
"24-64-78-21",2,"weai_12","How Much Money to Spend on Food?",1,2,3,4,,,,,,
"24-64-78-21",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"24-64-78-21",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,3,,,,,,,
"24-64-78-21",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,3,4,,,,,,
"24-64-78-21",2,"weai_16","Expenditure on Children's Education",1,2,3,4,,,,,,
"24-64-78-21",2,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"24-64-78-21",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"24-64-78-21",2,"weai_19","Whether They Attend a Training or Seminar",1,2,3,4,,,,,,
"24-64-78-21",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,3,4,,,,,,
"24-64-78-21",2,"weai_21","Use of Land",1,2,3,4,,,,,,
"24-64-78-21",4,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,,,,,,
"24-64-78-21",4,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,,,,,,
"24-64-78-21",4,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,,,,,,
"24-64-78-21",4,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,,,,,,
"24-64-78-21",4,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,3,4,,,,,,
"24-64-78-21",4,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",3,,,,,,,,,
"24-64-78-21",4,"weai_12","How Much Money to Spend on Food?",1,2,3,4,,,,,,
"24-64-78-21",4,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"24-64-78-21",4,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,3,4,,,,,,
"24-64-78-21",4,"weai_15","Purchase and Sale of Land and Houses?",1,2,3,4,,,,,,
"24-64-78-21",4,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"24-64-78-21",4,"weai_17","How to Allocate Remittances",1,2,3,4,,,,,,
"24-64-78-21",4,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"24-64-78-21",4,"weai_19","Whether They Attend a Training or Seminar",1,2,3,4,,,,,,
"24-64-78-21",4,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,3,4,,,,,,
"24-64-78-21",4,"weai_21","Use of Land",1,,,,,,,,,
"86-04-16-80",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"86-04-16-80",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"86-04-16-80",1,"weai_12","How Much Money to Spend on Food?",1,3,,,,,,,,
"86-04-16-80",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,3,,,,,,,,
"86-04-16-80",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,3,,,,,,,,
"86-04-16-80",1,"weai_15","Purchase and Sale of Land and Houses?",1,3,,,,,,,,
"86-04-16-80",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"86-04-16-80",1,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"86-04-16-80",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"86-04-16-80",1,"weai_19","Whether They Attend a Training or Seminar",1,3,,,,,,,,
"86-04-16-80",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,3,,,,,,,,
"86-04-16-80",1,"weai_21","Use of Land",1,3,,,,,,,,
"92-49-74-52",7,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,3,,,,,,,,
"92-49-74-52",7,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,3,,,,,,,,
"92-49-74-52",7,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,3,,,,,,,,
"92-49-74-52",7,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,3,,,,,,,,
"92-49-74-52",7,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,3,,,,,,,,
"92-49-74-52",7,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,3,,,,,,,,
"92-49-74-52",7,"weai_12","How Much Money to Spend on Food?",1,3,,,,,,,,
"92-49-74-52",7,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,3,,,,,,,,
"92-49-74-52",7,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,3,,,,,,,,
"92-49-74-52",7,"weai_15","Purchase and Sale of Land and Houses?",1,3,,,,,,,,
"92-49-74-52",7,"weai_16","Expenditure on Children's Education",1,3,,,,,,,,
"92-49-74-52",7,"weai_17","How to Allocate Remittances",1,3,,,,,,,,
"92-49-74-52",7,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,3,,,,,,,,
"92-49-74-52",7,"weai_19","Whether They Attend a Training or Seminar",1,3,,,,,,,,
"92-49-74-52",7,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,3,,,,,,,,
"92-49-74-52",7,"weai_21","Use of Land",1,3,,,,,,,,
"24-72-61-31",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"24-72-61-31",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"24-72-61-31",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"24-72-61-31",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"24-72-61-31",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"24-72-61-31",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"24-72-61-31",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"24-72-61-31",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"24-72-61-31",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"24-72-61-31",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"24-72-61-31",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"24-72-61-31",1,"weai_21","Use of Land",1,,,,,,,,,
"04-92-41-49",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"04-92-41-49",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"04-92-41-49",1,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"04-92-41-49",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"04-92-41-49",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"04-92-41-49",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"04-92-41-49",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"04-92-41-49",1,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"04-92-41-49",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"04-92-41-49",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"04-92-41-49",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"04-92-41-49",1,"weai_21","Use of Land",1,2,,,,,,,,
"04-92-41-49",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"04-92-41-49",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"04-92-41-49",2,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"04-92-41-49",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"04-92-41-49",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"04-92-41-49",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"04-92-41-49",2,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"04-92-41-49",2,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"04-92-41-49",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"04-92-41-49",2,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"04-92-41-49",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"04-92-41-49",2,"weai_21","Use of Land",1,2,,,,,,,,
"10-43-22-87",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"10-43-22-87",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"10-43-22-87",1,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"10-43-22-87",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"10-43-22-87",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"10-43-22-87",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"10-43-22-87",1,"weai_16","Expenditure on Children's Education",1,4,,,,,,,,
"10-43-22-87",1,"weai_17","How to Allocate Remittances",1,4,,,,,,,,
"10-43-22-87",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,4,,,,,,,,
"10-43-22-87",1,"weai_19","Whether They Attend a Training or Seminar",1,4,,,,,,,,
"10-43-22-87",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,4,,,,,,,,
"10-43-22-87",1,"weai_21","Use of Land",1,4,,,,,,,,
"79-05-50-27",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",2,,,,,,,,,
"79-05-50-27",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",2,,,,,,,,,
"79-05-50-27",1,"weai_12","How Much Money to Spend on Food?",2,,,,,,,,,
"79-05-50-27",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",2,,,,,,,,,
"79-05-50-27",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",2,,,,,,,,,
"79-05-50-27",1,"weai_15","Purchase and Sale of Land and Houses?",2,,,,,,,,,
"79-05-50-27",1,"weai_16","Expenditure on Children's Education",2,,,,,,,,,
"79-05-50-27",1,"weai_17","How to Allocate Remittances",2,,,,,,,,,
"79-05-50-27",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",2,,,,,,,,,
"79-05-50-27",1,"weai_19","Whether They Attend a Training or Seminar",2,,,,,,,,,
"79-05-50-27",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",2,,,,,,,,,
"79-05-50-27",1,"weai_21","Use of Land",2,,,,,,,,,
"27-16-23-86",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,,,,,,
"27-16-23-86",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,2,,,,,,,,
"27-16-23-86",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,2,,,,,,,,
"27-16-23-86",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,2,,,,,,,,
"27-16-23-86",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"27-16-23-86",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"27-16-23-86",2,"weai_12","How Much Money to Spend on Food?",2,,,,,,,,,
"27-16-23-86",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"27-16-23-86",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"27-16-23-86",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"27-16-23-86",2,"weai_16","Expenditure on Children's Education",2,,,,,,,,,
"27-16-23-86",2,"weai_17","How to Allocate Remittances",2,,,,,,,,,
"27-16-23-86",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"27-16-23-86",2,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"27-16-23-86",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"27-16-23-86",2,"weai_21","Use of Land",1,2,,,,,,,,
"12-61-67-91",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,3,,,,,,,
"12-61-67-91",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,3,,,,,,,
"12-61-67-91",1,"weai_12","How Much Money to Spend on Food?",1,2,3,,,,,,,
"12-61-67-91",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,3,,,,,,,
"12-61-67-91",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,3,,,,,,,
"12-61-67-91",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,3,,,,,,,
"12-61-67-91",1,"weai_16","Expenditure on Children's Education",1,2,3,,,,,,,
"12-61-67-91",1,"weai_17","How to Allocate Remittances",1,2,3,,,,,,,
"12-61-67-91",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"12-61-67-91",1,"weai_19","Whether They Attend a Training or Seminar",1,2,3,,,,,,,
"12-61-67-91",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"12-61-67-91",1,"weai_21","Use of Land",1,2,,,,,,,,
"58-55-75-07",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"58-55-75-07",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"58-55-75-07",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
