interview__key,r_members__id,food_special,food_groups__1,food_groups__2,food_groups__3,food_groups__4,food_groups__5,food_groups__6,food_groups__7,food_groups__8,food_groups__9,food_groups__10,food_groups__11,food_groups__12,food_groups__13,food_groups__14,food_groups__15,food_groups__16
"83-62-75-30",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes"
"83-62-75-30",3,"No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes"
"39-30-68-16",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes"
"39-30-68-16",2,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No"
"25-67-10-82",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"25-67-10-82",2,"Yes","Yes","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No"
"87-90-13-56",2,"Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes"
"87-90-13-56",3,"Yes","Yes",,"Yes","No","Yes","No","No","No","No","No",,"No","No","Yes","Yes","Yes"
"38-81-07-74",2,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No"
"38-81-07-74",6,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"29-17-63-12",2,"Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"09-87-36-18",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No"
"09-87-36-18",3,"No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No"
"37-47-43-04",3,"No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes"
"19-94-92-45",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No",,,"No","No"
"01-51-77-20",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No"
"01-51-77-20",6,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No"
"14-21-66-73",1,"No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes"
"10-12-38-23",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"06-71-23-79",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes"
"06-71-23-79",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes"
"09-86-92-43",1,"No","Yes",,,,,"Yes",,,,,,,,"Yes",,
"65-52-71-81",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes",,"No","No"
"65-52-71-81",2,"Yes","Yes","No","Yes","No","No","Yes","Yes",,,,,,"Yes","Yes","No","No"
"88-09-14-40",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes"
"88-09-14-40",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes"
"51-32-55-02",1,"No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes"
"51-32-55-02",2,"No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No",,"Yes",
"25-85-18-57",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"25-85-18-57",3,"Yes","Yes",,"Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No"
"08-01-73-79",2,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"08-01-73-79",4,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"30-31-42-54",1,"No","Yes","No","Yes","No","No","No","No","No","No",,,"No","Yes","No","No","No"
"30-31-42-54",3,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"59-41-41-82",2,"Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes"
"86-80-66-75",3,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes"
"86-80-66-75",4,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes"
"36-82-19-46",1,"No","Yes",,,,,,,"Yes",,,,,,"Yes",,
"36-82-19-46",2,"No","Yes",,,,,,,"Yes",,,,,,"Yes",,
"87-16-84-48",1,"No","Yes",,"Yes",,,,,,,,,,,,,
"87-16-84-48",3,"No","Yes",,"Yes",,,,,,,,,,,,,
"85-15-56-74",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"85-15-56-74",2,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"99-52-45-97",1,"No","Yes","No","No","No","No",,"No","No","No","No","No",,"No",,"No","No"
"22-42-05-31",1,"No","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No"
"22-42-05-31",5,"No","Yes","No","Yes","No","No","No","No","No","Yes",,"Yes","No","Yes","Yes","Yes","No"
"17-88-76-49",1,"No","Yes",,,,,,,,,,"Yes",,,,,
"95-93-26-61",1,"Yes","Yes",,,,,,,,,"Yes",,,,,,
"95-93-26-61",2,"Yes","Yes",,,,,,,,,"Yes",,,,,,
"66-25-20-13",1,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No"
"56-49-46-49",1,"No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No"
"00-63-35-41",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"35-73-88-21",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"90-22-40-74",1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes"
"90-22-40-74",2,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"71-58-33-81",1,"No","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes"
"85-67-71-58",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No"
"01-61-71-69",1,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"01-61-71-69",2,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"75-50-19-75",1,"Yes","Yes",,"Yes",,,,,,,,,,,"Yes",,
"75-50-19-75",2,"Yes","Yes",,"Yes",,,,,,,,,,,,,
"89-26-96-48",1,"No","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No"
"89-26-96-48",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"73-20-13-57",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No",,"No","Yes","Yes","No","No"
"73-20-13-57",2,"No","Yes","No","Yes","No","No","No","No",,,,"No","No","No","Yes","No",
"55-53-09-17",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"55-53-09-17",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"16-20-70-88",1,"No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes"
"14-74-46-71",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
"14-74-46-71",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
"15-43-32-03",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"62-79-94-11",1,"No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No"
"74-11-35-62",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
"07-05-49-00",1,"Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","Yes"
"12-21-07-33",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No"
"12-21-07-33",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"23-59-76-04",1,"Yes","Yes",,,,,,,,,"Yes",,,,"Yes",,
"23-59-76-04",2,"Yes","Yes",,,,,,,,,"Yes",,,,,,
"93-87-90-66",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No"
"93-87-90-66",2,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No"
"16-34-09-13",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No"
"85-82-50-77",1,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"85-82-50-77",2,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"89-27-41-66",1,"Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No"
"22-81-16-32",1,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes"
"54-44-06-88",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"47-49-80-52",1,"No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes"
"47-49-80-52",7,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes"
"93-73-35-44",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"93-73-35-44",6,"Yes","Yes",,"Yes",,,,,,,,"Yes",,,,,
"08-77-46-38",1,"No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"08-77-46-38",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"85-57-73-17",1,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"85-57-73-17",6,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes"
"48-05-99-35",1,"Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes"
"48-05-99-35",2,"Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes"
"67-13-56-73",1,"Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"97-33-85-90",1,"No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes"
"10-54-97-94",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No"
"10-54-97-94",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"50-35-50-04",1,"No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes"
"50-35-50-04",2,"No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No",,"Yes","Yes","Yes"
"62-96-39-45",1,"No","Yes",,"Yes",,,,,,,,,,,,,
"62-96-39-45",2,"No","Yes",,"Yes",,,,,,,,,,,,,
"44-55-26-98",1,"Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"44-55-26-98",3,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"93-47-96-78",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"18-43-28-32",1,"Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"18-43-28-32",2,"Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes"
"37-21-15-22",1,"Yes","Yes","No","No","No","Yes",,"No","No","Yes","No","Yes","No","No","No","No","No"
"87-15-89-67",2,"No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No"
"79-26-09-22",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"79-26-09-22",2,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"75-05-90-14",1,"No","Yes","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No"
"24-85-21-24",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"91-48-78-65",1,"No","Yes",,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"91-48-78-65",2,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"32-52-77-66",1,"No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No"
"26-89-84-58",1,"No","Yes",,"Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"26-89-84-58",2,"No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"59-38-71-66",1,"No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes"
"02-07-52-84",1,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Yes"
"02-07-52-84",3,"Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Yes"
"77-80-39-86",1,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No"
"72-51-39-42",1,"Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes"
"72-51-39-42",2,"Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes"
"87-64-80-93",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes"
"87-64-80-93",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes"
"36-99-07-56",1,"No","Yes","No","No","No","No","No","No","Yes","No","No",,"No","No","Yes","No","No"
"75-89-92-79",6,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"44-34-32-32",1,"No","Yes",,,,,,,,,,,,"Yes",,,
"44-34-32-32",2,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"53-52-93-15",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"58-35-74-86",1,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"58-35-74-86",2,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"23-82-30-50",1,"No","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"23-82-30-50",2,"No","Yes","No","No",,"No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes"
"76-76-95-07",1,"Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes"
"69-18-54-45",1,"Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"69-18-54-45",2,"Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"99-14-10-16",3,"No","Yes",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
"55-02-31-58",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes"
"55-65-32-92",1,"No","Yes",,,,,"Yes",,,,,,,,,,
"55-65-32-92",2,"No","Yes",,,,,"Yes",,,,,,,,,,
"66-00-67-40",1,"No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No"
"66-00-67-40",2,"No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes"
"41-51-06-54",1,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"41-51-06-54",6,"Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"07-18-54-62",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes"
"73-70-79-76",1,"Yes","Yes",,"Yes",,,,,,,,,"Yes",,,,
"73-70-79-76",2,"Yes","Yes",,,,,,,,"Yes",,,,,,,
"40-83-72-17",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"23-74-18-51",1,"No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No"
"23-74-18-51",2,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No"
"18-88-43-52",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"18-88-43-52",2,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No"
"72-37-85-07",3,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"84-90-52-18",1,"Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"94-23-16-05",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No"
"52-32-19-59",1,"Yes","Yes","No","No","No","No","No",,"Yes","Yes",,,"No","No","Yes","Yes","No"
"52-32-19-59",2,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No"
"99-83-95-63",1,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"99-83-95-63",2,"No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"46-29-66-50",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"46-29-66-50",2,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes"
"82-09-67-93",1,"Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"53-00-44-01",1,"No","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No"
"53-00-44-01",2,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No"
"34-98-47-22",1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"34-98-47-22",3,"No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No",,"No","Yes","Yes"
"78-72-01-35",1,"No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No"
"04-97-48-20",6,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"99-10-52-87",1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No"
"92-62-56-72",1,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"92-62-56-72",2,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"39-32-10-47",1,"Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
"39-32-10-47",2,"Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No"
"25-20-66-75",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes"
"25-20-66-75",2,"No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes"
"98-95-69-84",1,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"98-95-69-84",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"18-35-44-26",3,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No",,"No","No"
"18-35-44-26",4,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"59-94-58-22",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"40-32-33-96",2,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"18-30-46-42",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"42-15-88-64",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes"
"19-83-07-46",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No"
"16-76-24-92",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes"
"16-98-25-56",1,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"16-98-25-56",2,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","Yes","No","No","No"
"08-81-97-68",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes"
"90-75-59-18",5,"No","Yes","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No"
"01-70-02-35",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No"
"23-94-09-23",1,"Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes"
"23-94-09-23",2,"No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No"
"08-72-61-50",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"No","Yes","No","Yes"
"08-72-61-50",2,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"83-59-21-47",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"83-59-21-47",3,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"78-07-95-11",2,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"70-58-67-82",1,"No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes"
"70-58-67-82",2,"Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes"
"47-04-86-67",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes"
"47-04-86-67",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No"
"92-02-45-21",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No"
"88-75-68-17",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No"
"24-82-46-82",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No"
"24-82-46-82",6,"Yes","Yes","No",,"No","No","No","No","No","Yes","No","No","No","No","Yes",,"No"
"21-42-97-88",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No"
"87-09-20-52",1,"No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No"
"87-09-20-52",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"68-10-75-89",1,"No","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes"
"68-10-75-89",2,"No","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes"
"43-52-85-97",1,"Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No"
"43-52-85-97",3,"No","Yes","No","No","No","No","No","No","No",,"No","Yes",,"No","Yes","No","No"
"00-31-45-58",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No"
"89-47-55-13",2,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"86-75-09-05",1,"Yes","Yes",,,,,,,,,,,,,,,
"86-75-09-05",2,"Yes","Yes",,,,,,,,,,"Yes",,,,,
"70-15-38-18",1,"No","Yes",,,,,,,,,,,,,,,
"70-15-38-18",2,"No","Yes",,,,,,,,,,,,,,,
"13-43-56-11",1,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes"
"41-78-59-34",1,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"41-78-59-34",2,"Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No"
"76-42-64-83",1,"Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes"
"60-08-55-10",1,"Yes","No","No","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No"
"60-08-55-10",2,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No",,"No","No"
"09-76-96-87",1,"No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes"
"09-76-96-87",2,"No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes"
"24-13-90-91",1,"No","Yes",,,,,,,,,,"Yes",,,,,
"24-13-90-91",2,"No","Yes",,"Yes",,,,,,,,,,,,,
"79-64-90-22",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"88-15-47-53",1,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"88-15-47-53",2,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"74-17-56-50",1,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes"
"74-17-56-50",2,"Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes"
"65-73-74-13",3,"No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"78-26-64-75",1,"No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes"
"57-56-64-78",1,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No",,"No","No","No","No"
"57-56-64-78",2,"Yes","Yes","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No"
"79-27-11-92",1,"Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"79-27-11-92",5,"Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"01-06-16-47",1,"Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No"
"80-39-36-38",1,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes"
"96-17-52-94",1,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"96-17-52-94",2,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes",,"No"
"67-51-54-29",1,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No"
"94-25-30-28",2,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"94-25-30-28",3,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"99-05-99-45",1,"Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
"55-49-77-29",1,"No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes"
"59-94-70-54",1,"Yes","Yes",,"No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes"
