interview__key,r_crop__id,crop_area,cp06,crop_harvest,crop_output,crop_unit,crop_unit_1,crop_sale,crop_saleamt,crop_slunits,crop_slunits_1,crop_price,crop_buyer__1,crop_buyer__2,crop_buyer__3,crop_buyer__4,crop_buyer__5,crop_buyer__6,crop_buyer__96,crop_buyer_oth,crop_buyer_where,crop_homecons,crop_clunits,crop_cunits_1,cp_stor,cpamt,cpunits2,cpunits2_oth,crop_inkind_pay,payment_unit,payment_unit_oth,crop_gifts,gift_unit,gift_unit_oth,crop_oth_uses,crop_ouse_oth,ouses_unit,ouses_unit_oth,crp_irrig,irrig__1,irrig__2,irrig__3,irrig__4,irrig__5,irrig__6,irrig__96,irrig__n888,irrig__n999,irrig_others,irrig_method__1,irrig_method__2,irrig_method__3,irrig_method__4,irrig_method__96,irrig_method__n888,irrig_method__n999,seed,var_trait_1__1,var_trait_1__2,var_trait_1__3,var_trait_1__4,var_trait_1__5,var_trait_1__6,var_trait_1__7,var_trait_1__8,var_trait_1__9,var_trait_1__10,var_trait_1__11,var_trait_1__12,var_trait_1__13,var_trait_1__14,var_trait_1__15,var_trait_1__16,var_trait_1__17,var_trait_1__18,var_trait_1__19,var_trait_1__20,var_trait_1__96,var_trait_1_other,seed_source_1,seed_source_oth_1,seed_amt_1,seed_amtunits,seed_amtunits_oth,seed_price_1,cp07,cp08,cp09,cp11
"21-70-10-93","MAIZE","2","No","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"51-51-64-02","MAIZE","4","No","Yes",300,"Kilograms","","No",,,"",,,,,,,,,,,1,"Kilograms","","Yes","250","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No",,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"65-04-27-87","MAIZE","0.5","No","Yes",15,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"65-04-27-87","MILLET/MAIWA","1.5","No","No",,,"",,,,"",,,,,,,,,,,,,"","Yes","10","50 kg bag","",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"12-55-61-25","BEANS/COWPEA","0.1","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"10kg bag","","No",,,"","Refused to answer",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"12-55-61-25","MAIZE","1.9","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"09-96-00-56","BEANS/COWPEA","6","Yes","Yes",1,"25kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"09-96-00-56","MAIZE","6","Yes","Yes",6,"50 kg bag","","No",,,"",,,,,,,,,,,6,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"93-46-32-90","MAIZE","3","Yes","Yes",118,"50 kg bag","","Yes",112,"50 kg bag","",380,"No","Yes","No","No","No","No","No",,,7,"50 kg bag","","Yes","7","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No",,"No","No","No",,,,,,,,"No","No","No","No"
"93-46-32-90","MILLET/MAIWA","2","Yes","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","5","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No",,"No","No","No","No","No","No","No",,,,,,,"No","No","No","No","No"
"39-76-52-63","MAIZE","3","Yes","Yes",150,"Kilograms","","No",,,"",,,,,,,,,,,150,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No",,"No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"39-76-52-63","MILLET/MAIWA","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,,"No","No","No","No","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"57-92-68-31","BEANS/COWPEA","1","Yes","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","No","No"
"57-92-68-31","MAIZE","4","Yes","Yes",40,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","40","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","No","No"
"50-37-72-10","BEANS/COWPEA","0.1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes","No",,"No","No",,"No","No","No","No","No",,,,"Yes",,,"No","No","No","No","No"
"50-37-72-10","MILLET/MAIWA","0.9","No","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,"No","Yes","No","No","No"
"71-36-35-44","MAIZE","1.4","Yes","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"71-36-35-44","MILLET/MAIWA","1.4","Yes","Yes",25,"Kilograms","","No",,,"",,,,,,,,,,,25,"Kilograms","","Yes","20","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No",,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"No","No","No","No","No"
"60-95-57-22","BEANS/COWPEA","0.4","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,"No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"60-95-57-22","MAIZE","4","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No"
"60-95-57-22","CABBAGE","0.1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",0,1,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","Yes","No"
"60-95-57-22","ONION","0.1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",0,1,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","Yes","No"
"60-95-57-22","GREEN VEGETABLE","0.1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",0,1,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","Yes","No"
"60-95-57-22","TOMATO","0.1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",0,1,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","Yes","No"
"17-61-49-75","MAIZE","2","No","Yes",750,"Kilograms","","No",,,"",,,,,,,,,,,150,"Kilograms","","Yes","600","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,,"No","No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"77-54-37-57","MAIZE","4","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"49-81-42-49","CABBAGE","0.01","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",1,0,0,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","No","No"
"49-81-42-49","TOMATO","0.01","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",1,0,0,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","No","No"
"61-38-38-57","OTHER SPECIFY","1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,,"No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,,,,,,,"No","No","No","No"
"61-38-38-57","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"73-01-72-24","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"70-18-85-80","MAIZE","3","No","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,,"No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"70-18-85-80","MILLET/MAIWA","2","No","Yes",2,"25kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","2","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,,"No","No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,"No","No","No","No","No"
"59-96-51-48","BEANS/COWPEA","200","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"59-96-51-48","MAIZE","12","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"47-24-68-80","MILLET/MAIWA","7","No","Yes",10,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","10","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"98-95-69-34","BEANS/COWPEA","0.1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No",,"No","No","No","No","No","No","No","Yes","No","No","No","No",,"No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"98-95-69-34","MAIZE","1.4","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"94-61-58-26","CABBAGE","0.2","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",0,0,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No"
"94-61-58-26","ONION","0.2","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",0,0,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","Yes","No"
"94-61-58-26","GREEN VEGETABLE","0.2","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",0,0,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"Yes","No","Yes","No"
"65-50-88-07","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"05-43-02-62","MAIZE","5","No","Yes",1000,"Kilograms","","No",,,"",,,,,,,,,,,0,,"","Yes","1000","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes",,"No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"83-90-14-37","MAIZE","0.4","No","Yes",4,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","I don't know",,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"83-90-14-37","MILLET/MAIWA","0.3","No","Yes",10,"Liters","","No",,,"",,,,,,,,,,,0,,"","Yes","I don't know",,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"83-90-14-37","SORGHUM","0.2","No","Yes",25,"Liters","","No",,,"",,,,,,,,,,,0,,"","Yes","25","Liters","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"56-16-94-47","BEANS/COWPEA","I don't Know","Yes","Yes",1,"25kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","No",,,"","I don't know",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes","No",,"No","No","No","No","No","No","No","No",,,,"Yes",,,,,,,
"56-16-94-47","MILLET/MAIWA","2","Yes","Yes",0,,"",,,,"",,,,,,,,,,,,,"","Yes","I don't know",,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"89-17-95-50","BEANS/COWPEA","0.3","No","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","1","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"89-17-95-50","MAIZE","1","No","Yes",13,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","13","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No",,"No","No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"89-17-95-50","MILLET/MAIWA","3","No","Yes",23,"50 kg bag","","No",,,"",,,,,,,,,,,23,"50 kg bag","","Yes","23","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No",,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"34-03-26-96","MAIZE","11","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No",,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"34-03-26-96","CABBAGE","0.2","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",0,0,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No",,"No","No","No","No","No","No","No","Yes","No","No","No","No",,"No","No","No","No","No",,,,,,,,"Yes","No","Yes","No"
"83-62-75-30","MAIZE","0.1","No","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No",,,"No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"25-67-10-82","MAIZE","1","No","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","Yes","No","No"
"87-90-13-56","MAIZE","1","No","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"87-90-13-56","GREEN VEGETABLE","I don't Know","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","Yes",,,,,,,,,,"","No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,
"38-81-07-74","MAIZE","2","No","Yes",100,"Kilograms","","No",,,"",,,,,,,,,,,100,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"29-17-63-12","MAIZE","0.4","Yes","Yes",4,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"09-87-36-18","MAIZE","4","No","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","Yes"
"37-47-43-04","MAIZE","2","Yes","Yes",6,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","6","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"37-47-43-04","MILLET/MAIWA","2","No","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,1,"Kilograms","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"19-94-92-45","MAIZE","7.2","No","Yes",200,"Kilograms","","No",,,"",,,,,,,,,,,0,,"","Yes","200","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No",,"No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"01-51-77-20","MAIZE","0.6","No","Yes",25,"Kilograms","","No",,,"",,,,,,,,,,,25,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No","No",,"No","No","No","No","No","No","No","No","No",,"No","No","No",,,,,,,"No","No","No","No","No"
"14-21-66-73","MAIZE","3","No","Yes",4,"50 kg bag","","No",,,"",,,,,,,,,,,4,"50 kg bag","","No",,,"","0",,"",1,"50 kg bag","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","Yes"
"06-71-23-79","MAIZE","1","Yes","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"06-71-23-79","SORGHUM","I don't Know","Yes","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","2","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,
"09-86-92-43","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"","Yes","2","Other (please specify)","Drums",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"65-52-71-81","MAIZE","9","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"65-52-71-81","MILLET/MAIWA","2","Yes","Yes",350,"Kilograms","","No",,,"",,,,,,,,,,,100,"Kilograms","","Yes","250","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"88-09-14-40","MILLET/MAIWA","1","No","Yes",8,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","8","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"51-32-55-02","MAIZE","1","No","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","1","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No"
"51-32-55-02","MILLET/MAIWA","I don't Know","No","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,
"25-85-18-57","MAIZE","2","No","Yes",50,"Kilograms","","No",,,"",,,,,,,,,,,50,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes",,"No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"08-01-73-79","MAIZE","3","No","Yes",30,"50 kg bag","","Yes",30,"50 kg bag","",300,"Yes","No","No","No","No","No","No",,,0,,"","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"08-01-73-79","MILLET/MAIWA","12","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"30-31-42-54","MAIZE","2","No","Yes",200,"25kg bag","","No",,,"",,,,,,,,,,,50,"25kg bag","","Yes","50","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
"59-41-41-82","MILLET/MAIWA","2","No","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","7","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,,,"Yes",,,,"Yes","No","No","No"
"86-80-66-75","MAIZE","2","No","Yes",9,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","9","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No"
