interview__key,s9_respondent,food_security__1,food_security__2,food_security__3,food_security__4,food_security__5,food_security__6,food_security__7,food_security__8,food_sufficent,food_sufficent2,food_sufficent3,food_sufficent4__1,food_sufficent4__2,food_sufficent4__3,food_sufficent4__4,food_sufficent4__5,food_sufficent4__6,food_sufficent4__7,food_sufficent4__8,food_sufficent4__9,food_sufficent4__10,food_sufficent4__11,food_sufficent4__12
"93-87-90-66",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,3,2,0,0,0,0,0,0,0,0,1,2,0,0
"16-34-09-13",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,8,1,2,0,0,0,3,4,5,6,7,8,0
"85-82-50-77",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,3,1,0,0,0,0,0,0,0,0,0,3,2
"89-27-41-66",3,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",7,3,1,0,0,0,0,0,0,0,0,0,1,0,0
"22-81-16-32",1,"Yes","No","No","Yes","No","Yes","No","No",3,12,0,,,,,,,,,,,,
"54-44-06-88",2,"No","No","No","No","No","No","Yes","Yes",10,8,6,1,2,0,0,3,0,0,0,4,0,0,0
"47-49-80-52",8,"No","No","No","No","No","No","Yes","No",11,12,2,0,0,0,2,1,0,0,0,0,0,0,0
"93-73-35-44",1,"Yes","Yes","Yes","Yes","Yes","Yes",,"Yes",2,3,6,5,6,0,0,0,0,0,0,1,2,3,4
"08-77-46-38",2,"Yes","No","No","No","No","No","No","No",5,6,5,2,3,4,5,0,0,0,0,0,0,0,1
"85-57-73-17",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,8,3,1,2,0,0,0,0,0,0,0,0,0,3
"48-05-99-35",1,"No","No","No","No","No","No","No","No",0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
"67-13-56-73",1,"No","No","No","No","No","No","No","No",6,6,10,0,0,0,0,0,0,0,0,1,2,0,0
"97-33-85-90",1,"No","No","No","No","No",,"Yes","Yes",12,12,1,0,0,0,0,1,0,0,0,0,0,0,0
"10-54-97-94",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,5,4,1,2,4,0,0,0,0,0,0,0,0,3
"50-35-50-04",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,0,,,,,,,,,,,,
"62-96-39-45",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,3,5,1,0,0,0,0,0,0,0,5,4,3,2
"44-55-26-98",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,3,1,2,3,0,0,0,0,0,0,0,0,0
"93-47-96-78",2,"No","No","No","No","No","No","Yes","No",10,0,2,1,0,0,0,2,0,0,0,0,0,0,0
"18-43-28-32",1,"Yes","Yes","Yes","Yes","Yes","No","No","No",2,2,0,,,,,,,,,,,,
"37-21-15-22",1,"No","No","No","No","No","No","No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"87-15-89-67",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"79-26-09-22",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,2,7,1,2,3,4,0,0,0,5,6,7,0,0
"75-05-90-14",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,12,11
"24-85-21-24",3,"No","No","No","No","No","No","No","No",12,8,0,,,,,,,,,,,,
"91-48-78-65",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,3,1,0,0,0,0,0,0,2,3,0,0,0
"32-52-77-66",1,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",9,9,3,0,0,0,0,0,0,0,0,0,3,2,1
"26-89-84-58",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"59-38-71-66",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,11,1,0,2,4,3,5,6,7,8,9,10,11
"02-07-52-84",1,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",6,3,6,1,2,3,0,0,0,0,4,5,0,6,0
"77-80-39-86",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
"72-51-39-42",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,10,2,0,0,2,1,0,0,0,0,0,0,0,0
"87-64-80-93",1,"No","No","No","No","No","No","Yes","Yes",12,10,3,1,2,3,0,0,0,0,0,0,0,0,0
"36-99-07-56",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,12,11,10,9,8
"75-89-92-79",6,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,3,0,0,0,0,0,1,2,0,3,0,0,0
"44-34-32-32",1,"Yes","No","Yes","No","Yes","Yes","Yes","Yes",4,6,3,1,0,0,0,0,0,0,0,0,0,3,2
"53-52-93-15",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,0,0,0,0,0,0,0,2,0,1,0,0
"58-35-74-86",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,0,0,0,0,0,0,0,0,1,2,0,0
"23-82-30-50",1,"Yes","Yes","Yes","No","No","Yes","Yes","Yes",3,3,3,1,0,0,0,0,0,0,0,0,0,3,2
"76-76-95-07",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",4,6,3,0,3,2,1,0,0,0,0,0,0,0,0
"69-18-54-45",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,6,6,1,2,3,0,0,0,0,0,0,4,5,6
"99-14-10-16",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,1,2,3,0,0,10,9,8,7,6,5,4
"55-02-31-58",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,1,2,3,0,0,0,4,5,7,6,8,9
"55-65-32-92",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,6,3,4,0,0,0,0,0,0,0,1,2,3,0
"66-00-67-40",3,"No","No","No","No","No","No","Yes","No",11,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"41-51-06-54",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,3,3,1,2,0,0,0,0,0,0,0,0,0,3
"07-18-54-62",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,10,9,11,12
"73-70-79-76",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,6,6,4,0,3,1,0,0,5,6,0,0,0,2
"40-83-72-17",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,3,1,0,0,0,0,0,0,0,0,0,2,3
"23-74-18-51",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,6,6,1,0,0,0,0,0,0,2,3,6,4,5
"18-88-43-52",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,9,6,2,3,4,5,6,0,0,0,0,0,0,1
"72-37-85-07",2,"No","No","No","No","No","No","Yes","No",11,6,3,1,0,0,2,3,0,0,0,0,0,0,0
"84-90-52-18",1,"Yes","No","No","No","No","No","No","No",9,9,3,1,2,3,0,0,0,0,0,0,0,0,0
"94-23-16-05",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,0,,,,,,,,,,,,
"52-32-19-59",1,"Yes","Yes","No","No","No","No","Yes","No",6,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"99-83-95-63",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,4,4,1,2,0,0,0,0,0,0,0,0,4,3
"46-29-66-50",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,5,6,6,0,0,0,0,0,0,1,2,3,4,5
"82-09-67-93",1,"Yes","Yes","No","No","No","No","No","No",4,2,1,0,0,0,0,0,0,1,0,0,0,0,0
"53-00-44-01",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,4,4,1,2,0,0,0,0,0,0,0,0,3,4
"34-98-47-22",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,6,7,1,2,0,6,0,0,0,0,3,4,5
"78-72-01-35",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,2,3,1,2,3,0,0,0,0,0,0,0,0,0
"04-97-48-20",6,"No","No","No","No","No","No","Yes","Yes",5,5,10,1,2,3,4,5,0,0,0,0,0,0,0
"99-10-52-87",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,4,0,0,9,8,7,6,5,0
"92-62-56-72",2,"No","No","No","No","Yes","No","Yes","No",4,4,4,0,0,0,0,0,1,2,3,4,0,0,0
"39-32-10-47",2,"No","No","No","No","No","No","No","No",12,10,0,,,,,,,,,,,,
"25-20-66-75",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",10,12,1,0,0,0,0,0,0,0,0,0,0,0,1
"98-95-69-84",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"18-35-44-26",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,10,10,0,0,1,3,2,4,5,6,7,8,9
"59-94-58-22",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,12,1,1,0,0,0,0,0,0,0,0,0,0,0
"40-32-33-96",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,10,2,0,3,0,1,0,0,2,0,0,0,0,0
"18-30-46-42",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,10,9,11,12
"42-15-88-64",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",0,2,2,0,1,2,0,0,0,0,0,0,0,0,0
"19-83-07-46",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,3,1,0,0,0,0,0,0,0,0,0,2,3
"16-76-24-92",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,4,2,0,1,0,2,0,0,0,0,0,0,0,0
"16-98-25-56",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,4,1,0,0,0,0,0,0,2,3,4,0,0
"08-81-97-68",1,"Yes","No","No","Yes","No","No","No","Yes",5,5,2,1,2,0,0,0,0,0,0,0,0,0,0
"90-75-59-18",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",1,4,4,1,4,0,3,0,0,0,0,0,0,2,0
"01-70-02-35",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,2,1,2,0,0,0,0,0,0,0,0,0,0
"23-94-09-23",1,"No","No","No","No","No","No","No","No",6,12,2,0,0,0,1,2,0,0,0,0,0,0,0
"08-72-61-50",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",9,9,3,1,2,3,0,0,0,0,0,0,0,0,0
"83-59-21-47",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,9,4,1,0,0,0,0,0,0,0,0,2,3,4
"78-07-95-11",2,"No","No","No","No","No","No","Yes","Yes",11,11,2,1,2,0,0,0,0,0,0,0,0,0,0
"70-58-67-82",2,"Yes","Yes","No","No","No","No","No","No",0,6,4,0,0,1,2,3,4,0,0,0,0,0,0
"47-04-86-67",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,4,1,0,0,0,0,0,0,2,3,4,0,0
"92-02-45-21",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,2,6,1,2,3,0,0,0,0,4,5,6,0,0
"88-75-68-17",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"24-82-46-82",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,3,7,7,0,0,0,1,2,3,4,0,0,5,6
"21-42-97-88",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,7,2,1,0,0,0,0,0,0,0,0,0,0,2
"87-09-20-52",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,3,0,0,0,0,0,1,2,3,0,0,0,0
"68-10-75-89",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,1,4,0,0,0,0,1,2,0,3,0,4,0,0
"43-52-85-97",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,12,1,1,0,0,0,0,0,0,0,0,0,0,0
"00-31-45-58",1,"Yes","No","No","Yes","No","Yes","No","Yes",2,4,8,0,1,2,3,0,0,4,5,6,7,8,0
"89-47-55-13",2,"Yes","Yes","Yes","Yes","Yes","No","No","Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"86-75-09-05",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,5,1,2,3,4,5,0,0,0,0,0,0,0
"70-15-38-18",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,0,4,1,0,0,0,0,0,0,0,0,2,3,4
"13-43-56-11",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,5,4,1,2,0,0,0,0,3,0,0,4,0,0
"41-78-59-34",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,2,3,1,2,0,0,0,0,0,0,0,0,0,3
"76-42-64-83",1,"No","No","Yes","Yes","Yes","No","Yes","No",10,12,0,,,,,,,,,,,,
"60-08-55-10",1,"Yes","Yes","Yes","No","Yes","Yes","No","No",2,3,6,5,6,0,0,0,0,0,1,4,2,3,0
"09-76-96-87",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,10,2,0,0,2,1,0,0,0,0,0,0,0,0
"24-13-90-91",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"79-64-90-22",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,5,8,1,0,0,0,2,3,4,5,6,0,7,8
"88-15-47-53",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,0,0,2,1,0,0,0,0,0,0,0,0
"74-17-56-50",1,"Yes","Yes","No","No","No","No","No","No",2,1,0,,,,,,,,,,,,
"65-73-74-13",3,"Yes","Yes","Yes","No","Yes","No","Yes","Yes",2,2,2,1,0,0,0,0,0,0,0,0,0,0,2
"78-26-64-75",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,5,4,3,0,4,0,0,0,0,0,0,1,0,2
"57-56-64-78",2,"No","No","No","No","No","No","No","No",0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
"79-27-11-92",2,"No","No","No","No","No","No","No","No",3,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"01-06-16-47",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",3,6,3,1,0,0,0,0,0,0,0,0,0,2,3
"80-39-36-38",1,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",8,8,3,1,2,3,0,0,0,0,0,0,0,0,0
"96-17-52-94",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,7,6,7,0,0,0,1,2,3,4,5,0,0
"67-51-54-29",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,1,3,0,0,0,1,2,3,0,0,0,0,0,0
"94-25-30-28",2,"No","No","No","No","No","No","Yes","Yes",10,8,3,2,1,3,0,0,0,0,0,0,0,0,0
"99-05-99-45",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8,6,2,1,2,0,0,0,0,0,0,0,0,0,0
"55-49-77-29",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",11,11,1,0,0,0,0,0,0,0,0,0,0,0,1
"59-94-70-54",2,"Yes","No","No","No","Yes","No","No","No",4,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"18-48-78-90",2,"No","No","No","No","No","No","No","No",0,9,3,0,0,0,1,0,2,3,0,0,0,0,0
"91-78-23-71",1,"Yes","Yes","Yes","Yes","Yes","No","No","No",0,0,0,,,,,,,,,,,,
"79-02-43-99",1,"No","No","No","No","No","No","Yes","No",11,12,2,1,0,0,0,0,0,0,2,0,0,0,0
"05-99-22-70",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,12,3,1,2,3,0,0,0,0,0,0,0,0,0
"19-70-78-40",1,"No","No","No","No","No","No","Yes","Yes",10,10,6,1,2,3,4,5,6,0,0,0,0,0,0
"24-76-11-61",1,"Yes","No","Yes","Yes","No","No",,"No",1,2,5,1,2,3,4,5,0,0,0,0,0,0,0
"01-56-68-49",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,1,5,1,2,5,3,4,0,0,0,0,0,0,0
"48-81-58-75",2,"Yes","Yes","Yes","Yes","No","No","No","No",0,6,3,1,0,0,0,0,0,0,0,0,2,3,0
"88-17-46-63",2,"Yes","No","No","Yes","No","Yes","No","No",0,0,11,1,0,0,0,0,0,0,0,0,0,0,0
"64-24-89-62",1,"No","Yes","Yes","No","Yes","No","No","No",2,2,2,0,0,0,0,0,0,0,0,2,1,0,0
"79-97-16-20",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,1,2,0,0,0,9,8,3,4,5,6,7
"22-78-59-76",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"68-66-94-81",3,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,8,4,2,0,0,0,0,0,3,4,0,0,0,1
"55-05-77-24",2,"No","Yes","Yes","Yes","No","No","Yes","No",10,5,3,0,0,0,0,0,0,0,1,2,3,0,0
"96-11-62-92",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,2,7,1,0,0,0,7,5,6,2,3,4,0,0
"78-34-55-08",1,"No","No","No","No","No","No","Yes","Yes",10,12,3,1,2,3,0,0,0,0,0,0,0,0,0
"62-52-92-33",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,0,,,,,,,,,,,,
"11-84-22-34",3,"Yes","No","No","Yes","No","Yes","No","No",0,4,4,1,0,0,0,0,0,0,2,3,4,0,0
"75-25-19-33",1,"Yes","Yes","Yes","No","No","Yes","No","Yes",12,12,0,,,,,,,,,,,,
"25-28-42-89",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,2,0,1,0,0,0,0,4,3,0,0,5
"17-22-63-49",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,0,,,,,,,,,,,,
"75-11-04-39",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"42-13-72-77",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6,12,0,,,,,,,,,,,,
"22-71-31-86",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"72-79-67-76",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,3,2,1,0,0,0,0,0,0,0,0,0,0,2
"55-61-00-58",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"83-84-11-33",1,"No","No","No","No","No","Yes","Yes","No",6,9,4,3,4,0,0,0,0,0,0,0,0,1,2
"57-06-39-78",3,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2,5,3,1,2,3,0,0,0,0,0,0,0,0,0
"28-44-47-60",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,0,0,0,0,0,0,0,1,2,0,0,0
"99-83-86-30",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,12,1,2,3,4,5,6,7,8,9,10,11,12
"95-87-87-82",1,"Yes","No","No","Yes","No","Yes","Yes","Yes",0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"51-10-14-61",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"38-80-77-22",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,8,1,1,0,0,0,0,0,0,0,0,0,0,0
"32-85-49-35",1,"Yes","No","No","Yes","Yes","Yes","Yes","Yes",0,3,9,0,0,9,5,4,3,6,7,8,0,2,1
"67-57-93-16",2,"Yes","Yes","Yes","Yes",,"Yes","Yes","Yes",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"66-09-29-33",1,"Yes","Yes","Yes","No","No","No","No","No",5,5,2,0,0,0,0,0,0,1,2,0,0,0,0
"88-76-61-78",1,"No","No","No","No","No","No","No","Yes",11,11,5,1,2,3,4,0,0,0,0,0,0,0,0
"45-30-93-43",1,"No","No","No","No","No","No","No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"39-72-47-05",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,6,5,1,2,3,4,5,0,0,0,0,0,0,0
"91-78-19-91",1,"No","No","No","No","No","No","No","No",4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"80-88-34-81",1,"Yes","Yes","Yes","Yes","Yes","Yes","No","No",1,3,3,1,2,0,0,0,0,0,0,0,0,0,3
"00-93-28-41",3,"No","No","No","No","No","No","No","No",12,10,0,,,,,,,,,,,,
"15-34-12-49",2,"No","No","No","No","No","No","No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"57-48-46-10",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,8,4,1,2,0,0,0,0,0,0,0,0,4,3
"17-87-43-63",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,6,4,3,4,0,0,0,0,0,0,0,0,1,2
"11-23-87-11",4,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8,9,1,1,2,0,0,0,0,0,0,0,0,0,3
"33-90-70-88",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,1,0,0,0,0,0,0,0,0,0,0,2
"42-88-20-46",2,"No","Yes","Yes","Yes","Yes","No","Yes","Yes",0,9,3,0,0,0,1,2,3,0,0,0,0,0,0
"56-60-42-49",1,"No","No","Yes","Yes","Yes","No","No","Yes",0,0,0,,,,,,,,,,,,
"06-49-16-95",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,0,,,,,,,,,,,,
"14-59-43-81",4,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,4,8,5,6,7,8,0,0,0,0,1,2,3,4
"43-19-04-75",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7,8,1,1,0,0,0,0,0,0,0,0,0,0,0
"25-55-58-39",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"56-55-71-21",2,"No","No","No","No","No","No","Yes","No",11,11,2,1,0,0,0,2,0,0,0,0,0,0,0
"26-16-97-29",2,"Yes","No","No","No","No","No","No","No",4,3,4,0,0,0,0,0,1,2,3,4,0,0,0
"94-40-34-45",1,"Yes","No","No","No","No","No","No","No",3,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"57-09-13-31",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",3,3,3,0,0,0,0,0,0,0,1,2,3,0,0
"06-81-92-15",1,"No","No","No","No","No","No","No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"71-51-46-91",3,"Yes","No","No","Yes","No","Yes","No","Yes",2,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"99-70-86-40",1,"No","No","No","No","No","No","No","Yes",12,12,2,1,0,0,0,2,0,0,0,0,0,0,0
"54-72-28-02",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,12,2,1,2,0,0,0,0,0,0,0,0,0,0
"93-06-95-85",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,9,6,7,8,9,0,0,0,1,2,3,4,5
"44-70-83-36",2,"No","No","No","No","No","No","No","No",8,8,0,,,,,,,,,,,,
"76-32-33-95",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,2,0,0,0,0,0,0,0,1,2,0,0,0
"01-38-25-96",1,"No","Yes","Yes","Yes","Yes","No","No","No",0,12,0,,,,,,,,,,,,
"89-39-79-72",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8,11,4,1,2,3,0,0,0,0,0,0,0,0,4
"00-49-63-51",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5,7,3,1,0,0,0,0,2,0,3,0,0,0,0
"76-58-89-37",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,3,9,1,2,3,4,5,6,7,0,8,0,9,0
"20-56-52-98",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,3,12,1,0,0,0,0,0,0,4,5,3,0,2
"64-47-42-17",3,"Yes","No","No","Yes","Yes","Yes","Yes","Yes",4,6,3,1,0,0,0,0,0,0,0,0,0,2,3
"13-81-47-95",1,"No","No","No","No","No","No","Yes","No",2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
"29-99-72-08",1,"Yes","Yes","Yes",,,"Yes","Yes",,5,9,3,1,2,0,0,0,0,0,0,0,0,0,3
"24-83-83-50",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,2,12,2,1,0,0,0,0,0,5,4,3,0,0
"47-22-90-00",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,4,8,0,0,0,0,1,2,5,3,4,6,7,8
"98-86-29-38",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",12,12,1,1,0,0,0,0,0,0,0,0,0,0,0
"38-47-12-60",9,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,3,1,2,0,0,0,0,0,0,0,0,0,3
"28-88-27-77",1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,3,1,0,0,0,0,0,0,0,0,0,2,3
"29-11-74-01",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
"23-17-08-61",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,3,2,1,2,0,0,0,0,0,0,0,0,0,0
"09-04-42-43",1,"Yes","No","No","Yes","No","Yes","Yes","Yes",8,12,12,1,2,3,4,5,6,7,8,10,9,11,12
"60-44-87-63",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4,6,3,1,2,0,0,0,0,0,0,0,3,0,0
"37-91-11-53",1,"Yes","No","No","Yes","Yes","Yes","Yes","Yes",4,12,0,,,,,,,,,,,,
"24-83-18-16",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,10,2,1,2,0,0,0,0,0,0,0,0,0,0
"43-94-30-73",2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,2,12,1,2,0,0,0,0,0,5,6,7,4,3
"98-89-20-76",2,"No","No","No","Yes","Yes","No","No","Yes",8,9,1,0,0,0,0,0,0,0,0,0,1,2,0
"18-82-94-56",1,"Yes","No","No","Yes","No","No","No","No",6,8,2,1,0,0,0,0,0,0,0,0,0,0,2
